outcome,spec,sample,se_type,term,year,reference_year,estimate,std.error,statistic,p.value,n_obs,n_cz,controls,label,spec_label
dem_2party_share,full_controls,main_1972_start,cluster_cz,es_2012,2012,1988,8.725496122642742e-4,0.0016354400463354075,0.5335258936696758,0.5938340203460528,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic two-party share,Full controls
dem_2party_share,full_controls,main_1972_start,cluster_cz,es_2016,2016,1988,6.062781491182594e-4,0.0014129631034448676,0.429082788956149,0.6679911543395738,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic two-party share,Full controls
dem_2party_share,full_controls,main_1972_start,cluster_cz,es_2020,2020,1988,8.821124263984816e-4,0.0014277408976387737,0.6178378919153585,0.5368772976705722,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic two-party share,Full controls
two_party_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1972,1972,1988,0.0011521489962270683,0.0014642586111411366,0.7868480249736536,0.43162938941487106,9386,722,none,Two-party votes / 1990 population,Minimal
two_party_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1976,1976,1988,0.0015694223315309,0.0010668431515614533,1.4710900372129319,0.14170306055223994,9386,722,none,Two-party votes / 1990 population,Minimal
two_party_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1980,1980,1988,7.92574770530045e-4,9.149157209953696e-4,0.8662817266575926,0.38662386219738387,9386,722,none,Two-party votes / 1990 population,Minimal
two_party_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1984,1984,1988,-7.721166217987234e-5,4.4347112692504157e-4,-0.17410752919867806,0.861829829489204,9386,722,none,Two-party votes / 1990 population,Minimal
two_party_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1992,1992,1988,-3.3795946308700243e-4,6.655240407344515e-4,-0.5078095491697654,0.611742219596357,9386,722,none,Two-party votes / 1990 population,Minimal
two_party_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1996,1996,1988,-0.0015466101952769664,7.441124888795164e-4,-2.07846289155266,0.0380198701355421,9386,722,none,Two-party votes / 1990 population,Minimal
two_party_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2000,2000,1988,-0.001525032160725972,0.001069858741028502,-1.425451886535873,0.15445938131687967,9386,722,none,Two-party votes / 1990 population,Minimal
two_party_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2004,2004,1988,-0.002815447037864427,0.001681590148395953,-1.674276600960136,0.09450993577760254,9386,722,none,Two-party votes / 1990 population,Minimal
two_party_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2008,2008,1988,-0.00303124904539516,0.0022283953508409797,-1.360283328652247,0.1741654111858829,9386,722,none,Two-party votes / 1990 population,Minimal
two_party_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2012,2012,1988,-0.003587352656776416,0.0025715637183050875,-1.3950082711311673,0.1634429178215236,9386,722,none,Two-party votes / 1990 population,Minimal
two_party_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2016,2016,1988,-0.004050952981974773,0.0027869981117633886,-1.4535183805387135,0.14651499214900124,9386,722,none,Two-party votes / 1990 population,Minimal
two_party_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2020,2020,1988,-0.006024258657132887,0.0034641212837834834,-1.7390438046537573,0.08245386834997276,9386,722,none,Two-party votes / 1990 population,Minimal
two_party_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1972,1972,1988,-0.002676534280594775,0.0014258053315954514,-1.8772087754783322,0.06089303249177269,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Two-party votes / 1990 population,Core controls
two_party_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1976,1976,1988,-0.001999788613480284,0.001091973096526726,-1.8313533729366374,0.06746028785976846,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Two-party votes / 1990 population,Core controls
two_party_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1980,1980,1988,-0.0023097949023641587,7.677658473730871e-4,-3.0084626846415845,0.002717164309114863,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Two-party votes / 1990 population,Core controls
two_party_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1984,1984,1988,-0.0012745346956136187,4.25435759089334e-4,-2.995833491622384,0.0028307952993570995,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Two-party votes / 1990 population,Core controls
two_party_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1992,1992,1988,3.0870073944994916e-4,7.573408127045408e-4,0.4076113874644462,0.6836800011018551,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Two-party votes / 1990 population,Core controls
two_party_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1996,1996,1988,4.548734821343246e-4,8.690477832065462e-4,0.5234159627632523,0.6008456466781519,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Two-party votes / 1990 population,Core controls
two_party_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2000,2000,1988,3.247113702814842e-4,0.0012061424047659238,0.2692147867436109,0.7878414238470086,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Two-party votes / 1990 population,Core controls
two_party_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2004,2004,1988,0.0016374981318398258,0.0017588430216459307,0.9310086867828887,0.35216069378720705,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Two-party votes / 1990 population,Core controls
two_party_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2008,2008,1988,0.0029102115701505377,0.0023711714681320653,1.2273307136421945,0.2200988940794713,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Two-party votes / 1990 population,Core controls
two_party_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2012,2012,1988,0.003161199177717483,0.002665020869771621,1.186181771998049,0.23594125865287255,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Two-party votes / 1990 population,Core controls
two_party_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2016,2016,1988,0.004893502717884088,0.003067698109850154,1.5951708879603927,0.11111224131981375,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Two-party votes / 1990 population,Core controls
two_party_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2020,2020,1988,0.00613367565649922,0.004137591058381033,1.4824267478234594,0.13866371431758662,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Two-party votes / 1990 population,Core controls
two_party_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_1972,1972,1988,-8.638440181230338e-4,0.001253844870535618,-0.6889560570232396,0.4910725591710041,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Two-party votes / 1990 population,Full controls
two_party_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_1976,1976,1988,-8.613291113878873e-4,9.45837180178177e-4,-0.9106526254610016,0.362782774546087,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Two-party votes / 1990 population,Full controls
two_party_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_1980,1980,1988,-0.0018372023859566954,6.344555395432627e-4,-2.895714942104968,0.0038974055743869807,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Two-party votes / 1990 population,Full controls
two_party_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_1984,1984,1988,-9.00529792539444e-4,3.951064021899019e-4,-2.279208303252495,0.022946118549879265,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Two-party votes / 1990 population,Full controls
two_party_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_1992,1992,1988,2.676935230058507e-4,6.900092511502443e-4,0.3879564260328482,0.6981627917284392,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Two-party votes / 1990 population,Full controls
two_party_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_1996,1996,1988,-1.1794044725502075e-4,8.3669963089072e-4,-0.1409591242791223,0.8879416063142026,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Two-party votes / 1990 population,Full controls
two_party_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_2000,2000,1988,-4.965777056376405e-4,0.0012100131422345198,-0.41039034065416446,0.6816415529676485,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Two-party votes / 1990 population,Full controls
two_party_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_2004,2004,1988,5.723348841890825e-4,0.0017325697841958192,0.3303387196347387,0.7412400029391292,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Two-party votes / 1990 population,Full controls
two_party_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_2008,2008,1988,0.0014648242221233904,0.0022442781582552086,0.6526928120452784,0.5141623838912335,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Two-party votes / 1990 population,Full controls
two_party_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_2012,2012,1988,0.0010444738267796332,0.0024950405111381804,0.4186199871773497,0.6756185469948243,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Two-party votes / 1990 population,Full controls
two_party_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_2016,2016,1988,0.002545119868921197,0.002832023969302095,0.8986929123867546,0.36911627466090746,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Two-party votes / 1990 population,Full controls
two_party_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_2020,2020,1988,0.0027445354127597016,0.003961032560296184,0.6928838304107453,0.4886055732563295,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Two-party votes / 1990 population,Full controls
total_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1972,1972,1988,0.0011008767897785193,0.0014426570843308012,0.763089719473549,0.44565948959610646,9386,722,none,Total votes / 1990 population,Minimal
total_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1976,1976,1988,0.001654197828963891,0.001060574717299257,1.559718331940148,0.1192652641487288,9386,722,none,Total votes / 1990 population,Minimal
total_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1980,1980,1988,0.0011355470387048568,7.530931805511521e-4,1.5078440065992968,0.13203248634237175,9386,722,none,Total votes / 1990 population,Minimal
total_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1984,1984,1988,-2.182342835189543e-5,4.5157294693830903e-4,-0.048327581401542204,0.961468556968534,9386,722,none,Total votes / 1990 population,Minimal
total_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1992,1992,1988,-1.4970530822067552e-4,5.747014812288059e-4,-0.2604922957577577,0.7945584342850477,9386,722,none,Total votes / 1990 population,Minimal
total_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1996,1996,1988,-0.0010185641256897173,7.554010844868763e-4,-1.3483752493969487,0.17796113162649246,9386,722,none,Total votes / 1990 population,Minimal
total_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2000,2000,1988,-0.0014296097571351242,0.001038683871110271,-1.376366570135516,0.16913546512465247,9386,722,none,Total votes / 1990 population,Minimal
total_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2004,2004,1988,-0.002851294568306501,0.001692125989974249,-1.685036802933269,0.09241420628827561,9386,722,none,Total votes / 1990 population,Minimal
total_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2008,2008,1988,-0.002992326802754705,0.0022537203135356153,-1.327727662027579,0.1846882924432767,9386,722,none,Total votes / 1990 population,Minimal
total_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2012,2012,1988,-0.0035466551809452923,0.0026088820212673337,-1.3594540312798087,0.17442777241005436,9386,722,none,Total votes / 1990 population,Minimal
total_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2016,2016,1988,-0.004486829891518218,0.0029582501536737364,-1.5167175385577847,0.1297763162241268,9386,722,none,Total votes / 1990 population,Minimal
total_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2020,2020,1988,-0.005627859546463854,0.0035854944191051064,-1.5696188275949112,0.11694254766066373,9386,722,none,Total votes / 1990 population,Minimal
total_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1972,1972,1988,-0.0029861747382965006,0.0014174628304417468,-2.1067040871652845,0.03548815575916908,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Total votes / 1990 population,Core controls
total_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1976,1976,1988,-0.002034467933385621,0.0011151719943568745,-1.8243535021330133,0.06851238060899575,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Total votes / 1990 population,Core controls
total_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1980,1980,1988,-0.002118855991486521,8.352339144700751e-4,-2.5368414222390103,0.011395500991539388,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Total votes / 1990 population,Core controls
total_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1984,1984,1988,-0.0012960231867816083,4.3011374942055467e-4,-3.013210315939909,0.002675538836849376,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Total votes / 1990 population,Core controls
total_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1992,1992,1988,2.827334265925808e-4,6.175805109915037e-4,0.457808207287277,0.6472281706774637,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Total votes / 1990 population,Core controls
total_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1996,1996,1988,7.664365896301761e-4,8.887208210255999e-4,0.8624042235734889,0.3887518659712087,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Total votes / 1990 population,Core controls
total_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2000,2000,1988,7.762059898633531e-4,0.0011731777179676398,0.6616269453259114,0.5084217200546874,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Total votes / 1990 population,Core controls
total_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2004,2004,1988,0.0016396882335533377,0.0017691803833602378,0.9268067004219472,0.3543370333033956,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Total votes / 1990 population,Core controls
total_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2008,2008,1988,0.0028781165706103034,0.0023910744071688906,1.2036917638284985,0.22910378075165255,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Total votes / 1990 population,Core controls
total_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2012,2012,1988,0.003301696464955955,0.0027262260355516202,1.2110868364911258,0.2262589363555662,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Total votes / 1990 population,Core controls
total_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2016,2016,1988,0.005130674509858914,0.003301998456655272,1.5538088758091007,0.12066882921613997,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Total votes / 1990 population,Core controls
total_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2020,2020,1988,0.006937820920643593,0.004375793206126792,1.5855001810710716,0.11329120125307256,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Total votes / 1990 population,Core controls
total_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_1972,1972,1988,-0.0011920604760015776,0.0012342112037349333,-0.9658480431827223,0.3344440704846101,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Total votes / 1990 population,Full controls
total_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_1976,1976,1988,-8.884022308420186e-4,9.661601416702314e-4,-0.9195186103477729,0.35813190059856115,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Total votes / 1990 population,Full controls
total_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_1980,1980,1988,-0.0016136726406169159,7.334892821500544e-4,-2.199994846396129,0.02812379958122113,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Total votes / 1990 population,Full controls
total_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_1984,1984,1988,-9.100996720587469e-4,3.987684469056323e-4,-2.2822760404463995,0.02276349815738243,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Total votes / 1990 population,Full controls
total_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_1992,1992,1988,-9.550870896848744e-5,6.203161082004428e-4,-0.1539678040048989,0.8776782064694119,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Total votes / 1990 population,Full controls
total_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_1996,1996,1988,4.713107303672571e-5,8.71771411037966e-4,0.05406356808674141,0.9568994946084061,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Total votes / 1990 population,Full controls
total_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_2000,2000,1988,-1.7034999146571875e-4,0.0011812946349549058,-0.14420618398239116,0.8853779551084813,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Total votes / 1990 population,Full controls
total_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_2004,2004,1988,5.61094293733899e-4,0.00174450422212131,0.32163538879350523,0.7478221522699147,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Total votes / 1990 population,Full controls
total_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_2008,2008,1988,0.0013910849498813957,0.0022656872868715683,0.6139792362088008,0.5394227174610957,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Total votes / 1990 population,Full controls
total_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_2012,2012,1988,0.0010913858202182768,0.0025554944515059582,0.4270742280716442,0.6694527653063835,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Total votes / 1990 population,Full controls
total_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_2016,2016,1988,0.0024249122818229703,0.0030680245600913014,0.790382291382572,0.4295644240223452,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Total votes / 1990 population,Full controls
total_votes_per_1990_pop,full_controls,main_1972_start,cluster_cz,es_2020,2020,1988,0.00338845242749004,0.0041993237900015985,0.806904301010985,0.4199877101529509,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Total votes / 1990 population,Full controls
rep_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1972,1972,1988,6.143153201022546e-4,9.652772428183204e-4,0.6364133461891611,0.5247090254982323,9386,722,none,Republican votes / 1990 population,Minimal
rep_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1976,1976,1988,-5.033433668343123e-4,7.311200563918299e-4,-0.6884551482808112,0.4913876551490245,9386,722,none,Republican votes / 1990 population,Minimal
rep_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1980,1980,1988,-8.363424855838163e-4,5.065672301227699e-4,-1.6509999775965043,0.09917404915274113,9386,722,none,Republican votes / 1990 population,Minimal
rep_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1984,1984,1988,-7.895201976630358e-5,3.29203848248435e-4,-0.23982714718061898,0.8105324257469987,9386,722,none,Republican votes / 1990 population,Minimal
rep_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1992,1992,1988,-6.812982933556582e-4,3.5086982475702685e-4,-1.9417409115401962,0.05255767119235857,9386,722,none,Republican votes / 1990 population,Minimal
rep_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_1996,1996,1988,-0.0012641432817529785,5.51292459250763e-4,-2.2930538238651392,0.022131899694588435,9386,722,none,Republican votes / 1990 population,Minimal
rep_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2000,2000,1988,-7.651864477153572e-4,9.377966982810768e-4,-0.8159406501621264,0.4148035564486152,9386,722,none,Republican votes / 1990 population,Minimal
rep_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2004,2004,1988,-0.0010249402685896046,0.0014089511796588552,-0.7274491007117578,0.46718702997383244,9386,722,none,Republican votes / 1990 population,Minimal
rep_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2008,2008,1988,-1.461640525899688e-4,0.0016363456112328005,-0.08932346051263021,0.9288496556013683,9386,722,none,Republican votes / 1990 population,Minimal
rep_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2012,2012,1988,-2.526099669812943e-4,0.0018561217158728507,-0.13609558296800767,0.8917837085826974,9386,722,none,Republican votes / 1990 population,Minimal
rep_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2016,2016,1988,8.344435507114588e-4,0.002244988444222079,0.371691690823204,0.7102316178153474,9386,722,none,Republican votes / 1990 population,Minimal
rep_votes_per_1990_pop,minimal,main_1972_start,cluster_cz,es_2020,2020,1988,5.33401816994139e-4,0.00255466951775914,0.20879484147993396,0.8346673713580683,9386,722,none,Republican votes / 1990 population,Minimal
rep_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1972,1972,1988,-0.0015647937434964947,8.625465506730785e-4,-1.8141557024086705,0.07006928093809017,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican votes / 1990 population,Core controls
rep_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1976,1976,1988,-0.0021539732644147965,8.145825035894493e-4,-2.644266547493146,0.008364891822879472,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican votes / 1990 population,Core controls
rep_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1980,1980,1988,-0.0016471536589433649,6.059043645507275e-4,-2.7185043635800743,0.006715403074641002,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican votes / 1990 population,Core controls
rep_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1984,1984,1988,-7.212112361982086e-4,3.403257826843867e-4,-2.1191789540877943,0.034416574307176644,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican votes / 1990 population,Core controls
rep_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1992,1992,1988,-4.1867423791192905e-4,4.0238198757445775e-4,-1.0404895120571382,0.2984613130568897,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican votes / 1990 population,Core controls
rep_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_1996,1996,1988,-4.892611581527612e-4,7.047775439855148e-4,-0.6942065086041064,0.48777632461116804,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican votes / 1990 population,Core controls
rep_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2000,2000,1988,-2.1761900071993632e-4,9.168708528330507e-4,-0.2373496769447002,0.8124529516812959,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican votes / 1990 population,Core controls
rep_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2004,2004,1988,6.615917986057165e-4,0.0012114021775332313,0.5461372043699894,0.5851405723700147,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican votes / 1990 population,Core controls
rep_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2008,2008,1988,0.002109028304214798,0.0014493418180612557,1.455162804200314,0.14605942754573906,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican votes / 1990 population,Core controls
rep_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2012,2012,1988,0.002218329336234505,0.0016003306652958389,1.386169361332848,0.1661237169136714,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican votes / 1990 population,Core controls
rep_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2016,2016,1988,0.002971133110016762,0.001630285603963412,1.8224617225310678,0.06879902681210477,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican votes / 1990 population,Core controls
rep_votes_per_1990_pop,core_controls,main_1972_start,cluster_cz,es_2020,2020,1988,0.003314994000029993,0.002131586691769736,1.5551767201538214,0.12034280338354847,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican votes / 1990 population,Core controls
