czone,weight_type,receives_unavailable_source,n_1990_counties_receiving_unavailable_source,n_unavailable_source_counties,unavailable_source_vote_mass_proxy,total_received_vote_mass_proxy,share_received_from_unavailable_sources
29800,m6_weight,FALSE,0,0,0,1317857.2004782602,0
29901,m2_weight,FALSE,0,0,0,2529119.870562996,0
29901,m4_weight,FALSE,0,0,0,2529119.870562996,0
29901,m5_weight,FALSE,0,0,0,2529119.870562996,0
29901,m6_weight,FALSE,0,0,0,2529119.870562996,0
29902,m2_weight,FALSE,0,0,0,829263.0242740102,0
29902,m4_weight,FALSE,0,0,0,829263.0242740102,0
29902,m5_weight,FALSE,0,0,0,829263.0242740102,0
29902,m6_weight,FALSE,0,0,0,829263.0242740102,0
30000,m2_weight,FALSE,0,0,0,1884780.0723426496,0
30000,m4_weight,FALSE,0,0,0,1884780.0723426496,0
30000,m5_weight,TRUE,1,1,106948,1884780.0723426496,0.0567429598653763
30000,m6_weight,TRUE,1,1,106948,1884780.0723426496,0.0567429598653763
30100,m2_weight,FALSE,0,0,0,2746689.313611936,0
30100,m4_weight,FALSE,0,0,0,2746689.313611936,0
30100,m5_weight,FALSE,0,0,0,2746689.313611936,0
30100,m6_weight,FALSE,0,0,0,2746689.313611936,0
30200,m2_weight,FALSE,0,0,0,1055266.536734321,0
30200,m4_weight,FALSE,0,0,0,1055266.536734321,0
30200,m5_weight,FALSE,0,0,0,1055266.536734321,0
30200,m6_weight,FALSE,0,0,0,1055266.536734321,0
30300,m2_weight,FALSE,0,0,0,2814043.3363279835,0
30300,m4_weight,FALSE,0,0,0,2814043.3363279835,0
30300,m5_weight,FALSE,0,0,0,2814043.3363279835,0
30300,m6_weight,FALSE,0,0,0,2814043.3363279835,0
30401,m2_weight,FALSE,0,0,0,645002.3615375166,0
30401,m4_weight,FALSE,0,0,0,645002.3615375166,0
30401,m5_weight,FALSE,0,0,0,645002.3615375166,0
30401,m6_weight,FALSE,0,0,0,645002.3615375166,0
30402,m2_weight,FALSE,0,0,0,11547833.017203731,0
30402,m4_weight,FALSE,0,0,0,11547833.017203731,0
30402,m5_weight,FALSE,0,0,0,11547833.017203731,0
30402,m6_weight,FALSE,0,0,0,11547833.017203731,0
30403,m2_weight,FALSE,0,0,0,785769.5203034813,0
30403,m4_weight,FALSE,0,0,0,785769.5203034813,0
30403,m5_weight,FALSE,0,0,0,785769.5203034813,0
30403,m6_weight,FALSE,0,0,0,785769.5203034813,0
30501,m2_weight,FALSE,0,0,0,582221.92121968,0
30501,m4_weight,FALSE,0,0,0,582221.92121968,0
30501,m5_weight,FALSE,0,0,0,582221.92121968,0
30501,m6_weight,FALSE,0,0,0,582221.92121968,0
30502,m2_weight,FALSE,0,0,0,2145057.6464941786,0
30502,m4_weight,FALSE,0,0,0,2145057.6464941786,0
30502,m5_weight,FALSE,0,0,0,2145057.6464941786,0
30502,m6_weight,FALSE,0,0,0,2145057.6464941786,0
30601,m2_weight,FALSE,0,0,0,2697759.3179444363,0
30601,m4_weight,FALSE,0,0,0,2697759.3179444363,0
30601,m5_weight,FALSE,0,0,0,2697759.3179444363,0
30601,m6_weight,FALSE,0,0,0,2697759.3179444363,0
30602,m2_weight,FALSE,0,0,0,506446.12476981885,0
30602,m4_weight,FALSE,0,0,0,506446.12476981885,0
30602,m5_weight,TRUE,1,3,2.438550301066,506446.12476981885,4.81502410976948e-6
30602,m6_weight,TRUE,1,3,2.438550301066,506446.12476981885,4.81502410976948e-6
30603,m2_weight,FALSE,0,0,0,84036.03456523283,0
30603,m4_weight,FALSE,0,0,0,84036.03456523283,0
30603,m5_weight,TRUE,1,1,0.43612049282400006,84036.03456523283,5.189684342916755e-6
30603,m6_weight,TRUE,1,1,0.43612049282400006,84036.03456523283,5.189684342916755e-6
30604,m2_weight,FALSE,0,0,0,540876.0938403689,0
30604,m4_weight,FALSE,0,0,0,540876.0938403689,0
30604,m5_weight,FALSE,0,0,0,540876.0938403689,0
30604,m6_weight,FALSE,0,0,0,540876.0938403689,0
30605,m2_weight,FALSE,0,0,0,12628.289649314278,0
30605,m4_weight,FALSE,0,0,0,12628.289649314278,0
30605,m5_weight,TRUE,1,1,0.10732758427799999,12628.289649314278,8.498980246610666e-6
30605,m6_weight,TRUE,1,1,0.10732758427799999,12628.289649314278,8.498980246610666e-6
30701,m2_weight,FALSE,0,0,0,620836.6645332265,0
30701,m4_weight,FALSE,0,0,0,620836.6645332265,0
30701,m5_weight,TRUE,1,3,620831.1782114638,620836.6645332265,0.999991163019074
30701,m6_weight,TRUE,1,3,620831.1782114638,620836.6645332265,0.999991163019074
30702,m2_weight,FALSE,0,0,0,54522.93665228135,0
30702,m4_weight,FALSE,0,0,0,54522.93665228135,0
30702,m5_weight,TRUE,1,2,36205.00012223487,54522.93665228135,0.664032466797072
30702,m6_weight,TRUE,1,2,36205.00012223487,54522.93665228135,0.664032466797072
30801,m2_weight,FALSE,0,0,0,549292.2693985756,0
30801,m4_weight,FALSE,0,0,0,549292.2693985756,0
30801,m5_weight,TRUE,1,4,386872.7520242935,549292.2693985756,0.7043112994251376
30801,m6_weight,TRUE,1,4,386872.7520242935,549292.2693985756,0.7043112994251376
30802,m2_weight,FALSE,0,0,0,1939770.3794675563,0
30802,m4_weight,FALSE,0,0,0,1939770.3794675563,0
30802,m5_weight,TRUE,1,1,76226,1939770.3794675563,0.039296403742861113
30802,m6_weight,TRUE,1,1,76226,1939770.3794675563,0.039296403742861113
30901,m2_weight,FALSE,0,0,0,536498.0466242677,0
30901,m4_weight,FALSE,0,0,0,536498.0466242677,0
30901,m5_weight,TRUE,1,1,1.021870961641,536498.0466242677,1.9047058382985306e-6
30901,m6_weight,TRUE,1,1,1.021870961641,536498.0466242677,1.9047058382985306e-6
30902,m2_weight,FALSE,0,0,0,186102.26884504,0
30902,m4_weight,FALSE,0,0,0,186102.26884504,0
30902,m5_weight,FALSE,0,0,0,186102.26884504,0
30902,m6_weight,FALSE,0,0,0,186102.26884504,0
30903,m2_weight,FALSE,0,0,0,1540594.2118385786,0
30903,m4_weight,FALSE,0,0,0,1540594.2118385786,0
30903,m5_weight,FALSE,0,0,0,1540594.2118385786,0
30903,m6_weight,FALSE,0,0,0,1540594.2118385786,0
30904,m2_weight,FALSE,0,0,0,776541.4279024646,0
30904,m4_weight,FALSE,0,0,0,776541.4279024646,0
30904,m5_weight,FALSE,0,0,0,776541.4279024646,0
30904,m6_weight,FALSE,0,0,0,776541.4279024646,0
30905,m2_weight,FALSE,0,0,0,128485.34701371891,0
30905,m4_weight,FALSE,0,0,0,128485.34701371891,0
30905,m5_weight,FALSE,0,0,0,128485.34701371891,0
30905,m6_weight,FALSE,0,0,0,128485.34701371891,0
30906,m2_weight,FALSE,0,0,0,177933,0
30906,m4_weight,FALSE,0,0,0,177933,0
30906,m5_weight,FALSE,0,0,0,177933,0
30906,m6_weight,FALSE,0,0,0,177933,0
30907,m2_weight,FALSE,0,0,0,14696,0
30907,m4_weight,FALSE,0,0,0,14696,0
30907,m5_weight,FALSE,0,0,0,14696,0
30907,m6_weight,FALSE,0,0,0,14696,0
30908,m2_weight,FALSE,0,0,0,570982,0
30908,m4_weight,FALSE,0,0,0,570982,0
30908,m5_weight,FALSE,0,0,0,570982,0
30908,m6_weight,FALSE,0,0,0,570982,0
31001,m2_weight,FALSE,0,0,0,194336.32500075502,0
31001,m4_weight,FALSE,0,0,0,194336.32500075502,0
31001,m5_weight,FALSE,0,0,0,194336.32500075502,0
31001,m6_weight,FALSE,0,0,0,194336.32500075502,0
31002,m2_weight,FALSE,0,0,0,81918.67371269912,0
31002,m4_weight,FALSE,0,0,0,81918.67371269912,0
31002,m5_weight,FALSE,0,0,0,81918.67371269912,0
31002,m6_weight,FALSE,0,0,0,81918.67371269912,0
31003,m2_weight,FALSE,0,0,0,98525.27544618593,0
31003,m4_weight,FALSE,0,0,0,98525.27544618593,0
31003,m5_weight,FALSE,0,0,0,98525.27544618593,0
31003,m6_weight,FALSE,0,0,0,98525.27544618593,0
31004,m2_weight,FALSE,0,0,0,161498.10677247588,0
31004,m4_weight,FALSE,0,0,0,161498.10677247588,0
31004,m5_weight,FALSE,0,0,0,161498.10677247588,0
31004,m6_weight,FALSE,0,0,0,161498.10677247588,0
31005,m2_weight,FALSE,0,0,0,117308,0
31005,m4_weight,FALSE,0,0,0,117308,0
31005,m5_weight,TRUE,1,1,56606,117308,0.4825416851365636
31005,m6_weight,TRUE,1,1,56606,117308,0.4825416851365636
31006,m2_weight,FALSE,0,0,0,166798.73755829234,0
31006,m4_weight,FALSE,0,0,0,166798.73755829234,0
31006,m5_weight,FALSE,0,0,0,166798.73755829234,0
31006,m6_weight,FALSE,0,0,0,166798.73755829234,0
31007,m2_weight,FALSE,0,0,0,258384.67339505156,0
31007,m4_weight,FALSE,0,0,0,258384.67339505156,0
31007,m5_weight,FALSE,0,0,0,258384.67339505156,0
31007,m6_weight,FALSE,0,0,0,258384.67339505156,0
31101,m2_weight,FALSE,0,0,0,1571513.67960576,0
31101,m4_weight,FALSE,0,0,0,1571513.67960576,0
31101,m5_weight,FALSE,0,0,0,1571513.67960576,0
31101,m6_weight,FALSE,0,0,0,1571513.67960576,0
31102,m2_weight,FALSE,0,0,0,402151.4453371777,0
31102,m4_weight,FALSE,0,0,0,402151.4453371777,0
31102,m5_weight,FALSE,0,0,0,402151.4453371777,0
31102,m6_weight,FALSE,0,0,0,402151.4453371777,0
31103,m2_weight,FALSE,0,0,0,257247,0
31103,m4_weight,FALSE,0,0,0,257247,0
31103,m5_weight,FALSE,0,0,0,257247,0
31103,m6_weight,FALSE,0,0,0,257247,0
31201,m2_weight,FALSE,0,0,0,13998080.356263435,0
31201,m4_weight,FALSE,0,0,0,13998080.356263435,0
31201,m5_weight,FALSE,0,0,0,13998080.356263435,0
31201,m6_weight,FALSE,0,0,0,13998080.356263435,0
31202,m2_weight,FALSE,0,0,0,495931.56834391877,0
31202,m4_weight,FALSE,0,0,0,495931.56834391877,0
31202,m5_weight,FALSE,0,0,0,495931.56834391877,0
31202,m6_weight,FALSE,0,0,0,495931.56834391877,0
31301,m2_weight,FALSE,0,0,0,8261284.547805698,0
31301,m4_weight,FALSE,0,0,0,8261284.547805698,0
31301,m5_weight,FALSE,0,0,0,8261284.547805698,0
31301,m6_weight,FALSE,0,0,0,8261284.547805698,0
31302,m2_weight,FALSE,0,0,0,505388.8159891951,0
31302,m4_weight,FALSE,0,0,0,505388.8159891951,0
31302,m5_weight,TRUE,1,1,184617,505388.8159891951,0.3652969637617525
31302,m6_weight,TRUE,1,1,184617,505388.8159891951,0.3652969637617525
31303,m2_weight,FALSE,0,0,0,776088.6388906975,0
31303,m4_weight,FALSE,0,0,0,776088.6388906975,0
31303,m5_weight,FALSE,0,0,0,776088.6388906975,0
31303,m6_weight,FALSE,0,0,0,776088.6388906975,0
31304,m2_weight,FALSE,0,0,0,110948,0
31304,m4_weight,FALSE,0,0,0,110948,0
31304,m5_weight,FALSE,0,0,0,110948,0
31304,m6_weight,FALSE,0,0,0,110948,0
31401,m2_weight,FALSE,0,0,0,1174148.52405281,0
31401,m4_weight,FALSE,0,0,0,1174148.52405281,0
31401,m5_weight,FALSE,0,0,0,1174148.52405281,0
31401,m6_weight,FALSE,0,0,0,1174148.52405281,0
31402,m2_weight,FALSE,0,0,0,161306.6107101878,0
31402,m4_weight,FALSE,0,0,0,161306.6107101878,0
31402,m5_weight,FALSE,0,0,0,161306.6107101878,0
31402,m6_weight,FALSE,0,0,0,161306.6107101878,0
31403,m2_weight,FALSE,0,0,0,132199.04415794695,0
31403,m4_weight,FALSE,0,0,0,132199.04415794695,0
31403,m5_weight,FALSE,0,0,0,132199.04415794695,0
31403,m6_weight,FALSE,0,0,0,132199.04415794695,0
31404,m2_weight,FALSE,0,0,0,85289,0
31404,m4_weight,FALSE,0,0,0,85289,0
31404,m5_weight,FALSE,0,0,0,85289,0
31404,m6_weight,FALSE,0,0,0,85289,0
31501,m2_weight,FALSE,0,0,0,201686,0
31501,m4_weight,FALSE,0,0,0,201686,0
31501,m5_weight,FALSE,0,0,0,201686,0
31501,m6_weight,FALSE,0,0,0,201686,0
31502,m2_weight,FALSE,0,0,0,287175,0
31502,m4_weight,FALSE,0,0,0,287175,0
31502,m5_weight,FALSE,0,0,0,287175,0
31502,m6_weight,FALSE,0,0,0,287175,0
31503,m2_weight,FALSE,0,0,0,1436406,0
31503,m4_weight,FALSE,0,0,0,1436406,0
31503,m5_weight,FALSE,0,0,0,1436406,0
31503,m6_weight,FALSE,0,0,0,1436406,0
31600,m2_weight,FALSE,0,0,0,3423064.0024987725,0
31600,m4_weight,FALSE,0,0,0,3423064.0024987725,0
31600,m5_weight,FALSE,0,0,0,3423064.0024987725,0
31600,m6_weight,FALSE,0,0,0,3423064.0024987725,0
31700,m2_weight,FALSE,0,0,0,2802582.9998541623,0
31700,m4_weight,FALSE,0,0,0,2802582.9998541623,0
31700,m5_weight,FALSE,0,0,0,2802582.9998541623,0
31700,m6_weight,FALSE,0,0,0,2802582.9998541623,0
31800,m2_weight,FALSE,0,0,0,1873243.9573942635,0
31800,m4_weight,FALSE,0,0,0,1873243.9573942635,0
31800,m5_weight,FALSE,0,0,0,1873243.9573942635,0
31800,m6_weight,FALSE,0,0,0,1873243.9573942635,0
31900,m2_weight,FALSE,0,0,0,1374963.4644159446,0
31900,m4_weight,FALSE,0,0,0,1374963.4644159446,0
31900,m5_weight,FALSE,0,0,0,1374963.4644159446,0
31900,m6_weight,FALSE,0,0,0,1374963.4644159446,0
32000,m2_weight,FALSE,0,0,0,30381213.725131683,0
32000,m4_weight,FALSE,0,0,0,30381213.725131683,0
32000,m5_weight,FALSE,0,0,0,30381213.725131683,0
32000,m6_weight,FALSE,0,0,0,30381213.725131683,0
32100,m2_weight,FALSE,0,0,0,3098919.181403965,0
32100,m4_weight,FALSE,0,0,0,3098919.181403965,0
32100,m5_weight,FALSE,0,0,0,3098919.181403965,0
32100,m6_weight,FALSE,0,0,0,3098919.181403965,0
32201,m2_weight,FALSE,0,0,0,1527187.1081160516,0
32201,m4_weight,FALSE,0,0,0,1527187.1081160516,0
32201,m5_weight,FALSE,0,0,0,1527187.1081160516,0
32201,m6_weight,FALSE,0,0,0,1527187.1081160516,0
32202,m2_weight,FALSE,0,0,0,584788.3063359145,0
32202,m4_weight,FALSE,0,0,0,584788.3063359145,0
32202,m5_weight,FALSE,0,0,0,584788.3063359145,0
32202,m6_weight,FALSE,0,0,0,584788.3063359145,0
32301,m2_weight,FALSE,0,0,0,1240176,0
32301,m4_weight,FALSE,0,0,0,1240176,0
32301,m5_weight,FALSE,0,0,0,1240176,0
32301,m6_weight,FALSE,0,0,0,1240176,0
32302,m2_weight,FALSE,0,0,0,279742.57609951997,0
32302,m4_weight,FALSE,0,0,0,279742.57609951997,0
32302,m5_weight,FALSE,0,0,0,279742.57609951997,0
32302,m6_weight,FALSE,0,0,0,279742.57609951997,0
32303,m2_weight,FALSE,0,0,0,69467,0
32303,m4_weight,FALSE,0,0,0,69467,0
32303,m5_weight,FALSE,0,0,0,69467,0
32303,m6_weight,FALSE,0,0,0,69467,0
32304,m2_weight,FALSE,0,0,0,289652,0
32304,m4_weight,FALSE,0,0,0,289652,0
32304,m5_weight,FALSE,0,0,0,289652,0
32304,m6_weight,FALSE,0,0,0,289652,0
32305,m2_weight,FALSE,0,0,0,271051.42096043646,0
32305,m4_weight,FALSE,0,0,0,271051.42096043646,0
32305,m5_weight,TRUE,1,1,4269,271051.42096043646,0.015749779082040366
32305,m6_weight,TRUE,1,1,4269,271051.42096043646,0.015749779082040366
32306,m2_weight,FALSE,0,0,0,218145,0
32306,m4_weight,FALSE,0,0,0,218145,0
32306,m5_weight,FALSE,0,0,0,218145,0
32306,m6_weight,FALSE,0,0,0,218145,0
32401,m2_weight,FALSE,0,0,0,486429,0
32401,m4_weight,FALSE,0,0,0,486429,0
32401,m5_weight,TRUE,1,1,7647,486429,0.01572069099498591
32401,m6_weight,TRUE,1,1,7647,486429,0.01572069099498591
32402,m2_weight,FALSE,0,0,0,400478,0
32402,m4_weight,FALSE,0,0,0,400478,0
32402,m5_weight,FALSE,0,0,0,400478,0
32402,m6_weight,FALSE,0,0,0,400478,0
32403,m2_weight,FALSE,0,0,0,301401,0
32403,m4_weight,FALSE,0,0,0,301401,0
32403,m5_weight,FALSE,0,0,0,301401,0
32403,m6_weight,FALSE,0,0,0,301401,0
32501,m2_weight,FALSE,0,0,0,2113524,0
32501,m4_weight,FALSE,0,0,0,2113524,0
32501,m5_weight,FALSE,0,0,0,2113524,0
32501,m6_weight,FALSE,0,0,0,2113524,0
32502,m2_weight,FALSE,0,0,0,77965,0
32502,m4_weight,FALSE,0,0,0,77965,0
32502,m5_weight,FALSE,0,0,0,77965,0
32502,m6_weight,FALSE,0,0,0,77965,0
32503,m2_weight,FALSE,0,0,0,208853.67756116,0
32503,m4_weight,FALSE,0,0,0,208853.67756116,0
32503,m5_weight,FALSE,0,0,0,208853.67756116,0
32503,m6_weight,FALSE,0,0,0,208853.67756116,0
32601,m2_weight,FALSE,0,0,0,902832.2001310616,0
32601,m4_weight,FALSE,0,0,0,902832.2001310616,0
32601,m5_weight,FALSE,0,0,0,902832.2001310616,0
32601,m6_weight,FALSE,0,0,0,902832.2001310616,0
32602,m2_weight,FALSE,0,0,0,410726,0
32602,m4_weight,FALSE,0,0,0,410726,0
32602,m5_weight,FALSE,0,0,0,410726,0
32602,m6_weight,FALSE,0,0,0,410726,0
32603,m2_weight,FALSE,0,0,0,63968.02526563,0
32603,m4_weight,FALSE,0,0,0,63968.02526563,0
32603,m5_weight,FALSE,0,0,0,63968.02526563,0
32603,m6_weight,FALSE,0,0,0,63968.02526563,0
32604,m2_weight,FALSE,0,0,0,133326.1100437075,0
32604,m4_weight,FALSE,0,0,0,133326.1100437075,0
32604,m5_weight,FALSE,0,0,0,133326.1100437075,0
32604,m6_weight,FALSE,0,0,0,133326.1100437075,0
32701,m2_weight,FALSE,0,0,0,551734.711865784,0
32701,m4_weight,FALSE,0,0,0,551734.711865784,0
32701,m5_weight,FALSE,0,0,0,551734.711865784,0
32701,m6_weight,FALSE,0,0,0,551734.711865784,0
32702,m2_weight,FALSE,0,0,0,477162,0
32702,m4_weight,FALSE,0,0,0,477162,0
32702,m5_weight,FALSE,0,0,0,477162,0
32702,m6_weight,FALSE,0,0,0,477162,0
32801,m2_weight,FALSE,0,0,0,1507296.9927378919,0
32801,m4_weight,FALSE,0,0,0,1507296.9927378919,0
32801,m5_weight,FALSE,0,0,0,1507296.9927378919,0
32801,m6_weight,FALSE,0,0,0,1507296.9927378919,0
32802,m2_weight,FALSE,0,0,0,855134.7037744441,0
32802,m4_weight,FALSE,0,0,0,855134.7037744441,0
32802,m5_weight,FALSE,0,0,0,855134.7037744441,0
32802,m6_weight,FALSE,0,0,0,855134.7037744441,0
32900,m2_weight,FALSE,0,0,0,1379707.2781611788,0
32900,m4_weight,FALSE,0,0,0,1379707.2781611788,0
32900,m5_weight,FALSE,0,0,0,1379707.2781611788,0
32900,m6_weight,FALSE,0,0,0,1379707.2781611788,0
33000,m2_weight,FALSE,0,0,0,8828531.369047891,0
33000,m4_weight,FALSE,0,0,0,8828531.369047891,0
33000,m5_weight,FALSE,0,0,0,8828531.369047891,0
33000,m6_weight,FALSE,0,0,0,8828531.369047891,0
33100,m2_weight,FALSE,0,0,0,25402245.804694142,0
33100,m4_weight,FALSE,0,0,0,25402245.804694142,0
33100,m5_weight,FALSE,0,0,0,25402245.804694142,0
33100,m6_weight,FALSE,0,0,0,25402245.804694142,0
33200,m2_weight,FALSE,0,0,0,1331383.6521982097,0
33200,m4_weight,FALSE,0,0,0,1331383.6521982097,0
33200,m5_weight,FALSE,0,0,0,1331383.6521982097,0
33200,m6_weight,FALSE,0,0,0,1331383.6521982097,0
33300,m2_weight,FALSE,0,0,0,2167568.1682376247,0
33300,m4_weight,FALSE,0,0,0,2167568.1682376247,0
33300,m5_weight,FALSE,0,0,0,2167568.1682376247,0
33300,m6_weight,FALSE,0,0,0,2167568.1682376247,0
33400,m2_weight,FALSE,0,0,0,2353286.1302644946,0
33400,m4_weight,FALSE,0,0,0,2353286.1302644946,0
33400,m5_weight,FALSE,0,0,0,2353286.1302644946,0
33400,m6_weight,FALSE,0,0,0,2353286.1302644946,0
33500,m2_weight,FALSE,0,0,0,1940847.2564835486,0
33500,m4_weight,FALSE,0,0,0,1940847.2564835486,0
33500,m5_weight,FALSE,0,0,0,1940847.2564835486,0
33500,m6_weight,FALSE,0,0,0,1940847.2564835486,0
33601,m2_weight,FALSE,0,0,0,3220319.40498604,0
33601,m4_weight,FALSE,0,0,0,3220319.40498604,0
33601,m5_weight,FALSE,0,0,0,3220319.40498604,0
33601,m6_weight,FALSE,0,0,0,3220319.40498604,0
33602,m2_weight,FALSE,0,0,0,529708.1754479321,0
33602,m4_weight,FALSE,0,0,0,529708.1754479321,0
33602,m5_weight,FALSE,0,0,0,529708.1754479321,0
33602,m6_weight,FALSE,0,0,0,529708.1754479321,0
33603,m2_weight,FALSE,0,0,0,197424,0
33603,m4_weight,FALSE,0,0,0,197424,0
33603,m5_weight,FALSE,0,0,0,197424,0
33603,m6_weight,FALSE,0,0,0,197424,0
33700,m2_weight,FALSE,0,0,0,1029159.1533616824,0
33700,m4_weight,FALSE,0,0,0,1029159.1533616824,0
33700,m5_weight,FALSE,0,0,0,1029159.1533616824,0
33700,m6_weight,FALSE,0,0,0,1029159.1533616824,0
33801,m2_weight,FALSE,0,0,0,739027.3757629407,0
33801,m4_weight,FALSE,0,0,0,739027.3757629407,0
33801,m5_weight,FALSE,0,0,0,739027.3757629407,0
33801,m6_weight,FALSE,0,0,0,739027.3757629407,0
33802,m2_weight,FALSE,0,0,0,1649595.046460427,0
33802,m4_weight,FALSE,0,0,0,1649595.046460427,0
33802,m5_weight,FALSE,0,0,0,1649595.046460427,0
33802,m6_weight,FALSE,0,0,0,1649595.046460427,0
33803,m2_weight,FALSE,0,0,0,11328051.422120892,0
33803,m4_weight,FALSE,0,0,0,11328051.422120892,0
33803,m5_weight,FALSE,0,0,0,11328051.422120892,0
33803,m6_weight,FALSE,0,0,0,11328051.422120892,0
33901,m2_weight,FALSE,0,0,0,829304.7232392003,0
33901,m4_weight,FALSE,0,0,0,829304.7232392003,0
33901,m5_weight,FALSE,0,0,0,829304.7232392003,0
33901,m6_weight,FALSE,0,0,0,829304.7232392003,0
33902,m2_weight,FALSE,0,0,0,914399.6420268293,0
33902,m4_weight,FALSE,0,0,0,914399.6420268293,0
33902,m5_weight,FALSE,0,0,0,914399.6420268293,0
33902,m6_weight,FALSE,0,0,0,914399.6420268293,0
34001,m2_weight,FALSE,0,0,0,2476976.390045573,0
34001,m4_weight,FALSE,0,0,0,2476976.390045573,0
34001,m5_weight,FALSE,0,0,0,2476976.390045573,0
34001,m6_weight,FALSE,0,0,0,2476976.390045573,0
34002,m2_weight,FALSE,0,0,0,1107099.7967896855,0
34002,m4_weight,FALSE,0,0,0,1107099.7967896855,0
34002,m5_weight,FALSE,0,0,0,1107099.7967896855,0
34002,m6_weight,FALSE,0,0,0,1107099.7967896855,0
34201,m2_weight,FALSE,0,0,0,181248.46201464126,0
34201,m4_weight,FALSE,0,0,0,181248.46201464126,0
34201,m5_weight,FALSE,0,0,0,181248.46201464126,0
34201,m6_weight,FALSE,0,0,0,181248.46201464126,0
34202,m2_weight,FALSE,0,0,0,292135.26426874066,0
34202,m4_weight,FALSE,0,0,0,292135.26426874066,0
34202,m5_weight,FALSE,0,0,0,292135.26426874066,0
34202,m6_weight,FALSE,0,0,0,292135.26426874066,0
34203,m2_weight,FALSE,0,0,0,2220706.6858882545,0
34203,m4_weight,FALSE,0,0,0,2220706.6858882545,0
34203,m5_weight,FALSE,0,0,0,2220706.6858882545,0
34203,m6_weight,FALSE,0,0,0,2220706.6858882545,0
34204,m2_weight,FALSE,0,0,0,424099.7640122767,0
34204,m4_weight,FALSE,0,0,0,424099.7640122767,0
34204,m5_weight,FALSE,0,0,0,424099.7640122767,0
34204,m6_weight,FALSE,0,0,0,424099.7640122767,0
34301,m2_weight,FALSE,0,0,0,502106.7556650265,0
34301,m4_weight,FALSE,0,0,0,502106.7556650265,0
34301,m5_weight,FALSE,0,0,0,502106.7556650265,0
34301,m6_weight,FALSE,0,0,0,502106.7556650265,0
34302,m2_weight,FALSE,0,0,0,194668,0
34302,m4_weight,FALSE,0,0,0,194668,0
34302,m5_weight,FALSE,0,0,0,194668,0
34302,m6_weight,FALSE,0,0,0,194668,0
34303,m2_weight,FALSE,0,0,0,1065501,0
34303,m4_weight,FALSE,0,0,0,1065501,0
34303,m5_weight,FALSE,0,0,0,1065501,0
34303,m6_weight,FALSE,0,0,0,1065501,0
34304,m2_weight,FALSE,0,0,0,564210.635209697,0
34304,m4_weight,FALSE,0,0,0,564210.635209697,0
34304,m5_weight,TRUE,1,1,26558,564210.635209697,0.0470710730047287
34304,m6_weight,TRUE,1,1,26558,564210.635209697,0.0470710730047287
34305,m2_weight,FALSE,0,0,0,222481.37659434034,0
34305,m4_weight,FALSE,0,0,0,222481.37659434034,0
34305,m5_weight,FALSE,0,0,0,222481.37659434034,0
34305,m6_weight,FALSE,0,0,0,222481.37659434034,0
34306,m2_weight,FALSE,0,0,0,26282.74297346587,0
34306,m4_weight,FALSE,0,0,0,26282.74297346587,0
34306,m5_weight,FALSE,0,0,0,26282.74297346587,0
34306,m6_weight,FALSE,0,0,0,26282.74297346587,0
34307,m2_weight,FALSE,0,0,0,233358.1029957462,0
34307,m4_weight,FALSE,0,0,0,233358.1029957462,0
34307,m5_weight,FALSE,0,0,0,233358.1029957462,0
34307,m6_weight,FALSE,0,0,0,233358.1029957462,0
34308,m2_weight,FALSE,0,0,0,5906202.8361289315,0
34308,m4_weight,FALSE,0,0,0,5906202.8361289315,0
34308,m5_weight,FALSE,0,0,0,5906202.8361289315,0
34308,m6_weight,FALSE,0,0,0,5906202.8361289315,0
34309,m2_weight,FALSE,0,0,0,82522.742541775,0
34309,m4_weight,FALSE,0,0,0,82522.742541775,0
34309,m5_weight,FALSE,0,0,0,82522.742541775,0
34309,m6_weight,FALSE,0,0,0,82522.742541775,0
34401,m2_weight,FALSE,0,0,0,116349.70616391057,0
34401,m4_weight,FALSE,0,0,0,116349.70616391057,0
34401,m5_weight,FALSE,0,0,0,116349.70616391057,0
34401,m6_weight,FALSE,0,0,0,116349.70616391057,0
34402,m2_weight,FALSE,0,0,0,1581659.1927060697,0
34402,m4_weight,FALSE,0,0,0,1581659.1927060697,0
34402,m5_weight,FALSE,0,0,0,1581659.1927060697,0
34402,m6_weight,FALSE,0,0,0,1581659.1927060697,0
34403,m2_weight,FALSE,0,0,0,871589.1873216885,0
34403,m4_weight,FALSE,0,0,0,871589.1873216885,0
34403,m5_weight,FALSE,0,0,0,871589.1873216885,0
34403,m6_weight,FALSE,0,0,0,871589.1873216885,0
34404,m2_weight,FALSE,0,0,0,1055979.6934844907,0
34404,m4_weight,FALSE,0,0,0,1055979.6934844907,0
34404,m5_weight,FALSE,0,0,0,1055979.6934844907,0
34404,m6_weight,FALSE,0,0,0,1055979.6934844907,0
34501,m2_weight,FALSE,0,0,0,54901,0
34501,m4_weight,FALSE,0,0,0,54901,0
34501,m5_weight,FALSE,0,0,0,54901,0
34501,m6_weight,FALSE,0,0,0,54901,0
34502,m2_weight,FALSE,0,0,0,216543.7296432333,0
34502,m4_weight,FALSE,0,0,0,216543.7296432333,0
34502,m5_weight,FALSE,0,0,0,216543.7296432333,0
34502,m6_weight,FALSE,0,0,0,216543.7296432333,0
34503,m2_weight,FALSE,0,0,0,1361997.8162709735,0
34503,m4_weight,FALSE,0,0,0,1361997.8162709735,0
