county_fips_1990,weight_type,receives_unavailable_source,n_unavailable_source_counties,unavailable_source_vote_mass_proxy,total_received_vote_mass_proxy,share_received_from_unavailable_sources,czone
01061,m4_weight,FALSE,0,0,268948.0404235881,0,10302
01061,m5_weight,FALSE,0,0,268948.0404235881,0,10302
01061,m6_weight,FALSE,0,0,268948.0404235881,0,10302
01063,m2_weight,FALSE,0,0,233120,0,10802
01063,m4_weight,FALSE,0,0,233120,0,10802
01063,m5_weight,FALSE,0,0,233120,0,10802
01063,m6_weight,FALSE,0,0,233120,0,10802
01065,m2_weight,FALSE,0,0,197856,0,10801
01065,m4_weight,FALSE,0,0,197856,0,10801
01065,m5_weight,FALSE,0,0,197856,0,10801
01065,m6_weight,FALSE,0,0,197856,0,10801
01067,m2_weight,FALSE,0,0,248148,0,10302
01067,m4_weight,FALSE,0,0,248148,0,10302
01067,m5_weight,FALSE,0,0,248148,0,10302
01067,m6_weight,FALSE,0,0,248148,0,10302
01069,m2_weight,FALSE,0,0,793674.6321873402,0,10302
01069,m4_weight,FALSE,0,0,793674.6321873402,0,10302
01069,m5_weight,FALSE,0,0,793674.6321873402,0,10302
01069,m6_weight,FALSE,0,0,793674.6321873402,0,10302
01071,m2_weight,FALSE,0,0,728147.74671012,0,6100
01071,m4_weight,FALSE,0,0,728147.74671012,0,6100
01071,m5_weight,FALSE,0,0,728147.74671012,0,6100
01071,m6_weight,FALSE,0,0,728147.74671012,0,6100
01073,m2_weight,FALSE,0,0,17503727.45504914,0,10700
01073,m4_weight,FALSE,0,0,17503727.45504914,0,10700
01073,m5_weight,FALSE,0,0,17503727.45504914,0,10700
01073,m6_weight,FALSE,0,0,17503727.45504914,0,10700
01075,m2_weight,FALSE,0,0,130558.04654198,0,10600
01075,m4_weight,FALSE,0,0,130558.04654198,0,10600
01075,m5_weight,FALSE,0,0,130558.04654198,0,10600
01075,m6_weight,FALSE,0,0,130558.04654198,0,10600
01077,m2_weight,FALSE,0,0,525146.1801279283,0,6200
01077,m4_weight,FALSE,0,0,525146.1801279283,0,6200
01077,m5_weight,FALSE,0,0,525146.1801279283,0,6200
01077,m6_weight,FALSE,0,0,525146.1801279283,0,6200
01079,m2_weight,FALSE,0,0,294627.34808708,0,6000
01079,m4_weight,FALSE,0,0,294627.34808708,0,6000
01079,m5_weight,FALSE,0,0,294627.34808708,0,6000
01079,m6_weight,FALSE,0,0,294627.34808708,0,6000
01081,m2_weight,FALSE,0,0,1718618.98054155,0,9800
01081,m4_weight,FALSE,0,0,1718618.98054155,0,9800
01081,m5_weight,FALSE,0,0,1718618.98054155,0,9800
01081,m6_weight,FALSE,0,0,1718618.98054155,0,9800
01083,m2_weight,FALSE,0,0,419365.53934066085,0,6000
01083,m4_weight,FALSE,0,0,419365.53934066085,0,6000
01083,m5_weight,FALSE,0,0,419365.53934066085,0,6000
01083,m6_weight,FALSE,0,0,419365.53934066085,0,6000
01085,m2_weight,FALSE,0,0,187634,0,11101
01085,m4_weight,FALSE,0,0,187634,0,11101
01085,m5_weight,FALSE,0,0,187634,0,11101
01085,m6_weight,FALSE,0,0,187634,0,11101
01087,m2_weight,FALSE,0,0,272600,0,9800
01087,m4_weight,FALSE,0,0,272600,0,9800
01087,m5_weight,FALSE,0,0,272600,0,9800
01087,m6_weight,FALSE,0,0,272600,0,9800
01089,m2_weight,FALSE,0,0,4458518.469033745,0,6000
01089,m4_weight,FALSE,0,0,4458518.469033745,0,6000
01089,m5_weight,FALSE,0,0,4458518.469033745,0,6000
01089,m6_weight,FALSE,0,0,4458518.469033745,0,6000
01091,m2_weight,FALSE,0,0,510216.31051488855,0,10802
01091,m4_weight,FALSE,0,0,510216.31051488855,0,10802
01091,m5_weight,FALSE,0,0,510216.31051488855,0,10802
01091,m6_weight,FALSE,0,0,510216.31051488855,0,10802
01093,m2_weight,FALSE,0,0,342519.093414336,0,10600
01093,m4_weight,FALSE,0,0,342519.093414336,0,10600
01093,m5_weight,FALSE,0,0,342519.093414336,0,10600
01093,m6_weight,FALSE,0,0,342519.093414336,0,10600
01095,m2_weight,FALSE,0,0,1270730.8781759525,0,6100
01095,m4_weight,FALSE,0,0,1270730.8781759525,0,6100
01095,m5_weight,FALSE,0,0,1270730.8781759525,0,6100
01095,m6_weight,FALSE,0,0,1270730.8781759525,0,6100
01097,m2_weight,FALSE,0,0,4126949.9135045535,0,11001
01097,m4_weight,FALSE,0,0,4126949.9135045535,0,11001
01097,m5_weight,FALSE,0,0,4126949.9135045535,0,11001
01097,m6_weight,FALSE,0,0,4126949.9135045535,0,11001
01099,m2_weight,FALSE,0,0,365401.1514098472,0,11002
01099,m4_weight,FALSE,0,0,365401.1514098472,0,11002
01099,m5_weight,FALSE,0,0,365401.1514098472,0,11002
01099,m6_weight,FALSE,0,0,365401.1514098472,0,11002
01101,m2_weight,FALSE,0,0,5259811,0,11101
01101,m4_weight,FALSE,0,0,5259811,0,11101
01101,m5_weight,FALSE,0,0,5259811,0,11101
01101,m6_weight,FALSE,0,0,5259811,0,11101
01103,m2_weight,FALSE,0,0,645148,0,6000
01103,m4_weight,FALSE,0,0,645148,0,6000
01103,m5_weight,FALSE,0,0,645148,0,6000
01103,m6_weight,FALSE,0,0,645148,0,6000
01105,m2_weight,FALSE,0,0,107591,0,10801
01105,m4_weight,FALSE,0,0,107591,0,10801
01105,m5_weight,FALSE,0,0,107591,0,10801
01105,m6_weight,FALSE,0,0,107591,0,10801
01107,m2_weight,FALSE,0,0,299781,0,10501
01107,m4_weight,FALSE,0,0,299781,0,10501
01107,m5_weight,FALSE,0,0,299781,0,10501
01107,m6_weight,FALSE,0,0,299781,0,10501
01109,m2_weight,FALSE,0,0,332630.512867,0,11102
01109,m4_weight,FALSE,0,0,332630.512867,0,11102
01109,m5_weight,FALSE,0,0,332630.512867,0,11102
01109,m6_weight,FALSE,0,0,332630.512867,0,11102
01111,m2_weight,FALSE,0,0,283654,0,9600
01111,m4_weight,FALSE,0,0,283654,0,9600
01111,m5_weight,FALSE,0,0,283654,0,9600
01111,m6_weight,FALSE,0,0,283654,0,9600
01113,m2_weight,FALSE,0,0,594995.6013571726,0,9701
01113,m4_weight,FALSE,0,0,594995.6013571726,0,9701
01113,m5_weight,FALSE,0,0,594995.6013571726,0,9701
01113,m6_weight,FALSE,0,0,594995.6013571726,0,9701
01115,m2_weight,FALSE,0,0,998569.1403750094,0,10700
01115,m4_weight,FALSE,0,0,998569.1403750094,0,10700
01115,m5_weight,FALSE,0,0,998569.1403750094,0,10700
01115,m6_weight,FALSE,0,0,998569.1403750094,0,10700
01117,m2_weight,FALSE,0,0,2022865.1788088456,0,10700
01117,m4_weight,FALSE,0,0,2022865.1788088456,0,10700
01117,m5_weight,FALSE,0,0,2022865.1788088456,0,10700
01117,m6_weight,FALSE,0,0,2022865.1788088456,0,10700
01119,m2_weight,FALSE,0,0,239538,0,10802
01119,m4_weight,FALSE,0,0,239538,0,10802
01119,m5_weight,FALSE,0,0,239538,0,10802
01119,m6_weight,FALSE,0,0,239538,0,10802
01121,m2_weight,FALSE,0,0,1378934.18691704,0,9500
01121,m4_weight,FALSE,0,0,1378934.18691704,0,9500
01121,m5_weight,FALSE,0,0,1378934.18691704,0,9500
01121,m6_weight,FALSE,0,0,1378934.18691704,0,9500
01123,m2_weight,FALSE,0,0,852760,0,9500
01123,m4_weight,FALSE,0,0,852760,0,9500
01123,m5_weight,FALSE,0,0,852760,0,9500
01123,m6_weight,FALSE,0,0,852760,0,9500
01125,m2_weight,FALSE,0,0,1453864,0,10801
01125,m4_weight,FALSE,0,0,1453864,0,10801
01125,m5_weight,FALSE,0,0,1453864,0,10801
01125,m6_weight,FALSE,0,0,1453864,0,10801
01127,m2_weight,FALSE,0,0,1391142.0156403545,0,10600
01127,m4_weight,FALSE,0,0,1391142.0156403545,0,10600
01127,m5_weight,FALSE,0,0,1391142.0156403545,0,10600
01127,m6_weight,FALSE,0,0,1391142.0156403545,0,10600
01129,m2_weight,FALSE,0,0,319924,0,11001
01129,m4_weight,FALSE,0,0,319924,0,11001
01129,m5_weight,FALSE,0,0,319924,0,11001
01129,m6_weight,FALSE,0,0,319924,0,11001
01131,m2_weight,FALSE,0,0,260929,0,11001
01131,m4_weight,FALSE,0,0,260929,0,11001
01131,m5_weight,FALSE,0,0,260929,0,11001
01131,m6_weight,FALSE,0,0,260929,0,11001
01133,m2_weight,FALSE,0,0,433285.66146105,0,10600
01133,m4_weight,FALSE,0,0,433285.66146105,0,10600
01133,m5_weight,FALSE,0,0,433285.66146105,0,10600
01133,m6_weight,FALSE,0,0,433285.66146105,0,10600
04001,m2_weight,FALSE,0,0,444814.2338341883,0,35500
04001,m4_weight,FALSE,0,0,444814.2338341883,0,35500
04001,m5_weight,TRUE,1,0.6595287035399999,444814.2338341883,1.4827059328902904e-6,35500
04001,m6_weight,TRUE,1,0.6595287035399999,444814.2338341883,1.4827059328902904e-6,35500
04003,m2_weight,FALSE,0,0,457666.46567117,0,35100
04003,m4_weight,FALSE,0,0,457666.46567117,0,35100
04003,m5_weight,FALSE,0,0,457666.46567117,0,35100
04003,m6_weight,FALSE,0,0,457666.46567117,0,35100
04005,m2_weight,FALSE,0,0,1445862.248785868,0,35401
04005,m4_weight,FALSE,0,0,1445862.248785868,0,35401
04005,m5_weight,FALSE,0,0,1445862.248785868,0,35401
04005,m6_weight,FALSE,0,0,1445862.248785868,0,35401
04007,m2_weight,FALSE,0,0,784311,0,35001
04007,m4_weight,FALSE,0,0,784311,0,35001
04007,m5_weight,FALSE,0,0,784311,0,35001
04007,m6_weight,FALSE,0,0,784311,0,35001
04009,m2_weight,FALSE,0,0,257585.13338994584,0,35002
04009,m4_weight,FALSE,0,0,257585.13338994584,0,35002
04009,m5_weight,FALSE,0,0,257585.13338994584,0,35002
04009,m6_weight,FALSE,0,0,257585.13338994584,0,35002
04011,m2_weight,FALSE,0,0,57777,0,35002
04011,m4_weight,FALSE,0,0,57777,0,35002
04011,m5_weight,FALSE,0,0,57777,0,35002
04011,m6_weight,FALSE,0,0,57777,0,35002
04012,m2_weight,FALSE,0,0,64696.6606305,0,38300
04012,m4_weight,FALSE,0,0,64696.6606305,0,38300
04012,m5_weight,FALSE,0,0,64696.6606305,0,38300
04012,m6_weight,FALSE,0,0,64696.6606305,0,38300
04013,m2_weight,FALSE,0,0,26118565.811354857,0,35001
04013,m4_weight,FALSE,0,0,26118565.811354857,0,35001
04013,m5_weight,FALSE,0,0,26118565.811354857,0,35001
04013,m6_weight,FALSE,0,0,26118565.811354857,0,35001
04015,m2_weight,FALSE,0,0,1052170.3786995353,0,37901
04015,m4_weight,FALSE,0,0,1052170.3786995353,0,37901
04015,m5_weight,FALSE,0,0,1052170.3786995353,0,37901
04015,m6_weight,FALSE,0,0,1052170.3786995353,0,37901
04017,m2_weight,FALSE,0,0,998040.6392399999,0,35500
04017,m4_weight,FALSE,0,0,998040.6392399999,0,35500
04017,m5_weight,FALSE,0,0,998040.6392399999,0,35500
04017,m6_weight,FALSE,0,0,998040.6392399999,0,35500
04019,m2_weight,FALSE,0,0,4351946.352219542,0,35100
04019,m4_weight,FALSE,0,0,4351946.352219542,0,35100
04019,m5_weight,FALSE,0,0,4351946.352219542,0,35100
04019,m6_weight,FALSE,0,0,4351946.352219542,0,35100
04021,m2_weight,FALSE,0,0,1207072.2842705725,0,35001
04021,m4_weight,FALSE,0,0,1207072.2842705725,0,35001
04021,m5_weight,FALSE,0,0,1207072.2842705725,0,35001
04021,m6_weight,FALSE,0,0,1207072.2842705725,0,35001
04023,m2_weight,FALSE,0,0,123952,0,35100
04023,m4_weight,FALSE,0,0,123952,0,35100
04023,m5_weight,FALSE,0,0,123952,0,35100
04023,m6_weight,FALSE,0,0,123952,0,35100
04025,m2_weight,FALSE,0,0,1584612.6192814724,0,35401
04025,m4_weight,FALSE,0,0,1584612.6192814724,0,35401
04025,m5_weight,FALSE,0,0,1584612.6192814724,0,35401
04025,m6_weight,FALSE,0,0,1584612.6192814724,0,35401
04027,m2_weight,FALSE,0,0,690337.6781532799,0,38100
04027,m4_weight,FALSE,0,0,690337.6781532799,0,38100
04027,m5_weight,FALSE,0,0,690337.6781532799,0,38100
04027,m6_weight,FALSE,0,0,690337.6781532799,0,38100
05001,m2_weight,FALSE,0,0,350423,0,4301
05001,m4_weight,FALSE,0,0,350423,0,4301
05001,m5_weight,FALSE,0,0,350423,0,4301
05001,m6_weight,FALSE,0,0,350423,0,4301
05003,m2_weight,FALSE,0,0,143871.8174937312,0,4101
05003,m4_weight,FALSE,0,0,143871.8174937312,0,4101
05003,m5_weight,FALSE,0,0,143871.8174937312,0,4101
05003,m6_weight,FALSE,0,0,143871.8174937312,0,4101
05005,m2_weight,FALSE,0,0,430155.19282874,0,25101
05005,m4_weight,FALSE,0,0,430155.19282874,0,25101
05005,m5_weight,FALSE,0,0,430155.19282874,0,25101
05005,m6_weight,FALSE,0,0,430155.19282874,0,25101
05007,m2_weight,FALSE,0,0,1338672.8824180022,0,30300
05007,m4_weight,FALSE,0,0,1338672.8824180022,0,30300
05007,m5_weight,FALSE,0,0,1338672.8824180022,0,30300
05007,m6_weight,FALSE,0,0,1338672.8824180022,0,30300
05009,m2_weight,FALSE,0,0,217202.13413472,0,25103
05009,m4_weight,FALSE,0,0,217202.13413472,0,25103
05009,m5_weight,FALSE,0,0,217202.13413472,0,25103
05009,m6_weight,FALSE,0,0,217202.13413472,0,25103
05011,m2_weight,FALSE,0,0,120640,0,4102
05011,m4_weight,FALSE,0,0,120640,0,4102
05011,m5_weight,FALSE,0,0,120640,0,4102
05011,m6_weight,FALSE,0,0,120640,0,4102
05013,m2_weight,FALSE,0,0,37109,0,4103
05013,m4_weight,FALSE,0,0,37109,0,4103
05013,m5_weight,TRUE,1,12585,37109,0.33913605863806623,4103
05013,m6_weight,TRUE,1,12585,37109,0.33913605863806623,4103
05015,m2_weight,FALSE,0,0,363731.52694924816,0,25103
05015,m4_weight,FALSE,0,0,363731.52694924816,0,25103
05015,m5_weight,FALSE,0,0,363731.52694924816,0,25103
05015,m6_weight,FALSE,0,0,363731.52694924816,0,25103
05017,m2_weight,FALSE,0,0,149376.0499483345,0,4102
05017,m4_weight,FALSE,0,0,149376.0499483345,0,4102
05017,m5_weight,FALSE,0,0,149376.0499483345,0,4102
05017,m6_weight,FALSE,0,0,149376.0499483345,0,4102
05019,m2_weight,FALSE,0,0,481230,0,34001
05019,m4_weight,FALSE,0,0,481230,0,34001
05019,m5_weight,FALSE,0,0,481230,0,34001
05019,m6_weight,FALSE,0,0,481230,0,34001
05021,m2_weight,FALSE,0,0,88536,0,25900
05021,m4_weight,FALSE,0,0,88536,0,25900
05021,m5_weight,FALSE,0,0,88536,0,25900
05021,m6_weight,FALSE,0,0,88536,0,25900
05023,m2_weight,FALSE,0,0,398109.85905737325,0,25104
05023,m4_weight,FALSE,0,0,398109.85905737325,0,25104
05023,m5_weight,FALSE,0,0,398109.85905737325,0,25104
05023,m6_weight,FALSE,0,0,398109.85905737325,0,25104
05025,m2_weight,FALSE,0,0,90297,0,4102
05025,m4_weight,FALSE,0,0,90297,0,4102
05025,m5_weight,TRUE,1,26412,90297,0.29250141200704344,4102
05025,m6_weight,TRUE,1,26412,90297,0.29250141200704344,4102
05027,m2_weight,FALSE,0,0,162677.0428052,0,4001
05027,m4_weight,FALSE,0,0,162677.0428052,0,4001
05027,m5_weight,FALSE,0,0,162677.0428052,0,4001
05027,m6_weight,FALSE,0,0,162677.0428052,0,4001
05029,m2_weight,FALSE,0,0,256240.95264002,0,4200
05029,m4_weight,FALSE,0,0,256240.95264002,0,4200
05029,m5_weight,FALSE,0,0,256240.95264002,0,4200
05029,m6_weight,FALSE,0,0,256240.95264002,0,4200
05031,m2_weight,FALSE,0,0,1043732.5668344,0,25900
05031,m4_weight,FALSE,0,0,1043732.5668344,0,25900
05031,m5_weight,FALSE,0,0,1043732.5668344,0,25900
05031,m6_weight,FALSE,0,0,1043732.5668344,0,25900
05033,m2_weight,FALSE,0,0,390301.14988154,0,30100
05033,m4_weight,FALSE,0,0,390301.14988154,0,30100
05033,m5_weight,FALSE,0,0,390301.14988154,0,30100
05033,m6_weight,FALSE,0,0,390301.14988154,0,30100
05035,m2_weight,FALSE,0,0,327806,0,5300
05035,m4_weight,FALSE,0,0,327806,0,5300
05035,m5_weight,FALSE,0,0,327806,0,5300
05035,m6_weight,FALSE,0,0,327806,0,5300
05037,m2_weight,FALSE,0,0,351671.9718542109,0,5300
05037,m4_weight,FALSE,0,0,351671.9718542109,0,5300
05037,m5_weight,FALSE,0,0,351671.9718542109,0,5300
05037,m6_weight,FALSE,0,0,351671.9718542109,0,5300
05039,m2_weight,FALSE,0,0,169789,0,4103
05039,m4_weight,FALSE,0,0,169789,0,4103
05039,m5_weight,FALSE,0,0,169789,0,4103
05039,m6_weight,FALSE,0,0,169789,0,4103
05041,m2_weight,FALSE,0,0,306699,0,4102
05041,m4_weight,FALSE,0,0,306699,0,4102
05041,m5_weight,FALSE,0,0,306699,0,4102
05041,m6_weight,FALSE,0,0,306699,0,4102
05043,m2_weight,FALSE,0,0,222839.37517625,0,4102
05043,m4_weight,FALSE,0,0,222839.37517625,0,4102
05043,m5_weight,FALSE,0,0,222839.37517625,0,4102
05043,m6_weight,FALSE,0,0,222839.37517625,0,4102
05045,m2_weight,FALSE,0,0,438699.54932672,0,4200
05045,m4_weight,FALSE,0,0,438699.54932672,0,4200
05045,m5_weight,FALSE,0,0,438699.54932672,0,4200
05045,m6_weight,FALSE,0,0,438699.54932672,0,4200
05047,m2_weight,FALSE,0,0,326816,0,30000
05047,m4_weight,FALSE,0,0,326816,0,30000
05047,m5_weight,TRUE,1,106948,326816,0.32724224028199356,30000
05047,m6_weight,TRUE,1,106948,326816,0.32724224028199356,30000
05049,m2_weight,FALSE,0,0,57150.646735974,0,25102
05049,m4_weight,FALSE,0,0,57150.646735974,0,25102
05049,m5_weight,FALSE,0,0,57150.646735974,0,25102
05049,m6_weight,FALSE,0,0,57150.646735974,0,25102
05051,m2_weight,FALSE,0,0,609925.9055952696,0,34001
05051,m4_weight,FALSE,0,0,609925.9055952696,0,34001
05051,m5_weight,FALSE,0,0,609925.9055952696,0,34001
05051,m6_weight,FALSE,0,0,609925.9055952696,0,34001
05053,m2_weight,FALSE,0,0,171256.5490827092,0,4200
05053,m4_weight,FALSE,0,0,171256.5490827092,0,4200
05053,m5_weight,FALSE,0,0,171256.5490827092,0,4200
05053,m6_weight,FALSE,0,0,171256.5490827092,0,4200
05055,m2_weight,FALSE,0,0,160230.7158294721,0,25900
05055,m4_weight,FALSE,0,0,160230.7158294721,0,25900
05055,m5_weight,FALSE,0,0,160230.7158294721,0,25900
05055,m6_weight,FALSE,0,0,160230.7158294721,0,25900
05057,m2_weight,FALSE,0,0,245302,0,34001
05057,m4_weight,FALSE,0,0,245302,0,34001
05057,m5_weight,FALSE,0,0,245302,0,34001
05057,m6_weight,FALSE,0,0,245302,0,34001
05059,m2_weight,FALSE,0,0,438639.18166752526,0,34001
05059,m4_weight,FALSE,0,0,438639.18166752526,0,34001
05059,m5_weight,FALSE,0,0,438639.18166752526,0,34001
05059,m6_weight,FALSE,0,0,438639.18166752526,0,34001
05061,m2_weight,FALSE,0,0,244361,0,34001
05061,m4_weight,FALSE,0,0,244361,0,34001
05061,m5_weight,FALSE,0,0,244361,0,34001
05061,m6_weight,FALSE,0,0,244361,0,34001
05063,m2_weight,FALSE,0,0,459609.6485877443,0,25105
05063,m4_weight,FALSE,0,0,459609.6485877443,0,25105
05063,m5_weight,FALSE,0,0,459609.6485877443,0,25105
05063,m6_weight,FALSE,0,0,459609.6485877443,0,25105
05065,m2_weight,FALSE,0,0,111179.78172299208,0,25105
05065,m4_weight,FALSE,0,0,111179.78172299208,0,25105
05065,m5_weight,FALSE,0,0,111179.78172299208,0,25105
05065,m6_weight,FALSE,0,0,111179.78172299208,0,25105
05067,m2_weight,FALSE,0,0,287733.50371736,0,4302
05067,m4_weight,FALSE,0,0,287733.50371736,0,4302
05067,m5_weight,FALSE,0,0,287733.50371736,0,4302
05067,m6_weight,FALSE,0,0,287733.50371736,0,4302
05069,m2_weight,FALSE,0,0,811008.9720256,0,4102
05069,m4_weight,FALSE,0,0,811008.9720256,0,4102
05069,m5_weight,FALSE,0,0,811008.9720256,0,4102
05069,m6_weight,FALSE,0,0,811008.9720256,0,4102
05071,m2_weight,FALSE,0,0,211610,0,30000
05071,m4_weight,FALSE,0,0,211610,0,30000
05071,m5_weight,FALSE,0,0,211610,0,30000
05071,m6_weight,FALSE,0,0,211610,0,30000
05073,m2_weight,FALSE,0,0,92760.07258544645,0,4001
05073,m4_weight,FALSE,0,0,92760.07258544645,0,4001
05073,m5_weight,FALSE,0,0,92760.07258544645,0,4001
