year,source_decade,source_decade_default,source_scope,source_issue_class,state_fips,state,county_fips,county_fips_for_crosswalk,county_name,bridge_exception_applied,exception_issue_class,exception_reason,twoparty_votes,source_two_party_votes_prejoin,vote_share_of_year,weight_sum_raw,selected_weight_sum_raw,crosswalk_weight_sum,raw_weight_undefined,raw_weight_sum_valid,raw_weight_requires_policy,fallback_used,fallback_policy,no_positive_final_target,final_weight_invalid,n_targets,positive_targets,positive_target_1990_counties,positive_target_czones,positive_target_count,positive_target_cz_count
1952,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,13,GA,13239,13239,QUITMAN,FALSE,NA,NA,425,60656890,7.006623649844231e-6,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,3,1,13239,10301,1,1
1952,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,13,GA,13307,13307,WEBSTER,FALSE,NA,NA,473,60656890,7.797959967944285e-6,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,4,1,13307,9702,1,1
1952,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,20,KS,20179,20179,SHERIDAN,FALSE,NA,NA,2136,60656890,3.521446615545241e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,1,1,20179,28604,1,1
1952,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,36,NY,36041,36041,HAMILTON,FALSE,NA,NA,3128,60656890,5.1568750062853534e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,3,1,36041,18500,1,1
1952,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,38,ND,38013,38013,BURKE,FALSE,NA,NA,2797,60656890,4.611182670262191e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,1,1,38013,26412,1,1
1952,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,38,ND,38039,38039,GRIGGS,FALSE,NA,NA,2599,60656890,4.284756439045919e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,3,1,38039,26804,1,1
1952,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,38,ND,38041,38041,HETTINGER,FALSE,NA,NA,2627,60656890,4.330917724268422e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,1,1,38041,26404,1,1
1952,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,46,SD,46031,46031,CORSON,FALSE,NA,NA,2546,60656890,4.197379720589038e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,2,1,46031,26603,1,1
1952,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,46,SD,46071,46071,JACKSON,FALSE,NA,NA,861,60656890,1.4194595205919723e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,1,1,46071,27603,1,1
1952,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,46,SD,46131,46131,WASHABAUGH,FALSE,NA,NA,466,60656890,7.682556754888027e-6,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,1,1,46071,27603,1,1
1952,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,46,SD,46137,46137,ZIEBACH,FALSE,NA,NA,1151,60656890,1.8975585461107553e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,1,1,46137,27602,1,1
1956,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,13,GA,13239,13239,QUITMAN,FALSE,NA,NA,386,61618950,6.264306678383842e-6,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,3,1,13239,10301,1,1
1956,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,13,GA,13307,13307,WEBSTER,FALSE,NA,NA,346,61618950,5.615155727255982e-6,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,4,1,13307,9702,1,1
1956,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,20,KS,20179,20179,SHERIDAN,FALSE,NA,NA,1957,61618950,3.1759710283930513e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,1,1,20179,28604,1,1
1956,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,36,NY,36041,36041,HAMILTON,FALSE,NA,NA,3089,61618950,5.013068220084893e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,3,1,36041,18500,1,1
1956,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,38,ND,38013,38013,BURKE,FALSE,NA,NA,2351,61618950,3.815384715253992e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,1,1,38013,26412,1,1
1956,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,38,ND,38039,38039,GRIGGS,FALSE,NA,NA,2385,61618950,3.87056254609986e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,3,1,38039,26804,1,1
1956,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,38,ND,38041,38041,HETTINGER,FALSE,NA,NA,2678,61618950,4.3460656178010176e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,1,1,38041,26404,1,1
1956,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,46,SD,46031,46031,CORSON,FALSE,NA,NA,2506,61618950,4.066930708816038e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,2,1,46031,26603,1,1
1956,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,46,SD,46071,46071,JACKSON,FALSE,NA,NA,898,61618950,1.457343885282044e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,1,1,46071,27603,1,1
1956,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,46,SD,46131,46131,WASHABAUGH,FALSE,NA,NA,450,61618950,7.302948200188416e-6,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,1,1,46071,27603,1,1
1956,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,46,SD,46137,46137,ZIEBACH,FALSE,NA,NA,1099,61618950,1.783542238223793e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,1,1,46137,27602,1,1
1960,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,13,GA,13239,13239,QUITMAN,FALSE,NA,NA,455,68237274,6.6679099754190065e-6,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,3,1,13239,10301,1,1
1960,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,13,GA,13307,13307,WEBSTER,FALSE,NA,NA,374,68237274,5.480875452322436e-6,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,4,1,13307,9702,1,1
1960,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,20,KS,20179,20179,SHERIDAN,FALSE,NA,NA,2001,68237274,2.9324149144644906e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,1,1,20179,28604,1,1
1960,1970,1970,adh_mainland_eligible,selected_m4_unavailable_fallback_m2_used,36,NY,36041,36041,HAMILTON,FALSE,NA,NA,2963,68237274,4.342201594981652e-5,NA,1,1,TRUE,FALSE,TRUE,TRUE,fallback_m2,FALSE,FALSE,3,1,36041,18500,1,1
