exposure_1990_2000_mean,exposure_1990_2000_sd,exposure_2000_2007_mean,exposure_2000_2007_sd,instrument_1990_2000_mean,instrument_1990_2000_sd,instrument_2000_2007_mean,instrument_2000_2007_sd
1.175687510594213,1.7822782407928761,2.635525269194927,3.0182312412449357,1.0030365160283214,1.0617957018885351,2.50624338709085,2.537230960198189
