sample,spec,se_type,eigen_index,eigenvalue
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,55,1.013424471706018e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,56,9.015755715608493e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,57,7.733425990592057e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,58,7.261024165651854e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,59,6.520818250544127e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,60,5.962188972110082e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,61,5.739425721044307e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,62,5.1404862094898175e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,63,4.702623704024311e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,64,3.788169001592308e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,65,3.610522044982778e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,66,3.14488317287052e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,67,2.64299111734314e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,68,2.4593591361132885e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,69,2.3212898200825134e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,70,1.7629056964702943e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,71,1.498378399343393e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,72,1.263375073131629e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,73,1.1175329560169617e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,74,1.0641791263937314e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,75,9.175531628171049e-9
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,76,7.383569108388684e-9
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,77,7.0253798113736105e-9
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,78,5.586390345566936e-9
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,79,4.426772488791221e-9
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,80,4.206410341083832e-9
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,81,3.2167930903431442e-9
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,82,2.126181672022714e-9
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,83,1.2958422127666967e-9
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,84,8.544315524909207e-10
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,1,0.010787742571778978
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,2,0.0043539466427440585
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,3,0.0016728209197748273
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,4,8.564678266848344e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,5,4.3271669650445403e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,6,2.696496519023e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,7,1.6156028402468923e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,8,1.1856316436425538e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,9,1.0908409053709479e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,10,7.617309250927053e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,11,5.784476955916528e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,12,4.6943621621745426e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,13,3.283855164874583e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,14,2.2754648813929695e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,15,1.6012693629088244e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,16,1.3631506545719988e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,17,9.773800787426371e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,18,6.237385962199684e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,19,5.9033479718106354e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,20,4.570610678207172e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,21,3.2088645855946744e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,22,2.953640035280539e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,23,2.209871583866488e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,24,1.8357924871408305e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,25,1.7857722016648577e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,26,1.2835961192518e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,27,1.0506833730853037e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,28,9.14708254641901e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,29,9.077777937476092e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,30,6.327244122699342e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,31,5.587553540280977e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,32,4.1228559686833393e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,33,3.1302589976091923e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,34,2.949424979553807e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,35,2.549142687664742e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,36,2.4290846080056326e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,37,2.1870791350274617e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,38,1.7155197702982638e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,39,1.5456918342569717e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,40,1.1623074145259573e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,41,9.333585937799524e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,42,8.310853514392837e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,43,3.809997436998375e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,44,3.1292633176305295e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,45,2.837828098713478e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,46,1.7127449611926614e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,47,7.694453787491228e-9
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,48,6.898194369314127e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,49,5.748681023669724e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,50,4.576954669591752e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,51,3.2649598615611327e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,52,1.949109326014874e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,53,1.3440476917710995e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,54,1.1943101575942518e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,55,8.325824531805226e-20
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,56,4.4163235294547373e-20
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,57,3.352985475159687e-20
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,58,2.3161020719114715e-20
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,59,1.14144010106876e-20
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,60,1.074294886736673e-20
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,61,7.972953149531142e-21
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,62,3.3346992514657184e-21
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,63,2.1269320163108514e-21
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,64,1.6571990555015651e-21
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,65,-3.5972469216562506e-22
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,66,-1.2930327566929036e-21
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,67,-1.5599234546509407e-21
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,68,-3.000186203400715e-21
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,69,-4.198413631904685e-21
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,70,-5.043735461151493e-21
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,71,-8.312136908545741e-21
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,72,-1.3503914585496398e-20
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,73,-2.026594691749238e-20
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,74,-2.688625784540117e-20
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,75,-4.37780413134665e-20
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,76,-5.529878099920913e-20
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,77,-1.1364863701368443e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,78,-1.4530662397442384e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,79,-1.5453326417494379e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,80,-2.3317848629788656e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,81,-2.7187776199783067e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,82,-3.709873432323687e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,83,-4.528162811467843e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,84,-7.47762084215082e-19
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,1,0.00362157519347258
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,2,0.0016629188862761904
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,3,8.328645791101223e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,4,6.0013132246939083e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,5,3.39960092497044e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,6,1.9017909177167103e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,7,1.7328030559794056e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,8,6.660564325803869e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,9,5.101100281114576e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,10,4.1492091178884045e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,11,3.4063710674518204e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,12,2.5590066130597973e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,13,2.5088561953579623e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,14,1.9667131512686307e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,15,1.3851424318814707e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,16,1.1019714869394327e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,17,7.304309254007781e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,18,4.199396091745735e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,19,2.876760301544092e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,20,1.4343383145961433e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,21,3.6088889871281734e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,22,-1.9544256860257095e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,23,-5.530112400956465e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,24,-5.910822605181442e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,25,-6.28066600816066e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,26,-8.244835762720046e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,27,-9.0427808465991e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,28,-9.560579656678157e-8
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,29,-1.136968390092857e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,30,-1.3975776519659907e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,31,-1.6145252650290547e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,32,-1.815602853772621e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,33,-2.039431222202826e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,34,-2.3087488463931486e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,35,-2.517549008121652e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,36,-2.5956451358703056e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,37,-2.8541519643682533e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,38,-2.9904372880571477e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,39,-3.047244790664379e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,40,-3.296058388170442e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,41,-3.4984990125514245e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,42,-3.7557147946943216e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,43,-3.9664122116461574e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,44,-4.542467294221975e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,45,-4.807544057294952e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,46,-5.301839776030846e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,47,-6.299925096321277e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,48,-6.593176973178571e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,49,-8.374409575028797e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,50,-9.088143493163936e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,51,-9.845335551884923e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,52,-1.2963615673172645e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,53,-1.372650137527586e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,54,-1.5235052813272288e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,55,-1.5988306908552737e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,56,-1.7837075356123261e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,57,-1.9347967761929734e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,58,-2.1084755876943373e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,59,-2.2519492571792168e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,60,-2.456324765961445e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,61,-2.4969087771583945e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,62,-2.8071822654667926e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,63,-2.995617084948701e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,64,-3.3599000785307588e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,65,-3.5706027997790935e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,66,-4.012671835212406e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,67,-4.518904060271424e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,68,-5.2039503098056805e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,69,-5.389185375250177e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,70,-5.979326236111306e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,71,-7.623623822847168e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,72,-8.608287192712943e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,73,-9.354511588509903e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,74,-1.4271613994498008e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,75,-2.3536637661144258e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,76,-7.180681182332795e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,77,-1.1339501853385463e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,78,-2.6284826705490595e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,79,-3.092330511626642e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,80,-3.8734300331724796e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,81,-4.396017053747014e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,82,-5.582560720825603e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,83,-0.0011320726727123789
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,84,-0.00193612633509169
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,1,0.006785284404543339
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,2,0.0019707525092700073
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,3,0.0010433776176963022
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,4,8.305367663532436e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,5,7.955037630824406e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,6,6.633696266769413e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,7,4.2078368440181114e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,8,4.060925642680719e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,9,3.646820521216329e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,10,2.615481386641832e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,11,1.9098665702943905e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,12,1.5692986251424353e-4
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,13,8.004939971168834e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,14,4.165362576091817e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,15,2.275617982646326e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,16,1.5601917749184925e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,17,1.3203046664073127e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,18,1.0008842832131523e-5
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,19,8.879536060674842e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,20,8.529012480152863e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,21,7.993501668864954e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,22,6.826087566984519e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,23,6.4922894438657045e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,24,5.89407062529946e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,25,5.656732746032311e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,26,4.8370731569877e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,27,4.5423843461029235e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,28,4.474655465499191e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,29,4.207781845335324e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,30,4.173508746515496e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,31,3.8092544041048647e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,32,3.47086818840588e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,33,3.312955266559791e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,34,3.0591175428643153e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,35,3.0286783803918745e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,36,2.7690488595078335e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,37,2.6320769377028415e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,38,2.3811830779070093e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,39,2.3027615357376388e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,40,2.077174015221841e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,41,1.8918972824170571e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,42,1.5913594959283208e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,43,1.527671764562565e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,44,1.4010175574235443e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,45,1.1691410125960408e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,46,1.1340549245406699e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,47,1.0906828834342669e-6
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,48,9.844752354402338e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,49,8.694286943986567e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,50,8.478513575243032e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,51,8.078723615964869e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,52,7.974983676020794e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,53,7.537150772886571e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,54,7.029653954400372e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,55,6.354314562125858e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,56,5.720567817086099e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,57,5.519395837087393e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,58,5.430400799061851e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,59,4.643766336159384e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,60,4.418983056473324e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,61,3.8329570042858254e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,62,3.501832355630097e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,63,3.434684864420787e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,64,3.156514640967678e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,65,3.0235023019010473e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,66,2.689774763481924e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,67,2.6127008920864636e-7
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,68,2.449340517932021e-7
