sample,spec,se_type,term,year,estimate,std.error,conf.low,conf.high,statistic,p.value,vcov_repair_required,vcov_repaired
main_1972_start,minimal_full_panel,cluster_cz,es_1972,1972,1.5523237222318798e-4,0.0018992722552838188,-0.0035672728449692593,0.0038777375894156352,0.08173255403027553,0.9348820738186931,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_1976,1976,-0.007399481198505588,0.003993656058542252,-0.015226903239888585,4.279408428774084e-4,-1.85280882730961,0.06431820014974576,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_1980,1980,-0.007258212587310608,0.0038489729134540563,-0.01480206087515076,2.856357005295426e-4,-1.88575309582969,0.059729997228460334,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_1984,1984,-6.259464730083691e-4,0.0013396440363181103,-0.003251600536295733,0.001999707590278995,-0.46724835556221783,0.6404633753974456,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_cz,es_1972,1972,0.0020544344517800656,0.0025064882283677716,-0.0028581922034943722,0.006967061107054503,0.8196465590895338,0.41268848520140955,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_cz,es_1976,1976,-0.005057918538430189,0.0029282746276003096,-0.010797231345369234,6.81394268508855e-4,-1.7272691880594206,0.08454759384749319,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_cz,es_1980,1980,-4.7053450150346364e-4,0.0026112263396773265,-0.005588444082753376,0.004647375079746449,-0.1801967506047784,0.8570487432261702,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_cz,es_1984,1984,3.735042980382618e-4,0.0011359728019510703,-0.0018529614812028872,0.002599970077279411,0.328796866788321,0.7424047080915861,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_cz,es_1972,1972,0.00195731322084515,0.002418809000448323,-0.002783465305514889,0.006698091747205189,0.8092053653191983,0.4186639815950851,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_cz,es_1976,1976,-0.0037761074252439537,0.0028970829226438737,-0.009454285613851983,0.0019020707633640764,-1.303417101295079,0.1928484514239743,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_cz,es_1980,1980,-0.0013130381033851415,0.002255436109084288,-0.005733611646621497,0.0031075354398512143,-0.5821659492355284,0.5606368975144993,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_cz,es_1984,1984,-0.00029207054328181555,0.0011448930632397812,-0.0025360197133815245,0.0019518786268178934,-0.25510726954299456,0.7987130005609213,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,es_1972,1972,0.001957313220848302,0.0024188090004480982,-0.0027834653055112974,0.006698091747207901,0.8092053653205765,0.4186639815942932,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,es_1976,1976,-0.003776107425240467,0.0028970829226437613,-0.009454285613848278,0.0019020707633673438,-1.303417101293926,0.19284845142436746,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,es_1980,1980,-0.0013130381033815645,0.0022554361090840742,-0.005733611646617501,0.0031075354398543724,-0.5821659492339977,0.5606368975155297,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,es_1984,1984,-2.920705432784467e-4,0.001144893063239524,-0.0025360197133776517,0.0019518786268207583,-0.25510726954010937,0.7987130005631489,FALSE,FALSE
