outcome,spec,sample,se_type,term,year,reference_year,estimate,std.error,statistic,p.value,n_obs,n_cz,controls,outcome_label,spec_label
pres_dem_ratio,core_controls,nanda_2004_2022,cluster_cz,es_2012,2012,2004,-0.001882404182760959,8.61244314190345e-4,-2.1856796634188584,0.029160046623966023,3610,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Presidential Democratic ratio,Core controls
pres_dem_ratio,core_controls,nanda_2004_2022,cluster_cz,es_2016,2016,2004,-0.0018163117138249008,9.648039188409629e-4,-1.882570829528626,0.06016098448793882,3610,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Presidential Democratic ratio,Core controls
pres_dem_ratio,core_controls,nanda_2004_2022,cluster_cz,es_2020,2020,2004,-0.001458569124112875,0.0010747504467577048,-1.3571235336659502,0.17516664494090398,3610,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Presidential Democratic ratio,Core controls
pres_dem_ratio,full_controls,nanda_2004_2022,cluster_cz,es_2008,2008,2004,-0.002212395122838865,8.879557325119296e-4,-2.4915601553472055,0.0129420271269557,3610,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Presidential Democratic ratio,Full controls
pres_dem_ratio,full_controls,nanda_2004_2022,cluster_cz,es_2012,2012,2004,-0.001975719877631518,9.362920232483575e-4,-2.1101534869185206,0.03518903897502133,3610,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Presidential Democratic ratio,Full controls
pres_dem_ratio,full_controls,nanda_2004_2022,cluster_cz,es_2016,2016,2004,-0.002354012052962826,0.001036696480658932,-2.270685872750912,0.023460161097049997,3610,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Presidential Democratic ratio,Full controls
pres_dem_ratio,full_controls,nanda_2004_2022,cluster_cz,es_2020,2020,2004,-0.002014419196206112,0.0011682968718903992,-1.7242357183980286,0.08509392223413634,3610,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Presidential Democratic ratio,Full controls
partisan_index_dem,minimal,nanda_2004_2022,cluster_cz,es_2008,2008,2006,3.4579851790023813e-4,5.813299715381222e-4,0.594840339962691,0.5521368266711675,6498,722,none,Democratic partisanship index,Minimal
partisan_index_dem,minimal,nanda_2004_2022,cluster_cz,es_2010,2010,2006,2.3370953725841736e-4,5.706838264022721e-4,0.4095254262448235,0.6822757457345259,6498,722,none,Democratic partisanship index,Minimal
partisan_index_dem,minimal,nanda_2004_2022,cluster_cz,es_2012,2012,2006,-0.0010504975480751342,7.336590768389672e-4,-1.4318606301462153,0.1526170608089589,6498,722,none,Democratic partisanship index,Minimal
partisan_index_dem,minimal,nanda_2004_2022,cluster_cz,es_2014,2014,2006,-0.0016905853737056626,9.309238365033971e-4,-1.8160297410103898,0.06978100874753644,6498,722,none,Democratic partisanship index,Minimal
partisan_index_dem,minimal,nanda_2004_2022,cluster_cz,es_2016,2016,2006,-0.0028907626606882978,0.0013531704735156667,-2.136288603148293,0.03299200560375635,6498,722,none,Democratic partisanship index,Minimal
partisan_index_dem,minimal,nanda_2004_2022,cluster_cz,es_2018,2018,2006,-0.016507042674801797,0.006852718972219946,-2.4088311138570333,0.016253504526165603,6498,722,none,Democratic partisanship index,Minimal
partisan_index_dem,minimal,nanda_2004_2022,cluster_cz,es_2020,2020,2006,-0.004630306779434059,0.001474698837860647,-3.1398321206730375,0.0017594376842849512,6498,722,none,Democratic partisanship index,Minimal
partisan_index_dem,minimal,nanda_2004_2022,cluster_cz,es_2022,2022,2006,-0.0046691398214082965,0.0014461751663493714,-3.2286129163694346,0.0013002709027457075,6498,722,none,Democratic partisanship index,Minimal
partisan_index_dem,core_controls,nanda_2004_2022,cluster_cz,es_2008,2008,2006,-2.8039860021637016e-4,4.599735575583359e-4,-0.6095972162069528,0.5423207088176016,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic partisanship index,Core controls
partisan_index_dem,core_controls,nanda_2004_2022,cluster_cz,es_2010,2010,2006,3.854888417058266e-4,5.771602988294792e-4,0.6679060262592983,0.5044073168522012,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic partisanship index,Core controls
partisan_index_dem,core_controls,nanda_2004_2022,cluster_cz,es_2012,2012,2006,-5.317846601763704e-4,8.313020984652275e-4,-0.6397008514211208,0.5225703057555037,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic partisanship index,Core controls
partisan_index_dem,core_controls,nanda_2004_2022,cluster_cz,es_2014,2014,2006,-5.694904204562366e-4,0.0010465707337938034,-0.5441490021337041,0.5865071734432921,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic partisanship index,Core controls
partisan_index_dem,core_controls,nanda_2004_2022,cluster_cz,es_2016,2016,2006,-0.0010095810970799314,0.0010877743731925599,-0.9281162729701607,0.35365785360406043,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic partisanship index,Core controls
partisan_index_dem,core_controls,nanda_2004_2022,cluster_cz,es_2018,2018,2006,-0.005533035583054507,0.006565801275993204,-0.8427053074672183,0.39967273541704607,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic partisanship index,Core controls
partisan_index_dem,core_controls,nanda_2004_2022,cluster_cz,es_2020,2020,2006,-0.0013406420762818014,0.0012232009378693037,-1.096011321424482,0.27343977076196035,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic partisanship index,Core controls
partisan_index_dem,core_controls,nanda_2004_2022,cluster_cz,es_2022,2022,2006,-0.0011698608920297374,0.00120890429139092,-0.9677034818726131,0.33351696667286923,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic partisanship index,Core controls
partisan_index_dem,full_controls,nanda_2004_2022,cluster_cz,es_2008,2008,2006,-3.59031340344893e-4,5.408667734355165e-4,-0.6638073514192264,0.507025821541498,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic partisanship index,Full controls
partisan_index_dem,full_controls,nanda_2004_2022,cluster_cz,es_2010,2010,2006,4.061166712300054e-4,6.489764770377129e-4,0.6257802641534038,0.5316571129371384,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic partisanship index,Full controls
partisan_index_dem,full_controls,nanda_2004_2022,cluster_cz,es_2012,2012,2006,-3.122490723301563e-4,8.992847507782925e-4,-0.3472193563383768,0.7285278563578544,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic partisanship index,Full controls
partisan_index_dem,full_controls,nanda_2004_2022,cluster_cz,es_2014,2014,2006,-2.548047813384635e-4,0.0010810870319696568,-0.23569312534831627,0.8137377361734248,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic partisanship index,Full controls
partisan_index_dem,full_controls,nanda_2004_2022,cluster_cz,es_2016,2016,2006,-7.03578421169341e-4,0.0011741025763165214,-0.5992478300973136,0.5491958760505533,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic partisanship index,Full controls
partisan_index_dem,full_controls,nanda_2004_2022,cluster_cz,es_2018,2018,2006,-0.0020009079092483378,0.006095519716983619,-0.3282587871339856,0.7428113091204824,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic partisanship index,Full controls
partisan_index_dem,full_controls,nanda_2004_2022,cluster_cz,es_2020,2020,2006,-0.001155045050108397,0.0013025134747196574,-0.8867816514197672,0.37549215860898344,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic partisanship index,Full controls
partisan_index_dem,full_controls,nanda_2004_2022,cluster_cz,es_2022,2022,2006,-9.836492979335568e-4,0.0012915140755896102,-0.7616249149158478,0.446532946519119,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic partisanship index,Full controls
partisan_index_rep,minimal,nanda_2004_2022,cluster_cz,es_2008,2008,2006,5.400754432915694e-4,6.440352460149351e-4,0.8385805693607101,0.4019826422056846,6498,722,none,Republican partisanship index,Minimal
partisan_index_rep,minimal,nanda_2004_2022,cluster_cz,es_2010,2010,2006,6.521802445219617e-4,7.035968034738345e-4,0.9269232624451728,0.3542765476395242,6498,722,none,Republican partisanship index,Minimal
partisan_index_rep,minimal,nanda_2004_2022,cluster_cz,es_2012,2012,2006,0.0019363864654845086,9.252990571601625e-4,2.0927141884565157,0.036723685833094044,6498,722,none,Republican partisanship index,Minimal
partisan_index_rep,minimal,nanda_2004_2022,cluster_cz,es_2014,2014,2006,0.0025897722987004755,0.0011367385974277104,2.2782478791173175,0.02300355348228171,6498,722,none,Republican partisanship index,Minimal
partisan_index_rep,minimal,nanda_2004_2022,cluster_cz,es_2016,2016,2006,0.0037899499567133513,0.0015054885573758362,2.517421961226646,0.012037398735798387,6498,722,none,Republican partisanship index,Minimal
partisan_index_rep,minimal,nanda_2004_2022,cluster_cz,es_2018,2018,2006,-0.0037478359288249446,0.004246363254161073,-0.8825989922441011,0.3777471366940126,6498,722,none,Republican partisanship index,Minimal
partisan_index_rep,minimal,nanda_2004_2022,cluster_cz,es_2020,2020,2006,0.005439189397606497,0.0017607738811088512,3.0890902324046037,0.002084819619037926,6498,722,none,Republican partisanship index,Minimal
partisan_index_rep,minimal,nanda_2004_2022,cluster_cz,es_2022,2022,2006,0.005478022605052918,0.0017611059620118437,3.1105582078632916,0.001940936707548162,6498,722,none,Republican partisanship index,Minimal
partisan_index_rep,core_controls,nanda_2004_2022,cluster_cz,es_2008,2008,2006,4.748357027087631e-4,4.6459503468972683e-4,1.0220421383234872,0.3071037541587914,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican partisanship index,Core controls
partisan_index_rep,core_controls,nanda_2004_2022,cluster_cz,es_2010,2010,2006,-1.910477995190152e-4,6.027351630621503e-4,-0.31696806695068414,0.7513595898807237,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican partisanship index,Core controls
partisan_index_rep,core_controls,nanda_2004_2022,cluster_cz,es_2012,2012,2006,7.262245459413493e-4,8.605173468704038e-4,0.8439394610492619,0.39898315140761587,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican partisanship index,Core controls
partisan_index_rep,core_controls,nanda_2004_2022,cluster_cz,es_2014,2014,2006,7.66849035482044e-4,0.001062139278356456,0.7219853846932943,0.4705375462054997,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican partisanship index,Core controls
partisan_index_rep,core_controls,nanda_2004_2022,cluster_cz,es_2016,2016,2006,0.0012069399618283363,0.0011005954092400793,1.0966245649358868,0.273171677468529,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican partisanship index,Core controls
partisan_index_rep,core_controls,nanda_2004_2022,cluster_cz,es_2018,2018,2006,0.0036359366700194845,0.005800793371002188,0.6267998939930028,0.5309888253652882,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican partisanship index,Core controls
partisan_index_rep,core_controls,nanda_2004_2022,cluster_cz,es_2020,2020,2006,0.0015181802192174663,0.0012519997008681395,1.2126042986789507,0.22567831366725077,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican partisanship index,Core controls
partisan_index_rep,core_controls,nanda_2004_2022,cluster_cz,es_2022,2022,2006,0.0013473989863557036,0.0012392109019520928,1.0873040127658538,0.277265821695987,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican partisanship index,Core controls
partisan_index_rep,full_controls,nanda_2004_2022,cluster_cz,es_2008,2008,2006,9.713334110758001e-4,5.389751278047614e-4,1.8021859654860668,0.0719336993963048,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican partisanship index,Full controls
partisan_index_rep,full_controls,nanda_2004_2022,cluster_cz,es_2010,2010,2006,2.0619658750122612e-4,6.737770484435418e-4,0.30603088659305094,0.7596694721912417,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican partisanship index,Full controls
partisan_index_rep,full_controls,nanda_2004_2022,cluster_cz,es_2012,2012,2006,9.245613645136562e-4,9.303051762570308e-4,0.9938258843549769,0.3206410528641531,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican partisanship index,Full controls
partisan_index_rep,full_controls,nanda_2004_2022,cluster_cz,es_2014,2014,2006,8.763087372724875e-4,0.0011239346263696996,0.7796794552926607,0.4358354284185687,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican partisanship index,Full controls
partisan_index_rep,full_controls,nanda_2004_2022,cluster_cz,es_2016,2016,2006,0.0013250825031763348,0.00117037932022229,1.1321820885596834,0.2579342785700634,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican partisanship index,Full controls
partisan_index_rep,full_controls,nanda_2004_2022,cluster_cz,es_2018,2018,2006,0.007491440190424081,0.0057440024598009645,1.304219530345338,0.19257493621879815,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican partisanship index,Full controls
partisan_index_rep,full_controls,nanda_2004_2022,cluster_cz,es_2020,2020,2006,0.0017141319132485868,0.0012947857531566895,1.3238730107043044,0.18596479219430606,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican partisanship index,Full controls
partisan_index_rep,full_controls,nanda_2004_2022,cluster_cz,es_2022,2022,2006,0.0015427361240849449,0.0012930915336594776,1.1930602621138253,0.2332382217894475,6498,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican partisanship index,Full controls
