year,state_fips,state,scope,rep_votes,dem_votes,twoparty_votes,total_votes,source_counties
1988,10,DE,pre_bridge,139639,108647,248286,249891,3
1988,11,DC,pre_bridge,27590,159407,186997,192877,1
1988,12,FL,pre_bridge,2618885,1656701,4275586,4302313,67
1988,13,GA,pre_bridge,1081331,714792,1796123,1809657,159
1988,15,HI,pre_bridge,158625,192364,350989,354461,4
1988,16,ID,pre_bridge,253881,147272,401153,408968,44
1988,17,IL,pre_bridge,2310939,2215940,4526879,4559120,102
1988,18,IN,pre_bridge,1297763,860643,2158406,2168621,92
1988,19,IA,pre_bridge,545355,670557,1215912,1225614,99
1988,20,KS,pre_bridge,554049,422636,976685,993044,105
1988,21,KY,pre_bridge,734281,580368,1314649,1322517,120
1988,22,LA,pre_bridge,883702,717460,1601162,1628202,64
1988,23,ME,pre_bridge,307131,243569,550700,555035,16
1988,24,MD,pre_bridge,876167,826304,1702471,1714358,24
1988,25,MA,pre_bridge,1194644,1401406,2596050,2632805,14
1988,26,MI,pre_bridge,1965486,1675783,3641269,3669163,83
1988,27,MN,pre_bridge,962337,1109471,2071808,2093176,87
1988,28,MS,pre_bridge,557890,363921,921811,931527,82
1988,29,MO,pre_bridge,1084953,1001619,2086572,2571188,115
1988,30,MT,pre_bridge,190412,168936,359348,365674,56
1988,31,NE,pre_bridge,398447,259646,658093,662372,93
1988,32,NV,pre_bridge,206040,132738,338778,350067,17
1988,33,NH,pre_bridge,281537,163696,445233,450525,10
1988,34,NJ,pre_bridge,1743192,1320352,3063544,3099553,21
1988,35,NM,pre_bridge,270341,244497,514838,521287,33
1988,36,NY,pre_bridge,3081871,3347882,6429753,6485683,62
1988,37,NC,pre_bridge,1237258,890167,2127425,2134370,100
1988,38,ND,pre_bridge,166559,127739,294298,297261,53
1988,39,OH,pre_bridge,2416549,1939629,4356178,4393699,88
1988,40,OK,pre_bridge,678367,483423,1161790,1171036,77
1988,41,OR,pre_bridge,560126,616206,1176332,1201694,36
1988,42,PA,pre_bridge,2300087,2194944,4495031,4536251,67
1988,44,RI,pre_bridge,177761,225123,402884,404569,5
1988,45,SC,pre_bridge,606443,370554,976997,986009,46
1988,46,SD,pre_bridge,165415,145560,310975,312991,66
1988,47,TN,pre_bridge,947233,679794,1627027,1636251,95
1988,48,TX,pre_bridge,3036829,2352748,5389577,5427410,254
1988,49,UT,pre_bridge,428442,207343,635785,647008,29
1988,50,VT,pre_bridge,124331,115775,240106,243333,14
1988,51,VA,pre_bridge,1309162,859799,2168961,2191609,136
1988,53,WA,pre_bridge,903835,933516,1837351,1865253,39
1988,54,WV,pre_bridge,310065,341016,651081,653311,55
1988,55,WI,pre_bridge,1047499,1126794,2174293,2189335,72
1988,56,WY,pre_bridge,106867,67113,173980,176551,23
1992,01,AL,pre_bridge,804283,690080,1494363,1687337,67
1992,04,AZ,pre_bridge,572086,543050,1115136,1487006,15
1992,05,AR,pre_bridge,337324,505823,843147,950653,75
1992,06,CA,pre_bridge,3630574,5121325,8751899,11131721,58
1992,08,CO,pre_bridge,562850,629681,1192531,1569180,63
1992,09,CT,pre_bridge,578313,682318,1260631,1616156,8
1992,10,DE,pre_bridge,102313,126054,228367,289620,3
1992,11,DC,pre_bridge,20698,192619,213317,227572,1
1992,12,FL,pre_bridge,2173310,2072698,4246008,5314392,67
1992,13,GA,pre_bridge,995252,1008966,2004218,2321133,159
1992,15,HI,pre_bridge,136846,179358,316204,372917,5
1992,16,ID,pre_bridge,202645,137013,339658,482114,44
1992,17,IL,pre_bridge,1734096,2453350,4187446,5050157,102
1992,18,IN,pre_bridge,989375,848420,1837795,2305871,92
1992,19,IA,pre_bridge,504891,586353,1091244,1354607,99
1992,20,KS,pre_bridge,449951,390434,840385,1157077,105
1992,21,KY,pre_bridge,617178,665104,1282282,1492900,120
1992,22,LA,pre_bridge,733386,815971,1549357,1790017,64
1992,23,ME,pre_bridge,206504,263420,469924,679499,16
1992,24,MD,pre_bridge,707094,988571,1695665,1985046,24
1992,25,MA,pre_bridge,805049,1318662,2123711,2773574,14
1992,26,MI,pre_bridge,1554940,1871182,3426122,4274673,83
1992,27,MN,pre_bridge,747841,1020997,1768838,2347948,87
1992,28,MS,pre_bridge,487793,400258,888051,981793,82
1992,29,MO,pre_bridge,811159,1053873,1865032,2704639,115
1992,30,MT,pre_bridge,144207,154507,298714,410583,56
1992,31,NE,pre_bridge,344346,217344,561690,739283,93
1992,32,NV,pre_bridge,175828,189148,364976,506318,17
1992,33,NH,pre_bridge,202484,209040,411524,537215,10
1992,34,NJ,pre_bridge,1356865,1436206,2793071,3343594,21
1992,35,NM,pre_bridge,212824,261617,474441,569986,33
1992,36,NY,pre_bridge,2346649,3444450,5791099,6926925,62
1992,37,NC,pre_bridge,1134661,1114042,2248703,2611850,100
1992,38,ND,pre_bridge,136244,99168,235412,308133,53
1992,39,OH,pre_bridge,1894310,1984942,3879252,4939964,88
1992,40,OK,pre_bridge,592929,473066,1065995,1390359,77
1992,41,OR,pre_bridge,475757,621314,1097071,1462643,36
1992,42,PA,pre_bridge,1791841,2239164,4031005,4959810,67
1992,44,RI,pre_bridge,131601,213299,344900,453365,5
1992,45,SC,pre_bridge,577507,479514,1057021,1202527,46
1992,46,SD,pre_bridge,136718,124888,261606,336254,66
1992,47,TN,pre_bridge,841300,933521,1774821,1982638,95
1992,48,TX,pre_bridge,2496071,2281815,4777886,6154018,254
1992,49,UT,pre_bridge,322632,183429,506061,744068,29
1992,50,VT,pre_bridge,88122,133592,221714,289701,14
1992,51,VA,pre_bridge,1150517,1038650,2189167,2558665,136
1992,53,WA,pre_bridge,731234,993037,1724271,2287565,39
1992,54,WV,pre_bridge,241974,331001,572975,683677,55
1992,55,WI,pre_bridge,930855,1041066,1971921,2531114,72
1992,56,WY,pre_bridge,79347,68160,147507,200625,23
1996,01,AL,pre_bridge,769044,662165,1431209,1534349,67
1996,04,AZ,pre_bridge,622073,653288,1275361,1404405,15
1996,05,AR,pre_bridge,325416,475171,800587,884262,75
1996,06,CA,pre_bridge,3828380,5119835,8948215,10019484,58
1996,08,CO,pre_bridge,691848,671152,1363000,1510704,63
1996,09,CT,pre_bridge,483109,735740,1218849,1392609,8
1996,10,DE,pre_bridge,99062,140355,239417,270810,3
1996,11,DC,pre_bridge,17339,158220,175559,185726,1
1996,12,FL,pre_bridge,2244536,2546870,4791406,5303794,67
1996,13,GA,pre_bridge,1080843,1053849,2134692,2298899,159
1996,15,HI,pre_bridge,113956,205058,319014,360183,5
1996,16,ID,pre_bridge,256595,165443,422038,491711,44
1996,17,IL,pre_bridge,1587021,2341744,3928765,4311391,102
1996,18,IN,pre_bridge,1006693,887424,1894117,2135842,92
1996,19,IA,pre_bridge,492644,620258,1112902,1234075,99
1996,20,KS,pre_bridge,583245,387659,970904,1074300,105
1996,21,KY,pre_bridge,623283,636614,1259897,1388708,120
1996,22,LA,pre_bridge,712586,927837,1640423,1783959,64
1996,23,ME,pre_bridge,186378,312788,499166,605897,16
1996,24,MD,pre_bridge,681530,966207,1647737,1780870,24
1996,25,MA,pre_bridge,718107,1571763,2289870,2556785,14
1996,26,MI,pre_bridge,1481212,1989653,3470865,3848844,83
1996,27,MN,pre_bridge,766476,1120438,1886914,2192640,87
1996,28,MS,pre_bridge,439838,394022,833860,893857,82
1996,29,MO,pre_bridge,890016,1025935,1915951,2539027,115
1996,30,MT,pre_bridge,179652,167922,347574,407083,56
1996,31,NE,pre_bridge,363467,236761,600228,677415,93
1996,32,NV,pre_bridge,199244,203974,403218,464279,17
1996,33,NH,pre_bridge,196532,246214,442746,499175,10
1996,34,NJ,pre_bridge,1103078,1652329,2755407,3075807,21
1996,35,NM,pre_bridge,232751,273495,506246,556074,33
1996,36,NY,pre_bridge,1933492,3756177,5689669,6316129,62
1996,37,NC,pre_bridge,1225938,1107849,2333787,2515807,100
1996,38,ND,pre_bridge,125050,106905,231955,266411,53
1996,39,OH,pre_bridge,1859883,2148222,4008105,4534434,88
1996,40,OK,pre_bridge,582315,488105,1070420,1206713,77
1996,41,OR,pre_bridge,538152,649641,1187793,1377760,36
1996,42,PA,pre_bridge,1801169,2215819,4016988,4501307,67
1996,44,RI,pre_bridge,104683,233050,337733,390247,5
1996,45,SC,pre_bridge,573458,504051,1077509,1149457,46
1996,46,SD,pre_bridge,150543,139333,289876,323826,66
1996,47,TN,pre_bridge,863530,909146,1772676,1894105,95
1996,48,TX,pre_bridge,2736167,2459683,5195850,5611644,254
1996,49,UT,pre_bridge,361911,221633,583544,665629,29
1996,50,VT,pre_bridge,80352,137894,218246,258449,14
1996,51,VA,pre_bridge,1138350,1091060,2229410,2416642,135
1996,53,WA,pre_bridge,840712,1123323,1964035,2254560,39
1996,54,WV,pre_bridge,233946,327812,561758,636459,55
1996,55,WI,pre_bridge,845029,1071971,1917000,2196169,72
1996,56,WY,pre_bridge,105388,77934,183322,211571,23
2000,01,AL,pre_bridge,944409,695602,1640011,1672551,67
2000,04,AZ,pre_bridge,781652,685341,1466993,1534113,15
2000,05,AR,pre_bridge,472940,422768,895708,921781,75
2000,06,CA,pre_bridge,4567429,5861203,10428632,10965856,58
2000,08,CO,pre_bridge,883745,738227,1621972,1741365,63
2000,09,CT,pre_bridge,561094,816015,1377109,1459525,8
2000,10,DE,pre_bridge,137288,180068,317356,327601,3
2000,11,DC,pre_bridge,18073,171923,189996,201894,1
2000,12,FL,pre_bridge,2912790,2912253,5825043,5963110,67
2000,13,GA,pre_bridge,1419720,1116230,2535950,2596804,159
2000,15,HI,pre_bridge,137830,205272,343102,367916,5
2000,16,ID,pre_bridge,336937,138637,475574,501621,44
2000,17,IL,pre_bridge,2019421,2589026,4608447,4742123,102
2000,18,IN,pre_bridge,1245836,901980,2147816,2199305,92
2000,19,IA,pre_bridge,634373,638517,1272890,1315563,99
2000,20,KS,pre_bridge,622332,399276,1021608,1072216,105
2000,21,KY,pre_bridge,872492,638898,1511390,1544187,120
2000,22,LA,pre_bridge,927871,792344,1720215,1765656,64
2000,23,ME,pre_bridge,286616,319951,606567,651817,16
2000,24,MD,pre_bridge,813797,1145782,1959579,2025480,24
2000,25,MA,pre_bridge,878502,1616487,2494989,2702984,14
2000,26,MI,pre_bridge,1953139,2170418,4123557,4232711,83
2000,27,MN,pre_bridge,1109659,1168266,2277925,2438685,87
2000,28,MS,pre_bridge,573230,404964,978194,994926,82
2000,29,MO,pre_bridge,1189924,1111138,2301062,2823648,115
2000,30,MT,pre_bridge,240178,137126,377304,410986,56
2000,31,NE,pre_bridge,433862,231780,665642,697019,93
2000,32,NV,pre_bridge,301575,279978,581553,608970,17
2000,33,NH,pre_bridge,273559,266348,539907,569081,10
2000,34,NJ,pre_bridge,1284173,1788850,3073023,3187226,21
2000,35,NM,pre_bridge,286417,286783,573200,598605,33
2000,36,NY,pre_bridge,2405676,4113791,6519467,6831178,62
2000,37,NC,pre_bridge,1631163,1257692,2888855,2911262,100
2000,38,ND,pre_bridge,174852,95284,270136,288267,53
2000,39,OH,pre_bridge,2351209,2186190,4537399,4705457,88
2000,40,OK,pre_bridge,744337,474276,1218613,1234229,77
2000,41,OR,pre_bridge,713577,720342,1433919,1533968,36
2000,42,PA,pre_bridge,2281127,2485967,4767094,4913027,67
2000,44,RI,pre_bridge,130555,249508,380063,409112,5
2000,45,SC,pre_bridge,786426,566039,1352465,1383777,46
2000,46,SD,pre_bridge,190700,118804,309504,316269,66
2000,47,TN,pre_bridge,1061949,981720,2043669,2076181,95
2000,48,TX,pre_bridge,3799639,2433746,6233385,6407637,254
2000,49,UT,pre_bridge,515096,203053,718149,770754,29
2000,50,VT,pre_bridge,119775,149022,268797,294308,14
2000,51,VA,pre_bridge,1437490,1217290,2654780,2739447,135
2000,53,WA,pre_bridge,1108864,1247652,2356516,2488745,39
2000,54,WV,pre_bridge,336475,295497,631972,648124,55
2000,55,WI,pre_bridge,1237279,1242987,2480266,2598607,72
2000,56,WY,pre_bridge,147947,60481,208428,218351,23
2004,01,AL,pre_bridge,1176394,693933,1870327,1883449,67
2004,04,AZ,pre_bridge,1104294,893524,1997818,2016102,15
2004,05,AR,pre_bridge,572898,469953,1042851,1054945,75
2004,06,CA,pre_bridge,5509826,6745485,12255311,12421859,58
2004,08,CO,pre_bridge,1101256,1001725,2102981,2130325,64
2004,09,CT,pre_bridge,693826,857488,1551314,1578769,8
2004,10,DE,pre_bridge,171660,200152,371812,375270,3
2004,11,DC,pre_bridge,21256,202970,224226,227586,1
2004,12,FL,pre_bridge,3964522,3583544,7548066,7609810,67
2004,13,GA,pre_bridge,1914254,1366149,3280403,3304481,159
2004,15,HI,pre_bridge,194130,231361,425491,428595,5
2004,16,ID,pre_bridge,409235,181098,590333,598447,44
2004,17,IL,pre_bridge,2345946,2891550,5237496,5274322,102
2004,18,IN,pre_bridge,1479438,969011,2448449,2468002,92
2004,19,IA,pre_bridge,751957,741898,1493855,1506908,99
2004,20,KS,pre_bridge,736456,434993,1171449,1187756,105
2004,21,KY,pre_bridge,1069439,712733,1782172,1796079,120
2004,22,LA,pre_bridge,1102169,820299,1922468,1943106,64
2004,23,ME,pre_bridge,330201,396842,727043,740752,16
2004,24,MD,pre_bridge,1024703,1334493,2359196,2386678,24
2004,25,MA,pre_bridge,1071109,1803800,2874909,2912388,14
2004,26,MI,pre_bridge,2313746,2479183,4792929,4839252,83
2004,27,MN,pre_bridge,1346695,1445014,2791709,2828387,87
2004,28,MS,pre_bridge,684981,458094,1143075,1152365,82
2004,29,MO,pre_bridge,1455713,1259171,2714884,3268887,115
2004,30,MT,pre_bridge,266063,173710,439773,450445,56
2004,31,NE,pre_bridge,512814,254328,767142,778186,93
2004,32,NV,pre_bridge,418690,397190,815880,829587,17
2004,33,NH,pre_bridge,331237,340511,671748,677738,10
2004,34,NJ,pre_bridge,1670003,1911430,3581433,3612137,21
2004,35,NM,pre_bridge,376930,370942,747872,756304,33
2004,36,NY,pre_bridge,2962567,4314280,7276847,7391954,62
2004,37,NC,pre_bridge,1961166,1525849,3487015,3501007,100
2004,38,ND,pre_bridge,196651,111052,307703,312833,53
2004,39,OH,pre_bridge,2859768,2741167,5600935,5627908,88
2004,40,OK,pre_bridge,959792,503966,1463758,1463758,77
2004,41,OR,pre_bridge,866831,943163,1809994,1836782,36
2004,42,PA,pre_bridge,2793847,2938095,5731942,5766120,67
2004,44,RI,pre_bridge,169046,259760,428806,437134,5
2004,45,SC,pre_bridge,937974,661699,1599673,1617730,46
2004,46,SD,pre_bridge,232584,149244,381828,388215,66
2004,47,TN,pre_bridge,1383336,1035160,2418496,2434949,95
2004,48,TX,pre_bridge,4526917,2832704,7359621,7410765,254
2004,49,UT,pre_bridge,663742,241199,904941,927844,29
2004,50,VT,pre_bridge,121180,184067,305247,312309,14
2004,51,VA,pre_bridge,1716959,1454742,3171701,3198367,134
2004,53,WA,pre_bridge,1304894,1510201,2815095,2861713,39
2004,54,WV,pre_bridge,423778,326541,750319,755887,55
2004,55,WI,pre_bridge,1478120,1489504,2967624,2997007,72
2004,56,WY,pre_bridge,167629,70776,238405,243428,23
2008,01,AL,pre_bridge,1266546,813479,2080025,2099819,67
2008,04,AZ,pre_bridge,1230111,1034707,2264818,2303838,15
2008,05,AR,pre_bridge,638017,422310,1060327,1086617,75
2008,06,CA,pre_bridge,5011781,8274473,13286254,13583083,58
2008,08,CO,pre_bridge,1073629,1288633,2362262,2401462,64
2008,09,CT,pre_bridge,629428,997773,1627201,1646793,8
2008,10,DE,pre_bridge,152374,255459,407833,412616,3
2008,11,DC,pre_bridge,17367,245800,263167,265853,1
2008,12,FL,pre_bridge,4046219,4282367,8328586,8412248,67
2008,13,GA,pre_bridge,2048759,1844123,3892882,3932158,159
2008,15,HI,pre_bridge,120436,325225,445661,452774,5
2008,16,ID,pre_bridge,403012,236440,639452,658454,44
2008,17,IL,pre_bridge,2031179,3419348,5450527,5530179,102
2008,18,IN,pre_bridge,1345648,1374039,2719687,2756658,92
2008,19,IA,pre_bridge,682379,828940,1511319,1537123,99
2008,20,KS,pre_bridge,699655,514765,1214420,1238873,105
2008,21,KY,pre_bridge,1048462,751985,1800447,1827561,120
2008,22,LA,pre_bridge,1148275,782989,1931264,1960761,64
2008,23,ME,pre_bridge,295273,421823,717096,731063,16
2008,24,MD,pre_bridge,959862,1629467,2589329,2631596,24
2008,25,MA,pre_bridge,1108854,1904097,3012951,3080985,14
2008,26,MI,pre_bridge,2048639,2872579,4921218,5010606,83
2008,27,MN,pre_bridge,1275409,1573354,2848763,2910369,87
2008,28,MS,pre_bridge,724597,554662,1279259,1289939,82
2008,29,MO,pre_bridge,1445814,1441911,2887725,3478913,115
2008,30,MT,pre_bridge,243882,232159,476041,492750,56
2008,31,NE,pre_bridge,452979,333319,786298,801281,93
2008,32,NV,pre_bridge,412827,533736,946563,967848,17
2008,33,NH,pre_bridge,316534,384826,701360,710970,10
2008,34,NJ,pre_bridge,1613207,2215422,3828629,3877407,21
2008,35,NM,pre_bridge,346832,472422,819254,830158,33
2008,36,NY,pre_bridge,2752771,4804945,7557716,7640948,62
2008,37,NC,pre_bridge,2128474,2142651,4271125,4310789,100
2008,38,ND,pre_bridge,168887,141403,310290,317738,53
2008,39,OH,pre_bridge,2677820,2940044,5617864,5721831,88
2008,40,OK,pre_bridge,960165,502496,1462661,1462661,77
2008,41,OR,pre_bridge,738475,1037291,1775766,1827864,36
2008,42,PA,pre_bridge,2655885,3276363,5932248,6015476,67
2008,44,RI,pre_bridge,165391,296571,461962,471766,5
2008,45,SC,pre_bridge,1034896,862449,1897345,1920969,46
2008,46,SD,pre_bridge,203054,170924,373978,381975,66
2008,47,TN,pre_bridge,1479178,1087437,2566615,2601982,95
2008,48,TX,pre_bridge,4479328,3528633,8007961,8087791,254
2008,49,UT,pre_bridge,596030,327670,923700,958996,29
2008,50,VT,pre_bridge,98974,219262,318236,325046,14
2008,51,VA,pre_bridge,1725005,1959532,3684537,3723260,134
2008,53,WA,pre_bridge,1229216,1750848,2980064,3053261,39
2008,54,WV,pre_bridge,397466,303857,701323,715123,55
2008,55,WI,pre_bridge,1262393,1677211,2939604,2983417,72
2008,56,WY,pre_bridge,164958,82868,247826,254658,23
2012,01,AL,pre_bridge,1255925,795696,2051621,2074338,67
2012,04,AZ,pre_bridge,1233654,1025232,2258886,2306559,15
2012,05,AR,pre_bridge,647744,394409,1042153,1069468,75
2012,06,CA,pre_bridge,4839958,7854285,12694243,13055815,58
2012,08,CO,pre_bridge,1185243,1323102,2508345,2571846,64
2012,09,CT,pre_bridge,634899,905109,1540008,1558075,8
2012,10,DE,pre_bridge,165484,242584,408068,413921,3
2012,11,DC,pre_bridge,21381,267070,288451,293764,1
2012,12,FL,pre_bridge,4163447,4237756,8401203,8492175,67
2012,13,GA,pre_bridge,2078688,1773827,3852515,3908369,159
2012,15,HI,pre_bridge,120939,306291,427230,434248,5
2012,16,ID,pre_bridge,420911,212787,633698,656742,44
2012,17,IL,pre_bridge,2135216,3019512,5154728,5251432,102
2012,18,IN,pre_bridge,1422872,1154275,2577147,2633143,92
2012,19,IA,pre_bridge,730617,822544,1553161,1582180,99
2012,20,KS,pre_bridge,689809,439908,1129717,1157532,105
2012,21,KY,pre_bridge,1087190,679370,1766560,1798048,120
2012,22,LA,pre_bridge,1152262,809141,1961403,1994065,64
2012,23,ME,pre_bridge,290437,397754,688191,710738,16
2012,24,MD,pre_bridge,971869,1677844,2649713,2707327,24
2012,25,MA,pre_bridge,1178245,1901276,3079521,3129731,14
2012,26,MI,pre_bridge,2115256,2564569,4679825,4745316,83
2012,27,MN,pre_bridge,1320225,1546167,2866392,2936561,87
2012,28,MS,pre_bridge,710746,562949,1273695,1285584,82
2012,29,MO,pre_bridge,1482440,1223796,2706236,3277251,115
2012,30,MT,pre_bridge,267928,201839,469767,484484,56
2012,31,NE,pre_bridge,475064,302081,777145,794379,93
2012,32,NV,pre_bridge,463567,531373,994940,1014918,17
2012,33,NH,pre_bridge,329918,369561,699479,710972,10
2012,34,NJ,pre_bridge,1478749,2126610,3605359,3651140,21
2012,35,NM,pre_bridge,335788,415335,751123,783757,33
2012,36,NY,pre_bridge,2490496,4485877,6976373,7081536,62
2012,37,NC,pre_bridge,2270395,2178391,4448786,4505372,100
2012,38,ND,pre_bridge,188163,124827,312990,322627,53
2012,39,OH,pre_bridge,2661437,2827709,5489146,5590934,88
2012,40,OK,pre_bridge,891325,443547,1334872,1334872,77
2012,41,OR,pre_bridge,754175,970488,1724663,1789270,36
2012,42,PA,pre_bridge,2680434,2990274,5670708,5755620,67
2012,44,RI,pre_bridge,157151,279409,436560,445716,5
2012,45,SC,pre_bridge,1071645,865941,1937586,1964118,46
2012,46,SD,pre_bridge,210610,145039,355649,363815,66
2012,47,TN,pre_bridge,1462330,960709,2423039,2460904,95
2012,48,TX,pre_bridge,4569843,3308124,7877967,7999657,254
2012,49,UT,pre_bridge,740600,251813,992413,1020861,29
2012,50,VT,pre_bridge,92698,199239,291937,299290,14
2012,51,VA,pre_bridge,1822522,1971820,3794342,3854489,134
2012,53,WA,pre_bridge,1290670,1755396,3046066,3145958,39
2012,54,WV,pre_bridge,417655,238269,655924,672119,55
2012,55,WI,pre_bridge,1407966,1620985,3028951,3068434,72
2012,56,WY,pre_bridge,170962,69286,240248,249061,23
2016,01,AL,pre_bridge,1318255,729547,2047802,2123372,67
2016,04,AZ,pre_bridge,1252401,1161167,2413568,2603925,15
2016,05,AR,pre_bridge,684872,380494,1065366,1130635,75
2016,06,CA,pre_bridge,4393409,8581312,12974721,13870159,58
2016,08,CO,pre_bridge,1202482,1338870,2541352,2780218,64
2016,09,CT,pre_bridge,673215,897572,1570787,1644920,8
2016,10,DE,pre_bridge,185127,235603,420730,441590,3
2016,11,DC,pre_bridge,12723,282830,295553,311268,1
2016,12,FL,pre_bridge,4617886,4504975,9122861,9494570,67
2016,13,GA,pre_bridge,2089104,1877963,3967067,4135753,159
2016,15,HI,pre_bridge,128848,266905,395753,428957,5
2016,16,ID,pre_bridge,409055,189765,598820,690433,44
2016,17,IL,pre_bridge,2141473,3084235,5225708,5559470,102
2016,18,IN,pre_bridge,1557286,1039126,2596412,2740611,92
2016,19,IA,pre_bridge,800983,653669,1454652,1566031,99
2016,20,KS,pre_bridge,656009,414788,1070797,1147143,105
2016,21,KY,pre_bridge,1202971,628854,1831825,1924149,120
2016,22,LA,pre_bridge,1178638,780154,1958792,2029032,64
2016,23,ME,pre_bridge,334838,354873,689711,741550,16
2016,24,MD,pre_bridge,943169,1677926,2621095,2780914,24
2016,25,MA,pre_bridge,1083069,1964768,3047837,3231531,14
2016,26,MI,pre_bridge,2279543,2268839,4548382,4799245,83
2016,27,MN,pre_bridge,1322951,1367716,2690667,2944813,87
2016,28,MS,pre_bridge,699780,484433,1184213,1209416,82
2016,29,MO,pre_bridge,1590299,1069329,2659628,3257766,115
2016,30,MT,pre_bridge,279240,177709,456949,494525,56
2016,31,NE,pre_bridge,494881,283322,778203,825645,93
2016,32,NV,pre_bridge,512058,539260,1051318,1125385,17
2016,33,NH,pre_bridge,345790,348526,694316,744181,10
2016,34,NJ,pre_bridge,1599924,2143519,3743443,3899718,21
2016,35,NM,pre_bridge,319666,385234,704900,798318,33
2016,36,NY,pre_bridge,2645405,4159259,6804664,7128889,62
2016,37,NC,pre_bridge,2362697,2189350,4552047,4741654,100
2016,38,ND,pre_bridge,216794,93758,310552,344360,53
2016,39,OH,pre_bridge,2841005,2394164,5235169,5536564,88
2016,40,OK,pre_bridge,949136,420375,1369511,1452992,77
2016,41,OR,pre_bridge,781480,999850,1781330,1997542,36
2016,42,PA,pre_bridge,2962746,2916216,5878962,6143187,67
2016,44,RI,pre_bridge,180489,251868,432357,463394,5
2016,45,SC,pre_bridge,1155389,855373,2010762,2103027,46
2016,46,SD,pre_bridge,227701,117448,345149,370056,66
2016,47,TN,pre_bridge,1521162,869189,2390351,2490799,95
2016,48,TX,pre_bridge,4685047,3877868,8562915,8969226,254
2016,49,UT,pre_bridge,515231,310676,825907,1141520,29
2016,50,VT,pre_bridge,95369,178573,273942,315067,14
2016,51,VA,pre_bridge,1769443,1981473,3750916,3982752,133
2016,53,WA,pre_bridge,1221747,1742718,2964465,3294874,39
2016,54,WV,pre_bridge,488826,188573,677399,720394,55
2016,55,WI,pre_bridge,1404000,1381823,2785823,2975313,72
2016,56,WY,pre_bridge,174419,55973,230392,255849,23
2020,01,AL,pre_bridge,1441168,849648,2290816,2323304,67
2020,04,AZ,pre_bridge,1661686,1672143,3333829,3387326,15
2020,05,AR,pre_bridge,760647,423932,1184579,1219069,75
2020,06,CA,pre_bridge,6005961,11109764,17115725,17495906,58
2020,08,CO,pre_bridge,1364607,1804352,3168959,3256953,64
2020,09,CT,pre_bridge,715291,1080680,1795971,1824280,8
2020,10,DE,pre_bridge,200603,296268,496871,504010,3
2020,11,DC,pre_bridge,18586,317323,335909,344356,1
2020,12,FL,pre_bridge,5668731,5297045,10965776,11067456,67
2020,13,GA,pre_bridge,2461854,2473633,4935487,4997716,159
2020,15,HI,pre_bridge,196865,366153,563018,574493,5
2020,16,ID,pre_bridge,554118,287021,841139,868105,44
2020,17,IL,pre_bridge,2446891,3471915,5918806,6038850,102
2020,18,IN,pre_bridge,1729852,1242495,2972347,3033198,92
2020,19,IA,pre_bridge,897672,759061,1656733,1690871,99
2020,20,KS,pre_bridge,758100,558669,1316769,1349567,105
2020,21,KY,pre_bridge,1326646,772474,2099120,2136768,120
2020,22,LA,pre_bridge,1255776,856034,2111810,2148062,64
2020,23,ME,pre_bridge,359899,430473,790372,813740,16
2020,24,MD,pre_bridge,976414,1985023,2961437,3037030,24
2020,25,MA,pre_bridge,1167202,2382202,3549404,3631402,14
2020,26,MI,pre_bridge,2649852,2804040,5453892,5539302,83
2020,27,MN,pre_bridge,1484065,1717077,3201142,3277171,87
2020,28,MS,pre_bridge,756764,539398,1296162,1315178,82
2020,29,MO,pre_bridge,1718736,1253014,2971750,3025962,115
2020,30,MT,pre_bridge,343602,244786,588388,605750,56
2020,31,NE,pre_bridge,556846,374583,931429,956379,93
2020,32,NV,pre_bridge,669890,703486,1373376,1405376,17
2020,33,NH,pre_bridge,365654,424921,790575,804430,10
2020,34,NJ,pre_bridge,1883274,2608335,4491609,4564234,21
2020,35,NM,pre_bridge,401894,501614,903508,923965,33
2020,36,NY,pre_bridge,3250230,5244006,8494236,8616205,62
2020,37,NC,pre_bridge,2758773,2684292,5443065,5524801,100
2020,38,ND,pre_bridge,235595,114902,350497,361819,53
2020,39,OH,pre_bridge,3154834,2679165,5833999,5922202,88
2020,40,OK,pre_bridge,1020280,503890,1524170,1560699,77
2020,41,OR,pre_bridge,958448,1340383,2298831,2374321,36
2020,42,PA,pre_bridge,3378263,3459923,6838186,6925255,67
2020,44,RI,pre_bridge,199837,306210,506047,516383,5
2020,45,SC,pre_bridge,1385103,1091541,2476644,2513329,46
2020,46,SD,pre_bridge,261043,150471,411514,422609,66
2020,47,TN,pre_bridge,1852475,1143711,2996186,3053851,95
2020,48,TX,pre_bridge,5890347,5259126,11149473,11317911,254
2020,49,UT,pre_bridge,865140,560282,1425422,1488289,29
2020,50,VT,pre_bridge,112704,242820,355524,367428,14
2020,51,VA,pre_bridge,1962430,2413568,4375998,4460524,133
2020,53,WA,pre_bridge,1584651,2369612,3954263,4087631,39
2020,54,WV,pre_bridge,545382,235984,781366,794652,55
2020,55,WI,pre_bridge,1610065,1630673,3240738,3297352,72
2020,56,WY,pre_bridge,193559,73491,267050,276765,23
1952,01,AL,post_bridge,149231,275075,424306,426120,67
1952,04,AZ,post_bridge,152041.99995239,108527.99995556,260569.99990795003,260569.99990795003,14
1952,05,AR,post_bridge,177155,226300,403455,404800,75
1952,06,CA,post_bridge,2897310,2197548,5094858,5143228,58
