year,state_fips,state,scope,rep_votes,dem_votes,twoparty_votes,total_votes,source_counties
1952,08,CO,post_bridge,379782.0017111532,245504.0011764846,625286.0028876378,630103.0029115655,63
1952,09,CT,post_bridge,611012,481649,1092661,1096906,8
1952,10,DE,post_bridge,90059,69766,159825,160476,3
1952,12,FL,post_bridge,544036,444950,988986,988986,67
1952,13,GA,post_bridge,198961.00000662432,456823.00002789515,655784.0000345195,655785.0000345195,159
1952,16,ID,post_bridge,180707,95081,275788,276254,44
1952,17,IL,post_bridge,2457327,2013920,4471247,4481058,102
1952,18,IN,post_bridge,1136259,801530,1937789,1955325,92
1952,19,IA,post_bridge,808906,451513,1260419,1268744,99
1952,20,KS,post_bridge,616302,273296,889598,896166,105
1952,21,KY,post_bridge,495029,495729,990758,993148,120
1952,22,LA,post_bridge,306925,345027,651952,651952,64
1952,23,ME,post_bridge,232352.99991219043,118805.99996104604,351158.99987323646,351158.99987323646,16
1952,24,MD,post_bridge,499424,395337,894761,902074,24
1952,25,MA,post_bridge,1292325,1083525,2375850,2383398,14
1952,26,MI,post_bridge,1551529,1230657,2782186,2798592,83
1952,27,MN,post_bridge,763211,608458,1371669,1379483,87
1952,28,MS,post_bridge,112966,172836,285802,285802,82
1952,29,MO,post_bridge,959429,929830,1889259,2104138,115
1952,30,MT,post_bridge,157394,106213,263607,265037,56
1952,31,NE,post_bridge,421603,188057,609660,609660,93
1952,32,NV,post_bridge,48849,31109,79958,79958,16
1952,33,NH,post_bridge,166287,106663,272950,272950,10
1952,34,NJ,post_bridge,1373613.0008208682,1015902.0006715271,2389515.001492395,2418554.0014955997,21
1952,35,NM,post_bridge,132645,105404,238049,238049,32
1952,36,NY,post_bridge,3952815.0022281897,2687890.0007022354,6640705.002930425,7128241.002989365,62
1952,37,NC,post_bridge,558107,652803,1210910,1210910,100
1952,38,ND,post_bridge,191712,76694,268406,270127,53
1952,39,OH,post_bridge,2100391,1600367,3700758,3700758,88
1952,40,OK,post_bridge,518045,430939,948984,948984,77
1952,41,OR,post_bridge,420815,270579,691394,695059,36
1952,42,PA,post_bridge,2415789,2146269,4562058,4580969,67
1952,44,RI,post_bridge,210935,203293,414228,414498,5
1952,45,SC,post_bridge,9793.000007824401,172957.0001228716,182750.000130696,341001.00037118164,46
1952,46,SD,post_bridge,203851,90421,294272,294272,67
1952,47,TN,post_bridge,446147.0001130368,443710.00007902575,889857.0001920626,892555.0001920626,95
1952,48,TX,post_bridge,1102818,969227,2072045,2075885,254
1952,49,UT,post_bridge,194190,135364,329554,329554,29
1952,50,VT,post_bridge,109717,43299,153016,153501,14
1952,51,VA,post_bridge,335837.99999732117,254286.0000598753,590124.0000571966,592046.0000576824,123
1952,53,WA,post_bridge,599107.0010884674,492845.00087575393,1091952.0019642212,1102708.00197284,39
1952,54,WV,post_bridge,419970,453578,873548,873548,55
1952,55,WI,post_bridge,979744,622175,1601919,1607370,71
1952,56,WY,post_bridge,81049,47934,128983,129253,23
1956,01,AL,post_bridge,195694,279502,475196,495346,67
1956,04,AZ,post_bridge,176989.9999467,112879.99994224,289869.99988894,290172.99988887,14
1956,05,AR,post_bridge,186287,213277,399564,406572,75
1956,06,CA,post_bridge,3027668,2420135,5447803,5466358,58
1956,08,CO,post_bridge,394479.0019029307,263997.00122889853,658476.0031318292,663074.0031536333,63
1956,09,CT,post_bridge,711837,405079,1116916,1116916,8
1956,10,DE,post_bridge,98057,79421,177478,177988,3
1956,12,FL,post_bridge,643849,480371,1124220,1125762,67
1956,13,GA,post_bridge,222778.0000047912,444688.00002352707,667466.0000283185,669655.0000283021,159
1956,16,ID,post_bridge,166979,105868,272847,272989,44
1956,17,IL,post_bridge,2631725,1775682,4407407,4407407,102
1956,18,IN,post_bridge,1182811,783908,1966719,1974607,92
1956,19,IA,post_bridge,729187,501858,1231045,1234564,99
1956,20,KS,post_bridge,566878,296317,863195,866243,105
1956,21,KY,post_bridge,572192,476453,1048645,1053805,120
1956,22,LA,post_bridge,329047,243977,573024,617544,64
1956,23,ME,post_bridge,249237.99990706847,102467.99996365095,351705.9998707194,351705.9998707194,16
1956,24,MD,post_bridge,559738,372613,932351,932351,24
1956,25,MA,post_bridge,1393197,948190,2341387,2348506,14
1956,26,MI,post_bridge,1713647,1359898,3073545,3080468,83
1956,27,MN,post_bridge,719302,617525,1336827,1340005,87
1956,28,MS,post_bridge,60685,144453,205138,248104,82
1956,29,MO,post_bridge,914289,918273,1832562,2092554,115
1956,30,MT,post_bridge,154933,116238,271171,271171,56
1956,31,NE,post_bridge,378108,199029,577137,577137,93
1956,32,NV,post_bridge,54300,39818,94118,94118,16
1956,33,NH,post_bridge,176519,90364,266883,266994,10
1956,34,NJ,post_bridge,1606942.001002124,850337.000654229,2457279.001656353,2484312.0016588056,21
1956,35,NM,post_bridge,147646,106350,253996,253996,32
1956,36,NY,post_bridge,4345506.0032352805,2747944.0009316676,7093450.004166948,7095971.004168953,62
1956,37,NC,post_bridge,575069,590530,1165599,1165599,100
1956,38,ND,post_bridge,156766,96742,253508,253991,53
1956,39,OH,post_bridge,2262610,1439655,3702265,3702265,88
1956,40,OK,post_bridge,473769,385581,859350,859350,77
1956,41,OR,post_bridge,406393,329204,735597,735597,36
1956,42,PA,post_bridge,2585252,1981769,4567021,4576503,67
1956,44,RI,post_bridge,225819,161790,387609,387609,5
1956,45,SC,post_bridge,75634.000092008,136278.0000487568,211912.0001407648,300423.000308884,46
1956,46,SD,post_bridge,171569,122288,293857,293857,67
1956,47,TN,post_bridge,462288.0001169323,456507.0000712186,918795.0001881509,939404.0001909081,95
1956,48,TX,post_bridge,1080619,859958,1940577,1955168,254
1956,49,UT,post_bridge,215631,118364,333995,333995,29
1956,50,VT,post_bridge,110390,42540,152930,152969,14
1956,51,VA,post_bridge,370833.00005390594,252115.0000735401,622948.0001274461,665556.0001359633,126
1956,53,WA,post_bridge,620430.0011530019,523002.00093319867,1143432.0020862003,1150889.0020884746,39
1956,54,WV,post_bridge,449297,381534,830831,830831,55
1956,55,WI,post_bridge,954844,586768,1541612,1550558,71
1956,56,WY,post_bridge,74573,49554,124127,124127,23
1960,01,AL,post_bridge,236110,318303,554413,560265,67
1960,04,AZ,post_bridge,221240.99994453002,176780.99993358,398021.99987811,398490.99987796,14
1960,05,AR,post_bridge,169008,199222,368230,392495,75
1960,06,CA,post_bridge,3259722,3224099,6483821,6506578,58
1960,08,CO,post_bridge,402242.0020877715,330629.00156975,732871.0036575214,736237.0036751259,63
1960,09,CT,post_bridge,565813,657055,1222868,1222868,8
1960,10,DE,post_bridge,96373,99590,195963,196683,3
1960,12,FL,post_bridge,795476,748700,1544176,1544176,67
1960,13,GA,post_bridge,274472.0000055262,458638.00002316077,733110.0000286868,733355.0000286868,159
1960,16,ID,post_bridge,161597,138853,300450,300450,44
1960,17,IL,post_bridge,2368988,2377846,4746834,4757409,102
1960,18,IN,post_bridge,1175120,952358,2127478,2135360,92
1960,19,IA,post_bridge,722381,550565,1272946,1273810,99
1960,20,KS,post_bridge,561474,363213,924687,928825,105
1960,21,KY,post_bridge,602607,521855,1124462,1124462,120
1960,22,LA,post_bridge,230980,407339,638319,807891,64
1960,23,ME,post_bridge,240607.99991160323,181158.99993725587,421766.9998488591,421766.9998488591,16
1960,24,MD,post_bridge,489538,565808,1055346,1055349,24
1960,25,MA,post_bridge,976750,1487174,2463924,2469480,14
1960,26,MI,post_bridge,1620428,1687269,3307697,3318097,83
1960,27,MN,post_bridge,757915,779933,1537848,1541887,87
1960,28,MS,post_bridge,73561,108362,181923,298171,82
1960,29,MO,post_bridge,962218,972201,1934419,2258919,115
1960,30,MT,post_bridge,141841,134891,276732,277579,56
1960,31,NE,post_bridge,380553,232542,613095,613095,93
1960,32,NV,post_bridge,50441,53597,104038,104038,16
1960,33,NH,post_bridge,157989,137772,295761,295761,10
1960,34,NJ,post_bridge,1363324.0010618998,1385415.0009728903,2748739.00203479,2773111.0020358693,21
1960,35,NM,post_bridge,154832,156275,311107,311107,32
1960,36,NY,post_bridge,3446419.003212896,3830085.002198556,7276504.005411453,7291079.00541662,62
1960,37,NC,post_bridge,655420,713136,1368556,1368556,100
1960,38,ND,post_bridge,154310,123963,278273,278431,53
1960,39,OH,post_bridge,2217611,1944248,4161859,4161859,88
1960,40,OK,post_bridge,533039,370111,903150,903150,77
1960,41,OR,post_bridge,408065,367402,775467,776426,36
1960,42,PA,post_bridge,2439956,2556282,4996238,5006541,67
1960,44,RI,post_bridge,147502,258032,405534,405534,5
1960,45,SC,post_bridge,188558.00026316522,198121.0001490852,386679.0004122504,386680.0004122504,46
1960,46,SD,post_bridge,178417,128070,306487,306487,67
1960,47,TN,post_bridge,556577.0001310788,481453.0000744861,1038030.0002055649,1051776.000207032,95
1960,48,TX,post_bridge,1121693,1167935,2289628,2311841,254
1960,49,UT,post_bridge,205362,169248,374610,374710,29
1960,50,VT,post_bridge,98131,69186,167317,167324,14
1960,51,VA,post_bridge,394567.0000685952,349117.0001438686,743684.0002124637,748149.0002143752,127
1960,53,WA,post_bridge,629273.0011381343,599298.0010616179,1228571.002199752,1241572.0022047018,39
1960,54,WV,post_bridge,395995,441786,837781,837781,55
1960,55,WI,post_bridge,895175,830805,1725980,1729082,71
1960,56,WY,post_bridge,77451,63331,140782,140782,23
1964,01,AL,post_bridge,479085,210733,689818,689818,67
1964,04,AZ,post_bridge,242534.99993452,237752.99992143,480287.99985594995,480769.9998559,14
1964,05,AR,post_bridge,243264,314197,557461,560426,75
1964,06,CA,post_bridge,2879108,4171877,7050985,7057577,58
1964,08,CO,post_bridge,296767.0017177209,476024.0023542072,772791.0040719281,776985.0040953069,63
1964,09,CT,post_bridge,390996,826269,1217265,1218578,8
1964,10,DE,post_bridge,78078,122704,200782,201320,3
1964,11,DC,post_bridge,28801,169796,198597,198597,1
1964,12,FL,post_bridge,905941,948540,1854481,1854481,67
1964,13,GA,post_bridge,616584.0000227278,522163.0000212788,1138747.0000440066,1138942.0000440066,159
1964,16,ID,post_bridge,143557,148920,292477,292477,44
1964,17,IL,post_bridge,1905946,2796833,4702779,4702841,102
1964,18,IN,post_bridge,911118,1170848,2081966,2091606,92
1964,19,IA,post_bridge,449148,733030,1182178,1184539,99
1964,20,KS,post_bridge,386579,464028,850607,857901,105
1964,21,KY,post_bridge,372977,669659,1042636,1046105,120
1964,22,LA,post_bridge,509230,387068,896298,896298,64
1964,23,ME,post_bridge,118700.99995817745,262263.99990492174,380964.9998630992,380964.9998630992,16
1964,24,MD,post_bridge,385495,730912,1116407,1116407,24
1964,25,MA,post_bridge,549727,1786422,2336149,2344798,14
1964,26,MI,post_bridge,1060152,2136615,3196767,3203102,83
1964,27,MN,post_bridge,559624,991117,1550741,1554462,87
1964,28,MS,post_bridge,356529,52619,409148,409148,82
1964,29,MO,post_bridge,653535,1164344,1817879,2166499,115
1964,30,MT,post_bridge,113032,164246,277278,278628,56
1964,31,NE,post_bridge,276847,307307,584154,584154,93
1964,32,NV,post_bridge,54097,77210,131307,131307,16
1964,33,NH,post_bridge,104029,182065,286094,286094,10
1964,34,NJ,post_bridge,963843.0007750554,1867671.0013179735,2831514.002093029,2846770.0020945007,21
1964,35,NM,post_bridge,132838,194015,326853,328613,32
1964,36,NY,post_bridge,2243559.002783068,4913102.003481929,7156661.006264998,7166275.00627242,62
1964,37,NC,post_bridge,624844,800139,1424983,1424983,100
1964,38,ND,post_bridge,108207,149784,257991,258389,53
1964,39,OH,post_bridge,1470865,2498331,3969196,3969196,88
1964,40,OK,post_bridge,412665,519834,932499,932499,77
1964,41,OR,post_bridge,282779,501017,783796,786305,36
1964,42,PA,post_bridge,1673657,3130954,4804611,4822690,67
1964,44,RI,post_bridge,74615,315463,390078,390078,5
1964,45,SC,post_bridge,309048.0004031116,215723.0001805936,524771.0005837053,524779.0005837053,46
1964,46,SD,post_bridge,130108,163010,293118,293118,67
1964,47,TN,post_bridge,508965.00010057783,635047.0000921935,1144012.0001927717,1144046.0001927717,95
1964,48,TX,post_bridge,958566,1663185,2621751,2626811,254
1964,49,UT,post_bridge,181785,219628,401413,401413,29
1964,50,VT,post_bridge,54942,108127,163069,163089,14
1964,51,VA,post_bridge,481334.0001176004,558038.0002050913,1039372.0003226915,1042267.0003229539,130
1964,53,WA,post_bridge,470366.0009437856,779699.0011865781,1250065.0021303636,1258374.002132313,39
1964,54,WV,post_bridge,253953,538087,792040,792040,55
1964,55,WI,post_bridge,638495,1050424,1688919,1691815,72
1964,56,WY,post_bridge,61998,80718,142716,142716,23
1968,01,AL,post_bridge,146591,687664,834255,1044505,67
1968,04,AZ,post_bridge,266720.99993144,170513.9999423,437234.99987374,486935.99985367,14
1968,05,AR,post_bridge,189062,184904,373966,609593,75
1968,06,CA,post_bridge,3467664,3244318,6711982,7251587,58
1968,08,CO,post_bridge,409345.00240446796,335174.00168662006,744519.0040910881,811199.0043874222,63
1968,09,CT,post_bridge,556721,621561,1178282,1254932,8
1968,10,DE,post_bridge,96714,89194,185908,214367,3
1968,11,DC,post_bridge,31012,139566,170578,170578,1
1968,12,FL,post_bridge,886804,676794,1563598,2187805,67
1968,13,GA,post_bridge,380111.00000755786,334438.0000130396,714549.0000205974,1250272.0000531604,159
1968,16,ID,post_bridge,165369,89273,254642,291183,44
1968,17,IL,post_bridge,2174774,2039814,4214588,4619749,102
1968,18,IN,post_bridge,1067885,806659,1874544,2123561,92
1968,19,IA,post_bridge,619106,476699,1095805,1167931,99
1968,20,KS,post_bridge,478674,302996,781670,872783,105
1968,21,KY,post_bridge,462411,397540,859951,1055892,120
1968,22,LA,post_bridge,257535,309615,567150,1097450,64
1968,23,ME,post_bridge,169253.99993964576,219117.9999164166,388371.99985606235,392935.9998540502,16
1968,24,MD,post_bridge,517995,538310,1056305,1235039,24
1968,25,MA,post_bridge,766844,1469218,2236062,2331752,14
1968,26,MI,post_bridge,1370665,1593082,2963747,3306250,83
1968,27,MN,post_bridge,658643,857738,1516381,1588506,87
1968,28,MS,post_bridge,88516,150644,239160,654509,82
1968,29,MO,post_bridge,811932,791444,1603376,2116409,115
1968,30,MT,post_bridge,138835,114117,252952,274404,56
1968,31,NE,post_bridge,321163,170784,491947,536851,93
1968,32,NV,post_bridge,70019,58828,128847,148617,16
1968,33,NH,post_bridge,154903,130589,285492,297298,10
1968,34,NJ,post_bridge,1325467.001000489,1264206.0008972227,2589673.001897712,2875395.0022475035,21
1968,35,NM,post_bridge,169692,130081,299773,327281,32
1968,36,NY,post_bridge,3007932.0042035608,3066848.0022216537,6074780.006425214,6790066.007225507,62
1968,37,NC,post_bridge,627192,464113,1091305,1587493,100
1968,38,ND,post_bridge,138669,94769,233438,247882,53
1968,39,OH,post_bridge,1791014,1700586,3491600,3959698,88
1968,40,OK,post_bridge,449697,301658,751355,943086,77
1968,41,OR,post_bridge,408433,358866,767299,819622,36
1968,42,PA,post_bridge,2090017,2259405,4349422,4747928,67
1968,44,RI,post_bridge,122359,246518,368877,384938,5
1968,45,SC,post_bridge,254062.00030109682,197486.0002274532,451548.00052855,666978.000692912,46
1968,46,SD,post_bridge,149841,118023,267864,281264,67
1968,47,TN,post_bridge,472592.00010674965,351233.00004597905,823825.0001527288,1248617.0001932362,95
1968,48,TX,post_bridge,1227844,1266804,2494648,3079216,254
1968,49,UT,post_bridge,238728,156665,395393,422568,29
1968,50,VT,post_bridge,85142,70255,155397,161404,14
1968,51,VA,post_bridge,590319.0002616232,442387.0001506732,1032706.0004122969,1359930.000452089,134
1968,53,WA,post_bridge,595553.001015085,620220.0009480662,1215773.0019631514,1316803.0021272297,39
1968,54,WV,post_bridge,307555,374091,681646,754206,55
1968,55,WI,post_bridge,809997,748804,1558801,1691538,72
1968,56,WY,post_bridge,70927,45173,116100,127205,23
1972,01,AL,post_bridge,728701,256923,985624,1006093,67
1972,04,AZ,post_bridge,402811.99990403996,198539.99995245,601351.9998564901,653504.99984894,14
1972,05,AR,post_bridge,445751,198899,644650,647666,75
1972,06,CA,post_bridge,4602096,3475847,8077943,8367862,58
1972,08,CO,post_bridge,597189.0035438407,329980.00163832755,927169.0051821682,953885.0053007023,63
1972,09,CT,post_bridge,810763,555498,1366261,1383500,8
1972,10,DE,post_bridge,140357,92283,232640,235516,3
1972,11,DC,post_bridge,35226,127627,162853,163421,1
1972,12,FL,post_bridge,1857759,718117,2575876,2583283,67
1972,13,GA,post_bridge,881496.0000315004,289529.0000063924,1171025.000037893,1171025.000037893,159
1972,16,ID,post_bridge,199384,80826,280210,310379,44
1972,17,IL,post_bridge,2788179,1913472,4701651,4723236,102
1972,18,IN,post_bridge,1405154,708568,2113722,2125529,92
1972,19,IA,post_bridge,706207,496206,1202413,1225944,99
1972,20,KS,post_bridge,619812,270287,890099,916095,105
1972,21,KY,post_bridge,676446,371159,1047605,1067499,120
1972,22,LA,post_bridge,686852,298142,984994,1051491,64
1972,23,ME,post_bridge,256457.99990412884,160583.99993768038,417041.9998418092,417270.9998417662,16
1972,24,MD,post_bridge,829305,505781,1335086,1353812,24
1972,25,MA,post_bridge,1112078,1332540,2444618,2458756,14
1972,26,MI,post_bridge,1961721,1459435,3421156,3490325,83
1972,27,MN,post_bridge,898269,802346,1700615,1741652,87
1972,28,MS,post_bridge,505125,126782,631907,645963,82
1972,29,MO,post_bridge,1153852,697147,1850999,2275947,115
1972,30,MT,post_bridge,183976,120197,304173,317603,56
1972,31,NE,post_bridge,406298,169991,576289,576289,93
1972,32,NV,post_bridge,115750,66016,181766,181766,17
1972,33,NH,post_bridge,213724,116435,330159,334059,10
1972,34,NJ,post_bridge,1845502.0014651562,1102211.0008341442,2947713.0022993004,2997229.0023285346,21
1972,35,NM,post_bridge,235606,141084,376690,385931,32
1972,36,NY,post_bridge,4192778.0061011943,2951084.002553462,7143862.008654657,7161830.008674034,62
1972,37,NC,post_bridge,1054889,438705,1493594,1518612,100
1972,38,ND,post_bridge,174109,100384,274493,280514,53
1972,39,OH,post_bridge,2441827,1558889,4000716,4094787,88
1972,40,OK,post_bridge,759025,247147,1006172,1029900,77
1972,41,OR,post_bridge,486686,392760,879446,927946,36
1972,42,PA,post_bridge,2714521,1796951,4511472,4592106,67
1972,44,RI,post_bridge,220383,194645,415028,415808,5
1972,45,SC,post_bridge,478427.0004943012,189270.000209002,667697.0007033031,677863.0007185428,46
1972,46,SD,post_bridge,166476,139945,306421,307436,67
1972,47,TN,post_bridge,813147.0001333808,357293.0000451264,1170440.000178507,1201182.0001807935,95
1972,48,TX,post_bridge,2298896,1154291,3453187,3472714,254
1972,49,UT,post_bridge,323643,126284,449927,478476,29
1972,50,VT,post_bridge,117149,68174,185323,186946,14
1972,51,VA,post_bridge,982726.00058693,434958.00017475203,1417684.000761682,1447053.000777527,133
1972,53,WA,post_bridge,837135.0014202553,568334.00084728,1405469.0022675353,1470847.0023922855,39
1972,54,WV,post_bridge,484964,277435,762399,762399,55
1972,55,WI,post_bridge,989430,810174,1799604,1851997,72
1972,56,WY,post_bridge,100464,44358,144822,145570,23
1976,01,AL,post_bridge,504070,659170,1163240,1182542,67
1976,04,AZ,post_bridge,418641.99990676,295601.99992002,714243.9998267799,742718.9998211999,14
1976,05,AR,post_bridge,268753,499614,768367,769396,75
1976,06,CA,post_bridge,3882244,3742284,7624528,7867117,58
1976,08,CO,post_bridge,584367.0039330536,460353.0023792975,1044720.0063123511,1081135.0065138224,63
1976,09,CT,post_bridge,719261,647895,1367156,1376046,8
1976,10,DE,post_bridge,109831,122596,232427,235834,3
1976,11,DC,post_bridge,27873,137818,165691,168830,1
1976,12,FL,post_bridge,1469531,1636000,3105531,3150631,67
1976,13,GA,post_bridge,483743.00001799513,979409.0000389762,1463152.000056971,1463152.000056971,159
1976,16,ID,post_bridge,204151,126549,330700,340932,44
1976,17,IL,post_bridge,2364269,2271295,4635564,4718833,102
1976,18,IN,post_bridge,1183958,1014714,2198672,2220362,92
1976,19,IA,post_bridge,632863,619931,1252794,1279306,99
1976,20,KS,post_bridge,502752,430421,933173,957845,105
1976,21,KY,post_bridge,531852,615717,1147569,1167142,120
1976,22,LA,post_bridge,587446,661365,1248811,1278439,64
1976,23,ME,post_bridge,236319.99990844668,232278.9999120969,468598.99982054357,483207.9998155694,16
1976,24,MD,post_bridge,672661,759612,1432273,1432273,24
1976,25,MA,post_bridge,1030276,1429475,2459751,2547558,14
1976,26,MI,post_bridge,1893742,1696714,3590456,3653749,83
1976,27,MN,post_bridge,819395,1070440,1889835,1949589,87
1976,28,MS,post_bridge,366845,381309,748154,769363,82
1976,29,MO,post_bridge,927443,998387,1925830,2385039,115
1976,30,MT,post_bridge,173703,149259,322962,328734,56
1976,31,NE,post_bridge,359705,233692,593397,607668,93
1976,32,NV,post_bridge,101273,92479,193752,201876,17
1976,33,NH,post_bridge,185935,147635,333570,339618,10
1976,34,NJ,post_bridge,1509688.0011408376,1444653.0012663403,2954341.002407178,3014472.0024623754,21
1976,35,NM,post_bridge,211419,201148,412567,416590,32
1976,36,NY,post_bridge,3100791.004798946,3389558.0040153107,6490349.008814257,6534420.008869725,62
1976,37,NC,post_bridge,741960,927365,1669325,1677906,100
1976,38,ND,post_bridge,153470,136078,289548,297090,53
1976,39,OH,post_bridge,2000505,2011621,4012126,4111874,88
1976,40,OK,post_bridge,545708,532442,1078150,1092251,77
1976,41,OR,post_bridge,492120,490407,982527,1029876,36
1976,42,PA,post_bridge,2205604,2328677,4534281,4620787,67
1976,44,RI,post_bridge,181249,227636,408885,410584,5
1976,45,SC,post_bridge,346140.000421724,450825.0004256672,796965.0008473912,801913.000857522,46
1976,46,SD,post_bridge,151505,147068,298573,300886,67
1976,47,TN,post_bridge,633969.0001129588,825879.0001254354,1459848.0002383944,1476345.0002403017,95
1976,48,TX,post_bridge,1953300,2082319,4035619,4071884,254
1976,49,UT,post_bridge,337908,182110,520018,541198,29
1976,50,VT,post_bridge,102085,81044,183129,187855,14
1976,51,VA,post_bridge,832657.0005095428,810401.000413332,1643058.0009228743,1689528.0009315596,133
1976,53,WA,post_bridge,777732.0013050218,717323.0010636627,1495055.0023686846,1555534.002445201,39
1976,54,WV,post_bridge,314760,435914,750674,750674,55
1976,55,WI,post_bridge,1004987,1040232,2045219,2101336,72
1976,56,WY,post_bridge,92717,62239,154956,156343,23
1980,01,AL,post_bridge,654192,636730,1290922,1341929,67
1980,04,AZ,post_bridge,529688.00013393,246843.00006013998,776531.0001940699,873945.00021145,14
1980,05,AR,post_bridge,403164,398041,801205,837582,75
1980,06,CA,post_bridge,4524858,3083641,7608499,8585801,58
1980,08,CO,post_bridge,652264.0016091673,367973.0009668989,1020237.0025760662,1184415.0031014683,63
1980,09,CT,post_bridge,677210,541732,1218942,1405449,8
1980,10,DE,post_bridge,111252,105754,217006,235668,3
1980,11,DC,post_bridge,23313,130231,153544,173889,1
1980,12,FL,post_bridge,2046951.0004699158,1419475.0002292052,3466426.000699121,3687026.000724625,67
1980,13,GA,post_bridge,654167.9999881975,890732.9999650347,1544900.999953232,1596582.9999529158,159
1980,16,ID,post_bridge,290699,110192,400891,437431,44
1980,17,IL,post_bridge,2358049,1981413,4339462,4749721,102
1980,18,IN,post_bridge,1255656,844197,2099853,2242033,92
1980,19,IA,post_bridge,676026,508672,1184698,1317661,99
1980,20,KS,post_bridge,566812,326150,892962,979795,105
1980,21,KY,post_bridge,635274,616417,1251691,1294627,120
1980,22,LA,post_bridge,792853,708453,1501306,1548591,64
1980,23,ME,post_bridge,238522,220974,459496,523011,16
1980,24,MD,post_bridge,680606,726161,1406767,1540496,24
1980,25,MA,post_bridge,1057631,1053802,2111433,2524298,14
1980,26,MI,post_bridge,1915225,1661532,3576757,3909725,83
1980,27,MN,post_bridge,873241,954174,1827415,2051672,87
1980,28,MS,post_bridge,441089,429281,870370,892620,82
1980,29,MO,post_bridge,1074181,931182,2005363,2527017,115
1980,30,MT,post_bridge,206814,118032,324846,363952,56
1980,31,NE,post_bridge,419937,166851,586788,640854,93
1980,32,NV,post_bridge,155017,66666,221683,247885,17
1980,33,NH,post_bridge,221705,108864,330569,383931,10
1980,34,NJ,post_bridge,1546556.9990165336,1147363.9992727824,2693920.998289316,2975683.9980747667,21
1980,35,NM,post_bridge,250778.99977646,167825.99986228,418604.99963874,456236.99961716,32
1980,36,NY,post_bridge,2893831,2728372,5622203,6201673,62
1980,37,NC,post_bridge,915018,875635,1790653,1855833,100
1980,38,ND,post_bridge,193695,79189,272884,301545,53
1980,39,OH,post_bridge,2206545,1752414,3958959,4283603,88
1980,40,OK,post_bridge,695570,402026,1097596,1149708,77
1980,41,OR,post_bridge,571044.0011543457,456890.0008791862,1027934.002033532,1181516.0023378846,36
1980,42,PA,post_bridge,2261872,1937540,4199412,4561501,67
1980,44,RI,post_bridge,154793,198342,353135,415967,5
1980,45,SC,post_bridge,441206,427559,868765,890105,46
1980,46,SD,post_bridge,198343,103855,302198,327703,66
1980,47,TN,post_bridge,787760.9999428706,783050.999962118,1570811.9999049883,1617615.999903257,95
1980,48,TX,post_bridge,2510705,1881147,4391852,4541637,254
1980,49,UT,post_bridge,439687,124266,563953,604222,29
1980,50,VT,post_bridge,94598,81891,176489,213207,14
1980,51,VA,post_bridge,989609.0040437401,752174.0022055326,1741783.006249273,1866032.007099174,136
1980,53,WA,post_bridge,865244.0021164016,650193.0013350273,1515437.003451429,1742394.0038125636,39
1980,54,WV,post_bridge,334206,367462,701668,737715,55
1980,55,WI,post_bridge,1088845,981584,2070429,2271884,72
1980,56,WY,post_bridge,110700,49427,160127,176713,23
1984,01,AL,post_bridge,873067,550899,1423966,1440950,67
1984,04,AZ,post_bridge,678659.00013848,332352.00006458,1011011.00020306,1021584.0002048099,14
1984,05,AR,post_bridge,534774,338646,873420,884406,75
1984,06,CA,post_bridge,5467009,3922519,9389528,9505041,58
1984,08,CO,post_bridge,821817.001973169,454975.0013113463,1276792.0032845153,1295358.003344333,63
1984,09,CT,post_bridge,890877,569597,1460474,1466674,8
1984,10,DE,post_bridge,152190,101656,253846,254572,3
1984,11,DC,post_bridge,29009,180408,209417,211288,1
1984,12,FL,post_bridge,2730350.000647993,1448816.0001648895,4179166.0008128826,4180051.0008128826,67
1984,13,GA,post_bridge,1068721.9999819407,706627.999972271,1775349.9999542115,1775349.9999542115,159
1984,16,ID,post_bridge,297523,108510,406033,411144,44
1984,17,IL,post_bridge,2707103,2086499,4793602,4819088,102
1984,18,IN,post_bridge,1377230,841481,2218711,2233069,92
1984,19,IA,post_bridge,703088,605620,1308708,1319805,99
1984,20,KS,post_bridge,677296,333149,1010445,1021991,105
1984,21,KY,post_bridge,822782,539589,1362371,1370461,120
1984,22,LA,post_bridge,1037299,651586,1688885,1706822,64
1984,23,ME,post_bridge,336500,214515,551015,553144,16
1984,24,MD,post_bridge,879918,787935,1667853,1675873,24
1984,25,MA,post_bridge,1310936,1239606,2550542,2559453,14
1984,26,MI,post_bridge,2251571,1529638,3781209,3801658,83
1984,27,MN,post_bridge,1032603,1036364,2068967,2083726,87
1984,28,MS,post_bridge,582377,352192,934569,941092,82
1984,29,MO,post_bridge,1274188,848583,2122771,2603599,115
1984,30,MT,post_bridge,232450,146742,379192,384377,56
1984,31,NE,post_bridge,460054,187866,647920,652090,93
1984,32,NV,post_bridge,188770,91655,280425,286667,17
1984,33,NH,post_bridge,267051,120395,387446,388954,10
1984,34,NJ,post_bridge,1933629.9986813995,1261322.9992020712,3194952.9978834707,3217861.99787598,21
1984,35,NM,post_bridge,303522.99983052,198628.99989213998,502151.99972266,507629.99971902,32
1984,36,NY,post_bridge,3664763,3119609,6784372,6806810,62
1984,37,NC,post_bridge,1346481,824287,2170768,2175361,100
1984,38,ND,post_bridge,200336,104429,304765,308971,53
1984,39,OH,post_bridge,2678559,1825440,4503999,4547619,88
