control,standardized_control,n_nonmissing,mean,sd,min,max
l_shind_manuf_cbp,z_l_shind_manuf_cbp,722,22.131169850228567,12.848215957923227,0.6904367208480835,61.819671630859375
l_sh_popedu_c,z_l_sh_popedu_c,722,42.19444339625393,8.573640410945398,19.9439754486084,69.64967346191406
l_sh_popfborn,z_l_sh_popfborn,722,3.912042399027341,4.968978453529707,0.38452690839767456,39.943973541259766
l_sh_empl_f,z_l_sh_empl_f,722,61.141520951923575,6.633984525706425,33.243263244628906,77.29937744140625
l_sh_routine33,z_l_sh_routine33,722,28.323677697009987,3.3616892612886558,19.991844177246094,37.74757766723633
l_task_outsource,z_l_task_outsource,722,-0.40991743265875613,0.4068310442216691,-1.4910008907318115,1.0248268842697144
