sample,spec,se_type,term,year,estimate,std.error,conf.low,conf.high,statistic,p.value,vcov_repair_required,vcov_repaired
main_1972_start,minimal_full_panel,heteroskedastic,es_1972,1972,1.5348213288016914e-4,0.0031146876482269765,-0.005951193480736463,0.006258157746496802,0.04927689393430453,0.9606997721271506,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_1976,1976,-0.007392134206754636,0.005667330813526135,-0.018499898489739944,0.0037156300762306704,-1.3043413998547495,0.1921519500201381,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_1980,1980,-0.007256911167998781,0.005647172362057728,-0.018325165612121913,0.003811343276124349,-1.2850521823552934,0.19880849691010785,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_1984,1984,-6.256487718885523e-4,0.0032131135344668923,-0.006923235577681857,0.005671938033904752,-0.1947172937330886,0.8456188507853857,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_1992,1992,-0.0032763209176826184,0.0025538893184322365,-0.008281852002311345,0.001729210166946109,-1.282875061983447,0.1995702634540998,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_1996,1996,-0.0023744552520836315,0.0028105975095112094,-0.007883125145763573,0.0031342146415963093,-0.8448222287425895,0.39823349423739884,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_2000,2000,-0.001100194687918238,0.00275992444113555,-0.006509547192595751,0.004309157816759274,-0.3986321768524834,0.6901740998212085,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_2004,2004,-4.96978013978356e-4,0.0027119125519603346,-0.005812228945042718,0.004818272917086005,-0.1832573891879774,0.8546003667101252,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_2008,2008,0.0020447149513759715,0.0032336338348527764,-0.004293090904125609,0.008382520806877552,0.6323272998128636,0.5271897605123438,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_2012,2012,0.003028401570519996,0.003839353991095337,-0.004496593975926977,0.01055339711696697,0.7887789397757556,0.43026286299407157,FALSE,FALSE
