crosswalk_slug,crosswalk_specification,crosswalk_weight,crosswalk_missing_weight_policy,status,error_message,diagnostics_dir,archived_at
m2,Pure M2,m2_weight,fallback_m2,completed,NA,output/diagnostics/by_crosswalk/m2,2026-05-10 13:24:18 CDT
