sample,spec,se_type,term,year,estimate,std.error,conf.low,conf.high,statistic,p.value,vcov_repair_required,vcov_repaired
main_1972_start,minimal_full_panel,heteroskedastic,es_1972,1972,1.5527955458879744e-4,0.003114907491574794,-0.005949826944071799,0.006260386053249393,0.04985045463109187,0.9602427119575851,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_1976,1976,-0.007399333742852161,0.0056687623296530106,-0.01850990374588943,0.0037112362601851093,-1.3052820549816702,0.19183158057795485,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_1980,1980,-0.007258701510178525,0.005648033102435692,-0.0183286429744425,0.003811239954085453,-1.2851733299948682,0.1987661703145886,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_1984,1984,-6.261127229822642e-4,0.0032138821085882685,-0.006925205906372915,0.005672980460408387,-0.1948150871213166,0.8455422913330713,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_1992,1992,-0.003277662151914103,0.002554264826704963,-0.008283929219233271,0.0017286049154050646,-1.2832115596025855,0.19945238502084606,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_1996,1996,-0.002375796486315108,0.0028109121859552612,-0.007885083134492174,0.0031334901618619575,-0.8452048051112335,0.3980199044038609,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_2000,2000,-0.0011015250975474262,0.0027600012446752516,-0.00651102813439664,0.004307977939301787,-0.399103116229585,0.6898270900617054,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_2004,2004,-4.985171311561098e-4,0.002712006288107086,-0.005813951781692154,0.0048169175193799344,-0.18381857495767925,0.8541600973690411,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_2008,2008,0.002043190722664928,0.0032335645465159353,-0.004294479330191895,0.008380860775521751,0.6318694719938102,0.527488891089889,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_2012,2012,0.0030690731107551016,0.003840768135820016,-0.00445869410842117,0.010596840329931374,0.7990779454068359,0.42426718267640484,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_2016,2016,0.008414451698126352,0.005744945044394203,-0.002845433682048145,0.01967433707830085,1.4646705291527544,0.14304721356431366,FALSE,FALSE
main_1972_start,minimal_full_panel,heteroskedastic,es_2020,2020,0.008763399004731083,0.005072152576839474,-0.0011778373699663103,0.01870463537942848,1.7277475138951113,0.08406923471640713,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_1972,1972,1.5527955458879744e-4,0.0018992744803261442,-0.003567230023606471,0.0038777891327840663,0.08175730058887158,0.9348624016947682,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_1976,1976,-0.007399333742852161,0.003993635792917477,-0.015226716064340475,4.280485786361532e-4,-1.8527813066916434,0.06432215155332836,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_1980,1980,-0.007258701510178525,0.0038489972365007767,-0.014802597470314241,2.8519444995719206e-4,-1.8858682051893596,0.05971445572028174,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_1984,1984,-6.261127229822642e-4,0.0013396518356758491,-0.0032517820727298984,0.00199955662676537,-0.4673697346642255,0.6403765883948223,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_1992,1992,-0.003277662151914103,0.0012446433816037702,-0.005717118353453635,-8.382059503745714e-4,-2.633414679545165,0.008634277333061996,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_1996,1996,-0.002375796486315108,0.00215972005543278,-0.006608770011652203,0.0018571770390219881,-1.1000483513308992,0.2716782022692909,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_2000,2000,-0.0011015250975474262,0.003146347067328241,-0.007268252032373997,0.005065201837279144,-0.3500965004737382,0.7263685232236466,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_2004,2004,-4.985171311561098e-4,0.00341703067784939,-0.0071957741938094,0.006198739931497181,-0.1458919097179035,0.8840474962144831,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_2008,2008,0.002043190722664928,0.004135463678910332,-0.006062169147372835,0.010148550592702692,0.4940656916138835,0.6214102692858267,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_2012,2012,0.0030690731107551016,0.0048996644575910134,-0.006534092762454261,0.012672238983964464,0.6263843447483857,0.5312611338116916,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_2016,2016,0.008414451698126352,0.006873780424953333,-0.005057910372418605,0.02188681376867131,1.2241374000804628,0.22130024901126608,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_2020,2020,0.008763399004731083,0.0061987191818299505,-0.0033858673419332064,0.020912665351395375,1.413743508565265,0.15786884003790538,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,es_1972,1972,1.5527955458879744e-4,0.002580415794873217,-0.004902242468501003,0.005212801577678597,0.06017617583077411,0.9522704730673168,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,es_1976,1976,-0.007399333742852161,0.004918844023122321,-0.01704009087374201,0.00224142338803769,-1.5042830608308873,0.13919932583834266,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,es_1980,1980,-0.007258701510178525,0.004131084014372239,-0.015355477395457257,8.380743751002081e-4,-1.7570936550612757,0.08541465844241342,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,es_1984,1984,-6.261127229822642e-4,0.001651178595446904,-0.003862363302101627,0.0026101378561370985,-0.37919139983328215,0.7062535336026479,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,es_1992,1992,-0.003277662151914103,0.0018795004359938772,-0.00696141531538943,4.060910115612241e-4,-1.7439007137983875,0.08771431749272168,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,es_1996,1996,-0.002375796486315108,0.002671961864668637,-0.007612745509130121,0.0028611525364999053,-0.8891580818312846,0.3784465693784038,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,es_2000,2000,-0.0011015250975474262,0.004168892880102924,-0.009272404997954613,0.007069354802859761,-0.26422485039246946,0.7927618617043193,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,es_2004,2004,-4.985171311561098e-4,0.0047376239025868246,-0.009784089352522379,0.00878705509021016,-0.10522513846738886,0.9166449636594315,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,es_2008,2008,0.002043190722664928,0.0060029718989945595,-0.00972241799957042,0.013808799444900276,0.34036319960237416,0.7350996531635716,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,es_2012,2012,0.0030690731107551016,0.00654216050649249,-0.009753325863050494,0.015891472084560695,0.4691222582676365,0.6411511905318095,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,es_2016,2016,0.008414451698126352,0.008770408786516807,-0.008775233653140223,0.025604137049392926,0.9594138543533244,0.34226004170043867,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,es_2020,2020,0.008763399004731083,0.008277579407303226,-0.00746035851275364,0.02498715652221581,1.05869102228113,0.29515139357285264,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz_year,es_1972,1972,1.5527955458879744e-4,NA,NA,NA,NA,NA,TRUE,FALSE
main_1972_start,minimal_full_panel,cluster_cz_year,es_1976,1976,-0.007399333742852161,NA,NA,NA,NA,NA,TRUE,FALSE
main_1972_start,minimal_full_panel,cluster_cz_year,es_1980,1980,-0.007258701510178525,NA,NA,NA,NA,NA,TRUE,FALSE
main_1972_start,minimal_full_panel,cluster_cz_year,es_1984,1984,-6.261127229822642e-4,NA,NA,NA,NA,NA,TRUE,FALSE
main_1972_start,minimal_full_panel,cluster_cz_year,es_1992,1992,-0.003277662151914103,NA,NA,NA,NA,NA,TRUE,FALSE
main_1972_start,minimal_full_panel,cluster_cz_year,es_1996,1996,-0.002375796486315108,NA,NA,NA,NA,NA,TRUE,FALSE
main_1972_start,minimal_full_panel,cluster_cz_year,es_2000,2000,-0.0011015250975474262,0.001757743463431395,-0.004546638979933657,0.0023435887848388044,-0.6266700007503222,0.5426139111157655,TRUE,FALSE
main_1972_start,minimal_full_panel,cluster_cz_year,es_2004,2004,-4.985171311561098e-4,0.002295957523838794,-0.004998511187913907,0.004001476925601688,-0.217128202930601,0.8317562485682892,TRUE,FALSE
main_1972_start,minimal_full_panel,cluster_cz_year,es_2008,2008,0.002043190722664928,0.0028350587669960505,-0.003513422354701862,0.007599803800031718,0.7206872557459669,0.4849053010633073,TRUE,FALSE
main_1972_start,minimal_full_panel,cluster_cz_year,es_2012,2012,0.0030690731107551016,0.003347914133178127,-0.003492718013606659,0.009630864235116863,0.9167120149051357,0.3773490189866392,TRUE,FALSE
main_1972_start,minimal_full_panel,cluster_cz_year,es_2016,2016,0.008414451698126352,0.004253800552220306,7.715581835796015e-5,0.016751747577894743,1.9781020747985845,0.07133998399507906,TRUE,FALSE
