sample,spec,spec_label,se_type,year,term,estimate,std.error,conf.low,conf.high,statistic,p.value,vcov_repair_required,vcov_repaired
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,1976,es_1976,-0.005058285181594889,0.0029282263893973606,-0.010797503443393475,6.809330802036951e-4,-1.7274228522460322,0.08451999475458122,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,1980,es_1980,-4.694442262871603e-4,0.002611283958031624,-0.005587466737436343,0.004648578284862022,-0.17977524996593078,0.8573795265703228,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,1984,es_1984,3.738772460329799e-4,0.0011359813436527964,-0.0018526052746359188,0.0026003597667018786,0.32912269917282416,0.74215852716351,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,1992,es_1992,-0.003441010360017474,0.00134702226273086,-0.006081125481343609,-8.008952386913391e-4,-2.554531172366377,0.010837469656558164,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,1996,es_1996,-0.0038853551035813462,0.002593781381231986,-0.008969073194566593,0.0011983629874039,-1.497950109324901,0.13458387238984126,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,2000,es_2000,-0.0029025976872805066,0.0028737669034144013,-0.008535077317935926,0.0027298819433749138,-1.0100324016648152,0.3128186023948192,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,2004,es_2004,-0.0028696473119662644,0.002408648632011061,-0.007590511882119611,0.0018512172581870829,-1.1913930798492183,0.23389134437428033,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,2008,es_2008,9.929132874119872e-4,0.0026989035865796593,-0.004296840540030123,0.006282667114854097,0.36789505647747633,0.7130594614504262,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,2012,es_2012,0.0010680448426373377,0.002885838469895365,-0.004588094623557753,0.006724184308832428,0.3700986225594473,0.7114176972338191,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,2016,es_2016,8.646264994115801e-4,0.002489692509345386,-0.004015081151484527,0.0057443341503076875,0.3472824439829784,0.728480485052053,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,2020,es_2020,2.821419347545603e-4,0.002693815936160884,-0.004997640281100821,0.0055619241506099405,0.1047369016446823,0.9166137086439352,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,Full controls,cluster_cz,1972,es_1972,0.0019573458892654483,0.0024188211015165402,-0.002783456354752471,0.006698148133283368,0.8092148228896471,0.41865854604006913,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,Full controls,cluster_cz,1976,es_1976,-0.003776445420418834,0.002897042249050762,-0.009454543890249243,0.0019016530494115752,-1.3035520699279464,0.19280242614420806,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,Full controls,cluster_cz,1980,es_1980,-0.0013123731054752697,0.0022554363944463974,-0.005732947208011082,0.003108200997060543,-0.5818710333427048,0.5608354362586974,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,Full controls,cluster_cz,1984,es_1984,-2.918307455226959e-4,0.0011448890358047353,-0.002535772021994765,0.001952110530949373,-0.25489871629137395,0.7988740158667076,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,Full controls,cluster_cz,1992,es_1992,-0.004068190942181393,0.0014104501885476234,-0.006832622513722462,-0.0013037593706403234,-2.8843208893257786,0.004039556645043462,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,Full controls,cluster_cz,1996,es_1996,-0.0066386479286182,0.0024544956243299863,-0.011449370952516125,-0.0018279249047202743,-2.7046892497233026,0.006998162852023454,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,Full controls,cluster_cz,2000,es_2000,-0.0068360302397387105,0.002812216017058709,-0.012347872349920457,-0.0013241881295569646,-2.4308339751540498,0.015306908479707466,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,Full controls,cluster_cz,2004,es_2004,-0.005977173860074726,0.002601725040395088,-0.011076461236925114,-8.778864832243386e-4,-2.2973887583320702,0.021882204035922496,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,Full controls,cluster_cz,2008,es_2008,-0.0016894270309390394,0.0029663527036085124,-0.00750337149545474,0.00412451743357666,-0.5695300592151038,0.5691738696231101,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,Full controls,cluster_cz,2012,es_2012,-0.0017194543857490723,0.0032722012692766194,-0.008132851023697495,0.004693942252199351,-0.5254732958798679,0.5994157720635612,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,Full controls,cluster_cz,2016,es_2016,-0.0011822410909292907,0.0028274772125937786,-0.0067239945947207965,0.004359512412862215,-0.41812577150525115,0.675979665156579,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,Full controls,cluster_cz,2020,es_2020,-0.0017228441856176867,0.002857174529403417,-0.007322803360793559,0.0038771149895581863,-0.6029887806599689,0.5467057722338873,FALSE,FALSE
