gisjoin_1830,centroid_x,centroid_y,decade
G0100010,-86.575523,32.597874,1830
G0100030,-87.674187,30.792606,1830
G0100070,-87.030151,32.947727,1830
G0100090,-86.562202,34.060776,1830
G0100130,-86.613167,31.74865,1830
G0100250,-87.842873,31.661989,1830
G0100350,-87.009399,31.295198,1830
G0100390,-86.437309,31.281851,1830
G0100450,-85.805374,31.306826,1830
G0100470,-87.116653,32.30986,1830
G0100570,-87.850685,33.695221,1830
G0100590,-87.696266,34.533916,1830
G0100630,-87.838081,32.79274,1830
G0100670,-85.242554,31.344334,1830
G0100710,-86.105965,34.759266,1830
G0100715,-86.15506,33.226788,1830
G0100730,-86.891129,33.590927,1830
G0100770,-87.654373,34.901527,1830
G0100790,-87.326836,34.539974,1830
G0100830,-86.981339,34.810081,1830
G0100850,-86.605164,32.125675,1830
G0100890,-86.5504,34.759083,1830
G0100910,-87.780869,32.269329,1830
G0100930,-87.90583,34.050594,1830
G0100970,-88.191704,30.79265,1830
G0100990,-87.36998,31.575836,1830
G0101010,-86.172081,32.246918,1830
G0101030,-86.853729,34.447155,1830
G0101050,-87.280159,32.668591,1830
G0101070,-88.061089,33.278713,1830
G0101090,-85.801849,31.829073,1830
G0101150,-86.292984,33.736492,1830
G0101170,-86.667343,33.23637,1830
G0101250,-87.503464,33.281162,1830
G0101270,-87.249878,33.991703,1830
G0101290,-88.226349,31.502089,1830
G0101310,-87.332703,31.98601,1830
G0550015,-91.430908,34.146622,1830
G0550035,-91.442291,33.383564,1830
G0550055,-93.241219,34.094841,1830
G0550075,-92.567017,35.25428,1830
G0550095,-94.079285,35.241711,1830
G0550115,-90.252693,35.47472,1830
G0550135,-93.643402,33.811047,1830
G0550155,-93.401382,34.499023,1830
G0550175,-91.716019,35.70528,1830
G0550195,-92.700211,36.106869,1830
G0550215,-91.273674,35.456799,1830
G0550235,-91.924973,34.269047,1830
G0550255,-93.752403,33.269043,1830
G0550275,-90.889862,36.116791,1830
G0550295,-94.797112,33.389782,1830
G0550315,-91.158676,34.650482,1830
G0550335,-90.767708,34.543987,1830
G0550355,-93.364708,35.329762,1830
G0550375,-92.19696,34.746838,1830
G0550395,-90.915825,35.162273,1830
G0550415,-94.214722,34.019432,1830
G0550435,-92.488808,33.471889,1830
G0550455,-94.122192,36.134033,1830
G0900010,-73.389023,41.273098,1830
G0900030,-72.732841,41.806408,1830
G0900050,-73.245316,41.792496,1830
G0900070,-72.536087,41.464191,1830
G0900090,-72.932335,41.410847,1830
G0900110,-72.116753,41.483704,1830
G0900130,-72.336006,41.854683,1830
G0900150,-71.97699,41.814384,1830
G1000010,-75.570091,39.082642,1830
G1000030,-75.649185,39.570881,1830
G1000050,-75.398026,38.661518,1830
