gisjoin_1980,centroid_x,centroid_y,decade
G0100010,-86.642784,32.534931,1980
G0100030,-87.723816,30.735128,1980
G0100050,-85.393196,31.869604,1980
G0100070,-87.126442,32.998646,1980
G0100090,-86.56739,33.980888,1980
G0100110,-85.716072,32.100487,1980
G0100130,-86.68029,31.752422,1980
G0100150,-85.82605,33.77142,1980
G0100170,-85.392044,32.914371,1980
G0100190,-85.603798,34.175945,1980
G0100210,-86.718819,32.847851,1980
G0100230,-88.263199,32.019611,1980
G0100250,-87.830803,31.676649,1980
G0100270,-85.860542,33.269085,1980
G0100290,-85.518768,33.674557,1980
G0100310,-85.98819,31.40263,1980
G0100330,-87.804909,34.700439,1980
G0100350,-86.993652,31.429285,1980
G0100370,-86.247658,32.936226,1980
G0100390,-86.451233,31.24848,1980
G0100410,-86.313545,31.731497,1980
G0100430,-86.867622,34.131962,1980
G0100450,-85.611023,31.431824,1980
G0100470,-87.106506,32.32584,1980
G0100490,-85.804131,34.459782,1980
G0100510,-86.149162,32.596619,1980
G0100530,-87.161552,31.126156,1980
G0100550,-86.034805,34.045246,1980
G0100570,-87.738861,33.721203,1980
G0100590,-87.843811,34.441669,1980
G0100610,-85.838974,31.095016,1980
G0100630,-87.952232,32.853138,1980
G0100650,-87.62912,32.762676,1980
G0100670,-85.241402,31.514687,1980
G0100690,-85.302521,31.153177,1980
G0100710,-85.99929,34.77943,1980
G0100730,-86.896492,33.554317,1980
G0100750,-88.096901,33.779205,1980
G0100770,-87.654373,34.901527,1980
G0100790,-87.311043,34.521969,1980
G0100810,-85.355629,32.601177,1980
G0100830,-86.981339,34.810081,1980
G0100850,-86.650101,32.154743,1980
G0100870,-85.692627,32.386002,1980
G0100890,-86.550201,34.763115,1980
G0100910,-87.789497,32.247643,1980
G0100930,-87.887138,34.136547,1980
G0100950,-86.306625,34.366974,1980
G0100970,-88.207176,30.789749,1980
G0100990,-87.365425,31.570807,1980
G0101010,-86.207611,32.220222,1980
G0101030,-86.852921,34.453472,1980
G0101050,-87.29422,32.638512,1980
G0101070,-88.088676,33.280888,1980
G0101090,-85.940887,31.802389,1980
G0101110,-85.459068,33.293785,1980
G0101130,-85.184921,32.288445,1980
G0101150,-86.314697,33.715694,1980
G0101170,-86.660652,33.264275,1980
G0101190,-88.198792,32.591011,1980
G0101210,-86.165909,33.380043,1980
G0101230,-85.797501,32.862404,1980
G0101250,-87.525032,33.289551,1980
G0101270,-87.297333,33.803352,1980
G0101290,-88.207878,31.407604,1980
G0101310,-87.308205,31.98925,1980
G0101330,-87.373688,34.149227,1980
G0200100,-161.59813,55.774387,1980
G0200200,-149.11858,61.153194,1980
G0200500,-160.17958,60.88068,1980
G0200600,-156.70119,58.742435,1980
G0200700,-156.79381,59.234425,1980
G0200900,-146.56291,64.808456,1980
G0201000,-135.5045,59.120686,1980
G0201100,-133.70152,58.250854,1980
G0201220,-151.91602,61.072056,1980
G0201300,-131.37854,55.566944,1980
G0201400,-159.61469,66.96524,1980
G0201500,-153.38402,57.561432,1980
G0201700,-149.5752,62.319038,1980
G0201800,-163.97015,64.894249,1980
G0201850,-153.65895,69.272278,1980
G0202010,-131.71249,55.971928,1980
G0202200,-135.30119,57.237514,1980
G0202310,-136.79846,58.799446,1980
G0202400,-143.3548,63.875408,1980
G0202610,-144.35052,61.539616,1980
G0202700,-163.36501,62.15163,1980
G0202800,-132.71341,56.602047,1980
G0202900,-151.30763,65.379959,1980
G0400010,-109.48885,35.395622,1980
G0400030,-109.75113,31.879553,1980
G0400050,-111.7705,35.83873,1980
G0400070,-110.81171,33.799702,1980
G0400090,-109.88742,32.932709,1980
G0400110,-109.2401,33.215355,1980
G0400130,-112.49123,33.348843,1980
G0400150,-113.75819,35.704391,1980
G0400170,-110.32141,35.39962,1980
G0400190,-111.78994,32.097385,1980
G0400210,-111.34475,32.904305,1980
G0400230,-110.84657,31.526003,1980
G0400250,-112.55387,34.599888,1980
G0400270,-113.93985,33.203777,1980
G0500010,-91.374908,34.290787,1980
G0500030,-91.767937,33.191181,1980
G0500050,-92.336983,36.287197,1980
G0500070,-94.257332,36.339184,1980
G0500090,-93.091499,36.308582,1980
G0500110,-92.162277,33.46587,1980
G0500130,-92.503136,33.558048,1980
G0500150,-93.5382,36.341022,1980
G0500170,-91.293983,33.267212,1980
G0500190,-93.176392,34.050999,1980
G0500210,-90.417381,36.368408,1980
G0500230,-92.026756,35.538101,1980
G0500250,-92.185165,33.898346,1980
G0500270,-93.227333,33.214306,1980
G0500290,-92.701324,35.262196,1980
G0500310,-90.63279,35.830772,1980
G0500330,-94.243011,35.588821,1980
G0500350,-90.308868,35.207905,1980
G0500370,-90.771255,35.295746,1980
G0500390,-92.654503,33.969814,1980
G0500410,-91.253944,33.833328,1980
G0500430,-91.720032,33.589451,1980
G0500450,-92.332039,35.146976,1980
G0500470,-93.890617,35.512318,1980
G0500490,-91.81826,36.381668,1980
G0500510,-93.150436,34.576687,1980
G0500530,-92.423576,34.290009,1980
G0500550,-90.559105,36.117691,1980
G0500570,-93.668442,33.735348,1980
G0500590,-92.946007,34.317642,1980
G0500610,-93.993484,34.088745,1980
G0500630,-91.569717,35.74157,1980
G0500650,-91.913414,36.094875,1980
G0500670,-91.214577,35.599251,1980
G0500690,-91.931541,34.268795,1980
G0500710,-93.459915,35.570053,1980
G0500730,-93.607079,33.240929,1980
G0500750,-91.107071,36.041256,1980
G0500770,-90.782036,34.780632,1980
G0500790,-91.73333,33.957458,1980
G0500810,-94.234337,33.700512,1980
G0500830,-93.716316,35.21526,1980
G0500850,-91.888672,34.754238,1980
G0500870,-93.724564,36.01096,1980
G0500890,-92.684235,36.268364,1980
G0500910,-93.891571,33.312164,1980
G0500930,-90.054001,35.763927,1980
G0500950,-91.203857,34.67783,1980
G0500970,-93.659531,34.538795,1980
G0500990,-93.307167,33.664047,1980
G0501010,-93.217873,35.919971,1980
G0501030,-92.881989,33.593334,1980
G0501050,-92.931496,34.947372,1980
G0501070,-90.848015,34.428288,1980
G0501090,-93.656395,34.163589,1980
G0501110,-90.66288,35.574032,1980
G0501130,-94.228065,34.485851,1980
G0501150,-93.034164,35.447628,1980
G0501170,-91.552773,34.829742,1980
G0501190,-92.311798,34.769924,1980
G0501210,-91.027763,36.341511,1980
G0501230,-90.747742,35.022015,1980
G0501250,-92.676582,34.646614,1980
G0501270,-94.063263,34.860771,1980
G0501290,-92.699486,35.910904,1980
G0501310,-94.274017,35.199291,1980
G0501330,-94.241196,33.997223,1980
G0501350,-91.479889,36.161125,1980
G0501370,-92.156685,35.859867,1980
G0501390,-92.59729,33.171326,1980
