gisjoin_1840,centroid_x,centroid_y,decade
G0100010,-86.576363,32.598579,1840
G0100030,-87.684669,30.795168,1840
G0100050,-85.386963,31.89929,1840
G0100055,-85.70639,33.788967,1840
G0100070,-87.04512,32.944347,1840
G0100090,-86.619377,34.04454,1840
G0100130,-86.611801,31.74968,1840
G0100170,-85.382454,32.872917,1840
G0100190,-85.680733,34.220741,1840
G0100250,-87.830727,31.676735,1840
G0100350,-87.008965,31.296055,1840
G0100370,-86.222397,32.859409,1840
G0100390,-86.437309,31.281851,1840
G0100450,-85.805374,31.306826,1840
G0100470,-87.113197,32.31007,1840
G0100490,-85.857109,34.451656,1840
G0100570,-87.846008,33.698952,1840
G0100590,-87.844734,34.559856,1840
G0100630,-87.837807,32.792561,1840
G0100670,-85.240417,31.353378,1840
G0100710,-86.01915,34.784416,1840
G0100730,-86.902878,33.572147,1840
G0100770,-87.654373,34.901527,1840
G0100790,-87.326836,34.539974,1840
G0100830,-86.981339,34.810081,1840
G0100850,-86.605164,32.125675,1840
G0100870,-85.65181,32.395088,1840
G0100890,-86.550201,34.763115,1840
G0100910,-87.77861,32.26947,1840
G0100930,-87.930199,34.076698,1840
G0100950,-86.268242,34.31554,1840
G0100970,-88.206261,30.7887,1840
G0100990,-87.365425,31.570807,1840
G0101010,-86.166626,32.24881,1840
G0101030,-86.803802,34.439224,1840
G0101050,-87.279068,32.668697,1840
G0101070,-88.075928,33.262188,1840
G0101090,-85.918755,31.862375,1840
G0101110,-85.511414,33.33831,1840
G0101130,-85.206062,32.385838,1840
G0101150,-86.291367,33.746849,1840
G0101170,-86.679321,33.224716,1840
G0101190,-88.203995,32.498936,1840
G0101210,-86.064484,33.33947,1840
G0101230,-85.814339,32.827141,1840
G0101250,-87.529762,33.272675,1840
G0101270,-87.249687,33.991528,1840
G0101290,-88.236336,31.592674,1840
G0101310,-87.308006,31.989315,1840
G0500010,-91.424965,34.293793,1840
G0500070,-94.258308,36.339336,1840
G0500150,-93.263084,36.171753,1840
G0500170,-91.442291,33.383564,1840
G0500190,-93.002411,34.046661,1840
G0500290,-92.628799,35.179775,1840
G0500330,-94.2761,35.401344,1840
G0500350,-90.398499,35.150253,1840
G0500410,-91.402321,33.907501,1840
G0500470,-93.892967,35.488369,1840
G0500550,-90.458763,36.172802,1840
G0500570,-93.600815,33.737305,1840
G0500590,-93.364769,34.531597,1840
G0500630,-91.689804,35.772453,1840
G0500650,-92.026115,36.203197,1840
G0500670,-91.222672,35.496349,1840
G0500690,-92.035583,34.234245,1840
G0500710,-93.523521,35.505726,1840
G0500730,-93.688141,33.26474,1840
G0500750,-91.312828,36.15712,1840
G0500870,-93.743828,36.06321,1840
G0500890,-92.622055,36.300106,1840
G0500930,-90.130447,35.74675,1840
G0500950,-91.166435,34.648396,1840
G0501070,-90.767708,34.543987,1840
G0501090,-93.716362,34.168137,1840
G0501110,-90.750397,35.592178,1840
G0501150,-93.196083,35.334137,1840
G0501190,-92.046852,34.791908,1840
G0501210,-90.863228,36.347004,1840
G0501230,-90.984505,35.039021,1840
G0501250,-92.481255,34.416912,1840
G0501270,-93.933746,34.936745,1840
G0501290,-92.643715,35.932381,1840
G0501330,-94.214462,34.019154,1840
G0501390,-92.485825,33.440029,1840
G0501410,-92.378334,35.586033,1840
G0501430,-94.215607,35.980713,1840
G0501450,-91.72287,35.255352,1840
G0900010,-73.389023,41.273098,1840
G0900030,-72.732841,41.806408,1840
G0900050,-73.245316,41.792496,1840
G0900070,-72.536087,41.464191,1840
G0900090,-72.932335,41.410847,1840
G0900110,-72.116753,41.483704,1840
G0900130,-72.336006,41.854683,1840
G0900150,-71.97699,41.814384,1840
G1000010,-75.570091,39.082642,1840
G1000030,-75.649185,39.570881,1840
G1000050,-75.398026,38.661518,1840
G1100005,-77.058899,38.822849,1840
G1100017,-77.070053,38.908642,1840
G1100035,-77.101181,38.878716,1840
G1100075,-77.061134,38.947796,1840
G1100115,-76.991798,38.892597,1840
G1250015,-82.49897,29.39282,1840
G1250035,-82.555466,30.188568,1840
G1250055,-80.581108,25.89056,1840
G1250075,-81.726006,30.196545,1840
G1250095,-87.071655,30.703796,1840
G1250115,-84.946312,29.855196,1840
G1250125,-85.221367,30.05612,1840
G1250135,-84.751228,30.32085,1840
G1250155,-82.947884,30.496372,1840
G1250175,-82.216728,27.559631,1840
G1250195,-85.303841,30.752623,1840
G1250215,-83.894234,30.436789,1840
G1250235,-84.334412,30.324493,1840
G1250255,-83.3908,30.027878,1840
G1250275,-81.311203,26.452492,1840
G1250295,-81.30088,28.15398,1840
G1250315,-81.812454,30.600315,1840
G1250355,-81.513504,29.7059,1840
G1250375,-86.245972,30.736681,1840
G1250395,-85.667755,30.404478,1840
G1300010,-82.294075,31.689737,1840
G1300070,-84.323013,31.35261,1840
G1300090,-83.250038,33.069736,1840
G1300210,-83.707626,32.806004,1840
G1300290,-81.417458,31.997692,1840
G1300310,-81.778442,32.412052,1840
G1300330,-81.994949,33.03167,1840
G1300350,-83.955673,33.288769,1840
G1300390,-81.850075,30.840111,1840
G1300395,-84.695297,33.657711,1840
G1300450,-85.107254,33.642868,1840
G1300455,-84.848396,34.326084,1840
G1300510,-81.140846,32.031372,1840
G1300550,-85.316788,34.483883,1840
G1300570,-84.456703,34.271832,1840
G1300590,-83.409569,33.883163,1840
G1300670,-84.603859,33.949112,1840
G1300730,-82.333435,33.531147,1840
G1300770,-84.762978,33.353546,1840
G1300790,-84.000084,32.707317,1840
G1300830,-85.504524,34.854523,1840
G1300870,-84.57901,30.896856,1840
G1300890,-84.304695,33.779762,1840
G1300930,-83.771935,32.02425,1840
G1300990,-84.861008,31.344929,1840
G1301030,-81.341339,32.367359,1840
G1301050,-82.863907,34.155884,1840
G1301070,-82.308411,32.584492,1840
G1301130,-84.46698,33.458942,1840
G1301150,-85.22406,34.251072,1840
G1301170,-84.136292,34.201275,1840
G1301190,-83.238045,34.399101,1840
G1301230,-84.445938,34.723175,1840
G1301270,-81.545723,31.233028,1840
G1301330,-83.166237,33.578953,1840
G1301350,-84.00222,33.965385,1840
G1301370,-83.593094,34.623318,1840
G1301390,-83.799957,34.318958,1840
G1301410,-83.001007,33.27026,1840
G1301450,-84.908913,32.73595,1840
G1301490,-85.128403,33.296185,1840
G1301510,-84.188965,33.445282,1840
G1301530,-83.732399,32.476894,1840
G1301550,-83.434219,31.598223,1840
G1301570,-83.587654,34.111805,1840
G1301590,-83.69014,33.320389,1840
G1301630,-82.420799,33.056149,1840
G1301690,-83.560394,33.023052,1840
G1301750,-82.909027,32.48679,1840
G1301770,-84.169357,31.765123,1840
G1301790,-81.581573,31.837769,1840
G1301810,-82.452888,33.794395,1840
G1301850,-83.311089,30.980358,1840
G1301870,-84.051704,34.517044,1840
G1301910,-81.508682,31.564247,1840
G1301930,-84.09034,32.403496,1840
G1301950,-83.209023,34.127934,1840
G1301970,-84.440903,32.392052,1840
G1301990,-84.689293,33.040451,1840
G1302070,-83.948158,33.023907,1840
G1302090,-82.635132,32.198814,1840
G1302110,-83.492409,33.590843,1840
G1302130,-84.843964,34.782104,1840
G1302150,-84.836044,32.424629,1840
G1302170,-83.9021,33.589474,1840
