gisjoin_1850,centroid_x,centroid_y,decade
G0100010,-86.576363,32.598579,1850
G0100030,-87.684669,30.795168,1850
G0100050,-85.386993,31.899313,1850
G0100055,-85.716515,33.774788,1850
G0100070,-87.044678,32.943573,1850
G0100090,-86.619148,34.043541,1850
G0100130,-86.610207,31.750616,1850
G0100170,-85.382454,32.872917,1850
G0100190,-85.660431,34.147125,1850
G0100230,-88.263199,32.019611,1850
G0100250,-87.830803,31.676649,1850
G0100310,-85.991791,31.30644,1850
G0100350,-87.008522,31.297159,1850
G0100370,-86.223396,32.861626,1850
G0100390,-86.437309,31.281851,1850
G0100450,-85.603149,31.306997,1850
G0100470,-87.113197,32.31007,1850
G0100490,-85.820641,34.438877,1850
G0100570,-87.875038,33.69265,1850
G0100590,-87.844734,34.559856,1850
G0100630,-87.837936,32.794033,1850
G0100655,-87.260078,34.14769,1850
G0100670,-85.240417,31.353378,1850
G0100710,-86.01915,34.784416,1850
G0100730,-86.90033,33.573307,1850
G0100770,-87.654373,34.901527,1850
G0100790,-87.326836,34.539974,1850
G0100830,-86.981339,34.810081,1850
G0100850,-86.605164,32.125675,1850
G0100870,-85.651749,32.39489,1850
G0100890,-86.550201,34.763115,1850
G0100910,-87.77861,32.26947,1850
G0100930,-87.930199,34.076698,1850
G0100950,-86.299126,34.325344,1850
G0100970,-88.206261,30.7887,1850
G0100990,-87.365425,31.570807,1850
G0101010,-86.166084,32.250801,1850
G0101030,-86.852684,34.446651,1850
G0101050,-87.280159,32.668591,1850
G0101070,-88.077271,33.263622,1850
G0101090,-85.918991,31.862173,1850
G0101110,-85.511414,33.33831,1850
G0101130,-85.206062,32.385838,1850
G0101150,-86.28817,33.74757,1850
G0101170,-86.679321,33.224716,1850
G0101190,-88.198792,32.591011,1850
G0101210,-86.064484,33.33947,1850
G0101230,-85.814224,32.826893,1850
G0101250,-87.529121,33.272053,1850
G0101270,-87.257942,33.818817,1850
G0101290,-88.208916,31.406267,1850
G0101310,-87.308205,31.98925,1850
G0500010,-91.428101,34.258301,1850
G0500030,-91.785736,33.198223,1850
G0500070,-94.258308,36.339336,1850
G0500110,-92.157867,33.599018,1850
G0500150,-93.297577,36.31522,1850
G0500170,-91.309921,33.322441,1850
G0500190,-93.214439,34.070454,1850
G0500290,-92.502296,35.253273,1850
G0500330,-94.2761,35.401344,1850
G0500350,-90.398499,35.150253,1850
G0500390,-92.598412,33.903355,1850
G0500410,-91.315163,33.88578,1850
G0500430,-91.756493,33.636375,1850
G0500470,-93.892967,35.488369,1850
G0500490,-92.044243,36.340111,1850
G0500550,-90.458763,36.172802,1850
G0500570,-93.600815,33.737305,1850
G0500590,-92.89238,34.379143,1850
G0500630,-91.639191,35.754784,1850
G0500650,-92.067177,36.010979,1850
G0500670,-91.222672,35.496349,1850
G0500690,-92.031754,34.237175,1850
G0500710,-93.519066,35.466953,1850
G0500730,-93.617287,33.256809,1850
G0500750,-91.313248,36.156647,1850
G0500870,-93.732628,36.059185,1850
G0500890,-92.687904,36.303265,1850
G0500930,-90.130447,35.74675,1850
G0500950,-91.219208,34.655647,1850
G0500970,-93.713531,34.567429,1850
G0501010,-93.222298,35.922432,1850
G0501030,-92.860344,33.561501,1850
G0501050,-92.899277,34.987331,1850
G0501070,-90.775337,34.531128,1850
G0501090,-93.713753,34.171055,1850
G0501110,-90.750397,35.592178,1850
G0501130,-94.209633,34.329456,1850
G0501150,-93.128601,35.448994,1850
G0501170,-91.804192,34.790253,1850
G0501190,-92.285751,34.787575,1850
G0501210,-90.863228,36.347004,1850
G0501230,-90.984505,35.039021,1850
G0501250,-92.645706,34.557686,1850
G0501270,-94.028969,34.92379,1850
G0501290,-92.643715,35.932381,1850
G0501330,-94.216591,33.882023,1850
G0501390,-92.662643,33.180347,1850
G0501410,-92.391457,35.580502,1850
G0501430,-94.215607,35.980713,1850
G0501450,-91.726036,35.253796,1850
G0501490,-93.408081,34.987141,1850
G0600070,-121.08414,39.984409,1850
G0600090,-120.41463,38.306564,1850
G0600110,-122.45139,39.750343,1850
G0600130,-121.91645,37.826683,1850
G0600170,-120.47191,38.73563,1850
G0600370,-118.04176,34.019535,1850
G0600410,-122.7213,38.0755,1850
G0600430,-118.96191,36.330547,1850
G0600450,-123.26706,39.318447,1850
G0600530,-121.27789,36.382442,1850
G0600550,-122.39361,38.593063,1850
G0600670,-121.33681,38.455456,1850
G0600730,-116.11111,34.415821,1850
G0600750,-122.35776,37.532021,1850
G0600770,-121.22207,37.933949,1850
G0600790,-120.38707,35.418674,1850
G0600830,-119.62234,34.573898,1850
G0600850,-121.71819,37.284756,1850
G0600870,-122.07138,37.102802,1850
G0600890,-121.34395,41.131069,1850
G0600950,-121.91927,38.294247,1850
G0600970,-122.78586,38.579575,1850
G0601010,-121.53074,38.854748,1850
G0601050,-123.36984,41.084698,1850
G0601090,-120.33289,37.857639,1850
G0601130,-122.12638,38.922325,1850
G0601150,-120.7223,39.289635,1850
G0900010,-73.389023,41.273098,1850
G0900030,-72.732841,41.806408,1850
G0900050,-73.245316,41.792496,1850
G0900070,-72.536087,41.464191,1850
G0900090,-72.932335,41.410847,1850
G0900110,-72.116753,41.483704,1850
G0900130,-72.336006,41.854683,1850
G0900150,-71.97699,41.814384,1850
G1000010,-75.568329,39.085888,1850
G1000030,-75.653221,39.576439,1850
G1000050,-75.398026,38.661514,1850
G1100017,-77.070053,38.908642,1850
G1100075,-77.061134,38.947796,1850
G1100115,-76.991798,38.892597,1850
G1200010,-82.420204,29.729626,1850
G1200065,-82.428604,28.557537,1850
G1200130,-85.220726,30.190735,1850
G1200230,-82.603233,30.220909,1850
G1200250,-80.583153,25.888821,1850
G1200310,-81.726006,30.196545,1850
G1200330,-87.367981,30.69784,1850
G1200370,-84.946312,29.855196,1850
G1200390,-84.751228,30.32085,1850
G1200470,-82.947884,30.496372,1850
G1200570,-82.039207,27.644346,1850
G1200590,-85.820549,30.872646,1850
G1200630,-85.220688,30.800251,1850
G1200650,-83.894234,30.436789,1850
G1200730,-84.292206,30.44565,1850
G1200750,-82.786285,29.314323,1850
G1200790,-83.3908,30.027878,1850
G1200830,-82.044861,29.056175,1850
G1200870,-81.314842,26.445124,1850
G1200890,-81.812454,30.600315,1850
G1200950,-81.227531,28.870205,1850
G1201070,-81.753731,29.626305,1850
G1201090,-81.425331,29.756857,1850
G1201115,-80.858978,27.59095,1850
G1201130,-86.929855,30.706648,1850
G1201290,-84.392441,30.157894,1850
G1201310,-86.292015,30.720205,1850
G1201330,-85.66153,30.41234,1850
G1300010,-82.294075,31.689737,1850
G1300070,-84.323013,31.35261,1850
G1300090,-83.250038,33.069736,1850
G1300210,-83.707626,32.806004,1850
G1300290,-81.446793,32.01738,1850
G1300310,-81.778442,32.412052,1850
G1300330,-81.994949,33.03167,1850
G1300350,-83.955673,33.288769,1850
G1300390,-81.850075,30.840111,1850
G1300395,-84.693321,33.652241,1850
G1300450,-85.107254,33.642868,1850
G1300455,-84.842728,34.239788,1850
G1300510,-81.13839,32.009254,1850
G1300550,-85.345314,34.475155,1850
G1300570,-84.456703,34.271832,1850
G1300590,-83.409569,33.883163,1850
G1300650,-83.006683,30.98357,1850
G1300670,-84.607132,33.945503,1850
G1300730,-82.333435,33.531147,1850
G1300770,-84.762978,33.353546,1850
G1300790,-84.000084,32.707317,1850
G1300830,-85.504524,34.854523,1850
G1300870,-84.57901,30.896856,1850
G1300890,-84.304695,33.779762,1850
G1300930,-83.788925,31.994516,1850
G1300990,-84.861008,31.344929,1850
G1301030,-81.341339,32.367359,1850
G1301050,-82.863907,34.155884,1850
G1301070,-82.308411,32.584492,1850
G1301130,-84.46698,33.458942,1850
G1301150,-85.202499,34.276424,1850
G1301170,-84.136292,34.201275,1850
G1301190,-83.238045,34.399101,1850
G1301230,-84.445938,34.723175,1850
G1301270,-81.545723,31.233028,1850
G1301290,-84.836876,34.485359,1850
G1301330,-83.166237,33.578953,1850
G1301350,-84.00222,33.965385,1850
G1301370,-83.595573,34.625332,1850
G1301390,-83.799957,34.318958,1850
G1301410,-83.001007,33.27026,1850
G1301450,-84.908913,32.73595,1850
G1301490,-85.128403,33.296185,1850
G1301510,-84.188568,33.446259,1850
G1301530,-83.732597,32.476967,1850
G1301550,-83.434219,31.598223,1850
G1301570,-83.587654,34.111805,1850
G1301590,-83.69014,33.320389,1850
G1301630,-82.420799,33.056149,1850
G1301690,-83.560394,33.023052,1850
G1301750,-82.909027,32.48679,1850
G1301770,-84.209961,31.775368,1850
G1301790,-81.581573,31.837769,1850
G1301810,-82.452888,33.794395,1850
G1301850,-83.34626,30.979988,1850
G1301870,-84.051704,34.517044,1850
G1301910,-81.508682,31.564247,1850
G1301930,-84.090561,32.403248,1850
G1301950,-83.209023,34.127934,1850
G1301970,-84.446449,32.374413,1850
G1301990,-84.689293,33.040451,1850
G1302070,-83.948158,33.023907,1850
G1302090,-82.635132,32.198814,1850
G1302110,-83.492409,33.590843,1850
G1302130,-84.843185,34.782948,1850
G1302150,-84.836456,32.424355,1850
G1302170,-83.9021,33.589474,1850
G1302210,-83.080612,33.880722,1850
G1302230,-85.096939,33.95607,1850
G1302310,-84.31987,33.121887,1850
G1302350,-83.327057,32.270557,1850
G1302370,-83.372849,33.321789,1850
G1302410,-83.405769,34.883629,1850
G1302430,-84.777954,31.772661,1850
G1302450,-82.073563,33.359638,1850
G1302510,-81.630371,32.753704,1850
