gisjoin_1880,centroid_x,centroid_y,decade
G0100010,-86.642784,32.534931,1880
G0100030,-87.723816,30.735128,1880
G0100050,-85.393196,31.869604,1880
G0100070,-87.128334,32.996578,1880
G0100090,-86.635445,33.977131,1880
G0100110,-85.71537,32.100639,1880
G0100130,-86.68042,31.75231,1880
G0100150,-85.823761,33.772812,1880
G0100170,-85.392021,32.914467,1880
G0100190,-85.602165,34.175198,1880
G0100210,-86.718819,32.847851,1880
G0100230,-88.263199,32.019611,1880
G0100250,-87.830803,31.676649,1880
G0100270,-85.844391,33.260784,1880
G0100290,-85.52095,33.67205,1880
G0100310,-85.98819,31.40263,1880
G0100330,-87.834846,34.6908,1880
G0100350,-86.993652,31.429285,1880
G0100370,-86.247696,32.936245,1880
G0100390,-86.45179,31.247797,1880
G0100410,-86.313416,31.730093,1880
G0100430,-86.853287,34.174706,1880
G0100450,-85.603577,31.407536,1880
G0100470,-87.106506,32.32584,1880
G0100490,-85.804146,34.458908,1880
G0100510,-86.149162,32.596619,1880
G0100530,-87.161552,31.126156,1880
G0100550,-86.034576,34.044682,1880
G0100570,-87.738861,33.721203,1880
G0100590,-87.853996,34.437263,1880
G0100610,-85.788704,31.095575,1880
G0100630,-87.952232,32.853138,1880
G0100650,-87.62912,32.762676,1880
G0100670,-85.236565,31.359396,1880
G0100710,-85.999214,34.77956,1880
G0100730,-86.900963,33.568256,1880
G0100750,-88.096901,33.779205,1880
G0100770,-87.654373,34.901527,1880
G0100790,-87.326836,34.539974,1880
G0100810,-85.349396,32.605972,1880
G0100830,-86.981339,34.810081,1880
G0100850,-86.650101,32.154743,1880
G0100870,-85.692627,32.386002,1880
G0100890,-86.550201,34.763115,1880
G0100910,-87.789497,32.247643,1880
G0100930,-87.887138,34.136547,1880
G0100950,-86.306465,34.36713,1880
G0100970,-88.206947,30.787621,1880
G0100990,-87.365425,31.570807,1880
G0101010,-86.207611,32.220222,1880
G0101030,-86.852921,34.453472,1880
G0101050,-87.29422,32.638512,1880
G0101070,-88.088676,33.280888,1880
G0101090,-85.940918,31.80307,1880
G0101110,-85.459007,33.29393,1880
G0101130,-85.194382,32.290989,1880
G0101150,-86.312607,33.715771,1880
G0101170,-86.67836,33.275803,1880
G0101190,-88.198792,32.591011,1880
G0101210,-86.151024,33.376198,1880
G0101230,-85.797523,32.862396,1880
G0101250,-87.522896,33.290363,1880
G0101270,-87.297577,33.804035,1880
G0101290,-88.208138,31.405529,1880
G0101310,-87.308205,31.98925,1880
G0101330,-87.373352,34.148991,1880
G0250055,-153.17245,66.500122,1880
G0250095,-150.66057,60.064713,1880
G0450015,-109.83932,35.111633,1880
G0450135,-112.06396,33.440475,1880
G0450155,-113.90219,35.533325,1880
G0450195,-110.78221,32.092712,1880
G0450215,-111.26948,32.951008,1880
G0450255,-112.0422,35.495041,1880
G0450275,-113.93985,33.203777,1880
G0500010,-91.403008,34.294174,1880
G0500030,-91.767937,33.191181,1880
G0500050,-92.336983,36.287197,1880
G0500070,-94.256706,36.339252,1880
G0500090,-93.091499,36.308582,1880
G0500110,-92.162277,33.46587,1880
G0500130,-92.503136,33.558048,1880
G0500150,-93.53759,36.34021,1880
G0500170,-91.293915,33.266838,1880
G0500190,-93.176392,34.050999,1880
G0500210,-90.437057,36.37891,1880
G0500270,-93.241219,33.224342,1880
G0500290,-92.701324,35.262196,1880
G0500310,-90.63279,35.830772,1880
G0500330,-94.254364,35.587383,1880
G0500350,-90.308868,35.207905,1880
G0500370,-90.771255,35.295746,1880
G0500390,-92.654503,33.969814,1880
G0500410,-91.24984,33.847626,1880
G0500415,-92.185165,33.898346,1880
G0500430,-91.720032,33.589451,1880
G0500450,-92.332039,35.146976,1880
G0500470,-93.89682,35.509735,1880
G0500490,-91.81826,36.381668,1880
G0500510,-93.134766,34.572834,1880
G0500530,-92.423576,34.290009,1880
G0500550,-90.538254,36.124931,1880
G0500570,-93.668442,33.735348,1880
G0500590,-92.946007,34.317642,1880
G0500610,-93.994164,34.076378,1880
G0500630,-91.607559,35.730957,1880
G0500650,-91.913734,36.095299,1880
G0500670,-91.214577,35.599251,1880
G0500690,-91.971107,34.281055,1880
G0500710,-93.455612,35.564747,1880
G0500730,-93.624809,33.227081,1880
G0500750,-91.106934,36.04084,1880
G0500770,-90.782036,34.780632,1880
G0500790,-91.731094,33.957703,1880
G0500810,-94.234337,33.700512,1880
G0500830,-93.686234,35.232197,1880
G0500850,-91.891487,34.75383,1880
G0500870,-93.726715,36.002361,1880
G0500890,-92.684235,36.268364,1880
G0500910,-93.891571,33.312164,1880
G0500930,-90.054001,35.763927,1880
G0500950,-91.177452,34.646404,1880
G0500970,-93.644829,34.544697,1880
G0500990,-93.307167,33.664047,1880
G0501010,-93.222298,35.922432,1880
G0501030,-92.881989,33.593334,1880
G0501050,-92.938232,34.94799,1880
G0501070,-90.83223,34.444534,1880
G0501090,-93.656395,34.163589,1880
G0501110,-90.66288,35.574032,1880
G0501130,-94.224564,34.482819,1880
G0501150,-93.034164,35.447628,1880
G0501170,-91.543221,34.815495,1880
G0501190,-92.317474,34.779457,1880
G0501210,-91.038895,36.339741,1880
G0501230,-90.746025,35.022644,1880
G0501250,-92.656517,34.641659,1880
G0501270,-93.984856,34.890217,1880
G0501290,-92.699486,35.910904,1880
G0501310,-94.29422,35.092934,1880
G0501330,-94.25235,34.006699,1880
G0501350,-91.481689,36.158024,1880
G0501370,-92.156685,35.859867,1880
G0501390,-92.59729,33.171326,1880
G0501410,-92.350777,35.558743,1880
G0501430,-94.213104,35.977943,1880
G0501450,-91.749428,35.264881,1880
G0501470,-91.242256,35.187691,1880
G0501490,-93.414284,35.003475,1880
G0600010,-121.88613,37.646511,1880
G0600030,-119.82065,38.597248,1880
G0600050,-120.65199,38.446056,1880
G0600070,-121.59968,39.662003,1880
G0600090,-120.55408,38.204617,1880
G0600110,-122.30505,39.395081,1880
G0600130,-121.92893,37.915531,1880
G0600150,-123.75771,41.762657,1880
G0600170,-120.52229,38.782131,1880
G0600190,-119.7162,36.861473,1880
G0600230,-123.87375,40.69466,1880
G0600270,-117.40977,36.510708,1880
G0600290,-118.71389,35.346485,1880
G0600330,-122.75654,39.110859,1880
G0600350,-120.54826,40.664066,1880
G0600370,-118.15084,34.222229,1880
G0600410,-122.71911,38.071857,1880
G0600430,-119.90552,37.581524,1880
G0600450,-123.38315,39.44437,1880
G0600470,-120.71806,37.192501,1880
G0600490,-120.72495,41.58984,1880
G0600510,-118.88672,37.938995,1880
G0600530,-121.23907,36.217121,1880
G0600550,-122.3306,38.50745,1880
G0600570,-120.76827,39.301411,1880
G0600610,-120.72366,39.063736,1880
G0600630,-120.84151,40.004807,1880
G0600670,-121.3379,38.454769,1880
G0600690,-121.14383,36.625275,1880
G0600710,-116.20074,34.797943,1880
G0600730,-115.9586,33.324413,1880
G0600750,-122.44296,37.755924,1880
G0600770,-121.27157,37.934311,1880
G0600790,-120.40262,35.382465,1880
G0600810,-122.32914,37.421921,1880
G0600830,-120.01655,34.673077,1880
G0600850,-121.6948,37.231594,1880
G0600870,-122.00173,37.056194,1880
G0600890,-121.98566,40.767242,1880
G0600910,-120.51603,39.580391,1880
G0600930,-122.48125,41.576565,1880
G0600950,-121.92607,38.28083,1880
G0600970,-122.89017,38.529518,1880
G0600990,-120.99774,37.559162,1880
G0601010,-121.69523,39.034515,1880
G0601030,-122.2317,40.125744,1880
G0601050,-123.11263,40.650696,1880
G0601070,-119.01045,36.184998,1880
G0601090,-119.95476,38.027599,1880
G0601110,-119.08763,34.465202,1880
G0601130,-121.90167,38.686741,1880
G0601150,-121.353,39.264355,1880
G0800050,-103.55425,39.784332,1880
G0800110,-103.04988,38.256767,1880
G0800130,-105.35387,40.090206,1880
G0800150,-106.19407,38.746902,1880
G0800190,-105.64436,39.689102,1880
G0800210,-106.59103,37.210945,1880
G0800230,-105.52949,37.382633,1880
G0800270,-105.36748,38.108677,1880
G0800350,-104.92954,39.329731,1880
G0800390,-103.25891,39.239674,1880
G0800410,-104.64943,38.845833,1880
G0800430,-105.42839,38.479465,1880
G0800470,-105.52253,39.857555,1880
G0800490,-106.11837,40.102619,1880
G0800510,-107.79925,38.776161,1880
G0800530,-107.23972,37.783207,1880
G0800550,-104.96058,37.684685,1880
G0800590,-105.25342,39.567459,1880
G0800650,-106.34484,39.202381,1880
G0800670,-108.26109,37.317226,1880
G0800690,-105.79704,40.666431,1880
G0800710,-103.52318,37.317024,1880
G0800910,-108.37634,37.909767,1880
G0800930,-105.72224,39.120285,1880
G0801010,-104.51286,38.173424,1880
G0801050,-106.52187,37.593098,1880
G0801070,-107.8033,40.574131,1880
G0801090,-106.3019,38.073921,1880
G0801110,-107.67614,37.764046,1880
G0801170,-107.65266,39.752449,1880
G0801230,-103.51778,40.497311,1880
G0900010,-73.389023,41.273098,1880
G0900030,-72.732841,41.806408,1880
G0900050,-73.245316,41.792496,1880
G0900070,-72.536087,41.464191,1880
G0900090,-72.932335,41.410847,1880
G0900110,-72.116753,41.483704,1880
G0900130,-72.336006,41.854683,1880
G0900150,-71.97699,41.814384,1880
G0950015,-98.564812,43.848953,1880
