gisjoin_2010,centroid_x,centroid_y,decade
G0100010,-86.642754,32.53492,2010
G0100030,-87.72332,30.735123,2010
G0100050,-85.393196,31.869604,2010
G0100070,-87.126442,32.998646,2010
G0100090,-86.567368,33.980869,2010
G0100110,-85.715698,32.100555,2010
G0100130,-86.68029,31.752434,2010
G0100150,-85.826035,33.771427,2010
G0100170,-85.392044,32.914371,2010
G0100190,-85.60379,34.175957,2010
G0100210,-86.718811,32.847855,2010
G0100230,-88.263199,32.019611,2010
G0100250,-87.830811,31.676659,2010
G0100270,-85.86055,33.269085,2010
G0100290,-85.518768,33.674557,2010
G0100310,-85.988205,31.402628,2010
G0100330,-87.805298,34.700253,2010
G0100350,-86.993683,31.429268,2010
G0100370,-86.247658,32.936226,2010
G0100390,-86.451248,31.248493,2010
G0100410,-86.313545,31.731485,2010
G0100430,-86.867622,34.131943,2010
G0100450,-85.611031,31.43182,2010
G0100470,-87.106476,32.325974,2010
G0100490,-85.804138,34.459774,2010
G0100510,-86.149147,32.596649,2010
G0100530,-87.161621,31.126123,2010
G0100550,-86.03476,34.045254,2010
G0100570,-87.738861,33.721207,2010
G0100590,-87.843811,34.441669,2010
G0100610,-85.838982,31.095016,2010
G0100630,-87.952232,32.853138,2010
G0100650,-87.62912,32.762665,2010
G0100670,-85.241409,31.514694,2010
G0100690,-85.302521,31.153185,2010
G0100710,-85.999298,34.779415,2010
G0100730,-86.896492,33.554314,2010
G0100750,-88.096901,33.779205,2010
G0100770,-87.654022,34.901138,2010
G0100790,-87.311043,34.521652,2010
G0100810,-85.35556,32.601135,2010
G0100830,-86.981369,34.810078,2010
G0100850,-86.650108,32.154751,2010
G0100870,-85.692665,32.385975,2010
G0100890,-86.550209,34.763088,2010
G0100910,-87.78952,32.247612,2010
G0100930,-87.887138,34.136551,2010
G0100950,-86.306641,34.366962,2010
G0100970,-88.206947,30.789856,2010
G0100990,-87.365433,31.570837,2010
G0101010,-86.207611,32.220257,2010
G0101030,-86.852928,34.453476,2010
G0101050,-87.294403,32.638466,2010
G0101070,-88.088692,33.280876,2010
G0101090,-85.940918,31.802715,2010
G0101110,-85.459068,33.293789,2010
G0101130,-85.184959,32.28838,2010
G0101150,-86.31469,33.715702,2010
G0101170,-86.660652,33.264278,2010
G0101190,-88.198792,32.591015,2010
G0101210,-86.165909,33.380058,2010
G0101230,-85.797501,32.862404,2010
G0101250,-87.525032,33.289551,2010
G0101270,-87.297356,33.803333,2010
G0101290,-88.207878,31.407604,2010
G0101310,-87.308197,31.989243,2010
G0101330,-87.37368,34.149223,2010
G0200130,-161.99365,55.36356,2010
G0200160,-166.61766,53.644455,2010
G0200200,-149.10985,61.150043,2010
G0200500,-159.76711,60.92189,2010
G0200600,-156.70094,58.742214,2010
G0200680,-150.00885,63.673473,2010
G0200700,-158.21132,59.802921,2010
G0200900,-146.56281,64.808517,2010
G0201000,-135.5054,59.122578,2010
G0201050,-137.28949,58.727364,2010
G0201100,-134.17677,58.459599,2010
G0201220,-150.29131,60.19231,2010
G0201300,-130.54605,55.008739,2010
G0201500,-153.56079,57.428455,2010
G0201640,-156.17834,58.647327,2010
G0201700,-149.57019,62.316582,2010
G0201800,-163.97162,64.894882,2010
G0201850,-153.44098,69.307274,2010
G0201880,-159.70578,67.062218,2010
G0201950,-133.25581,56.822292,2010
G0201980,-132.69444,55.511078,2010
G0202200,-135.30183,57.236897,2010
G0202300,-135.33733,59.561794,2010
G0202400,-143.20706,63.876915,2010
G0202610,-144.45586,61.570572,2010
G0202700,-163.37369,62.154682,2010
G0202750,-132.00948,56.332108,2010
G0202820,-140.36697,59.892807,2010
G0202900,-151.38995,65.509377,2010
G0400010,-109.48885,35.395596,2010
G0400030,-109.75114,31.879564,2010
G0400050,-111.77051,35.83873,2010
G0400070,-110.81174,33.799751,2010
G0400090,-109.88744,32.932716,2010
G0400110,-109.2401,33.215359,2010
G0400120,-113.98134,33.729263,2010
G0400130,-112.49123,33.348835,2010
G0400150,-113.75791,35.704044,2010
G0400170,-110.3214,35.399628,2010
G0400190,-111.78995,32.097382,2010
G0400210,-111.34472,32.904312,2010
G0400230,-110.84657,31.526001,2010
G0400250,-112.55387,34.599884,2010
G0400270,-113.90556,32.769405,2010
G0500010,-91.374908,34.29081,2010
G0500030,-91.768448,33.191223,2010
G0500050,-92.336967,36.287189,2010
G0500070,-94.256187,36.338722,2010
G0500090,-93.091507,36.30859,2010
G0500110,-92.162399,33.466423,2010
G0500130,-92.503044,33.558033,2010
G0500150,-93.538185,36.341026,2010
G0500170,-91.293976,33.267254,2010
G0500190,-93.176369,34.050957,2010
G0500210,-90.417381,36.368393,2010
G0500230,-92.026733,35.538109,2010
G0500250,-92.185143,33.898365,2010
G0500270,-93.22731,33.214287,2010
