gisjoin_1860,centroid_x,centroid_y,decade
G0100010,-86.576363,32.598579,1860
G0100030,-87.684669,30.795168,1860
G0100050,-85.402107,31.886419,1860
G0100070,-87.04512,32.944347,1860
G0100090,-86.619148,34.043541,1860
G0100130,-86.610207,31.750616,1860
G0100150,-85.71743,33.774685,1860
G0100170,-85.382454,32.872917,1860
G0100190,-85.653725,34.147781,1860
G0100230,-88.263199,32.019611,1860
G0100250,-87.830803,31.676649,1860
G0100310,-85.991791,31.30644,1860
G0100350,-87.008522,31.297159,1860
G0100370,-86.222397,32.859409,1860
G0100390,-86.437309,31.281851,1860
G0100450,-85.603149,31.306997,1860
G0100470,-87.113197,32.31007,1860
G0100490,-85.833206,34.407516,1860
G0100570,-87.875038,33.69265,1860
G0100590,-87.844734,34.559856,1860
G0100630,-87.837936,32.794033,1860
G0100670,-85.240417,31.353378,1860
G0100710,-85.999214,34.77956,1860
G0100730,-86.902924,33.572556,1860
G0100770,-87.654373,34.901527,1860
G0100790,-87.326836,34.539974,1860
G0100830,-86.981339,34.810081,1860
G0100850,-86.605164,32.125675,1860
G0100870,-85.651749,32.39489,1860
G0100890,-86.550201,34.763115,1860
G0100910,-87.77861,32.26947,1860
G0100930,-87.930199,34.076698,1860
G0100950,-86.301399,34.327038,1860
G0100970,-88.206261,30.7887,1860
G0100990,-87.365425,31.570807,1860
G0101010,-86.166626,32.24881,1860
G0101030,-86.852684,34.446651,1860
G0101050,-87.279068,32.668697,1860
G0101070,-88.077271,33.263622,1860
G0101090,-85.918961,31.862194,1860
G0101110,-85.511414,33.33831,1860
G0101130,-85.20179,32.367973,1860
G0101150,-86.290077,33.74662,1860
G0101170,-86.679321,33.224716,1860
G0101190,-88.198792,32.591011,1860
G0101210,-86.064468,33.339546,1860
G0101230,-85.814224,32.826893,1860
G0101250,-87.529556,33.272682,1860
G0101270,-87.258018,33.819607,1860
G0101290,-88.208916,31.406267,1860
G0101310,-87.308205,31.98925,1860
