gisjoin_1870,centroid_x,centroid_y,decade
G0100010,-86.642784,32.534931,1870
G0100015,-86.700729,32.860867,1870
G0100030,-87.723816,30.735128,1870
G0100050,-85.393158,31.869764,1870
G0100070,-87.128334,32.996578,1870
G0100090,-86.616852,34.049316,1870
G0100110,-85.716225,32.100727,1870
G0100130,-86.680229,31.752356,1870
G0100150,-85.82016,33.773266,1870
G0100170,-85.392021,32.914467,1870
G0100190,-85.600098,34.171516,1870
G0100230,-88.263199,32.019611,1870
G0100250,-87.830803,31.676649,1870
G0100270,-85.847176,33.270641,1870
G0100290,-85.520935,33.67205,1870
G0100310,-85.988113,31.402752,1870
G0100330,-87.845818,34.697693,1870
G0100350,-87.003876,31.43458,1870
G0100370,-86.247696,32.936245,1870
G0100390,-86.454216,31.249315,1870
G0100410,-86.315735,31.726927,1870
G0100450,-85.603577,31.407536,1870
G0100470,-87.100533,32.341084,1870
G0100490,-85.805588,34.451912,1870
G0100510,-86.149162,32.596619,1870
G0100530,-87.152939,31.128164,1870
G0100550,-86.038925,34.038254,1870
G0100570,-87.738861,33.721203,1870
G0100590,-87.843811,34.441669,1870
G0100610,-85.788902,31.095629,1870
G0100630,-87.952232,32.853138,1870
G0100650,-87.632767,32.764454,1870
G0100670,-85.236565,31.359396,1870
G0100710,-85.999214,34.77956,1870
G0100730,-86.900604,33.572636,1870
G0100770,-87.654373,34.901527,1870
G0100790,-87.326836,34.539974,1870
G0100810,-85.34993,32.605927,1870
G0100830,-86.981339,34.810081,1870
G0100850,-86.650192,32.154785,1870
G0100870,-85.692642,32.385376,1870
G0100890,-86.550201,34.763115,1870
G0100910,-87.789497,32.247643,1870
G0100930,-87.887138,34.136547,1870
G0100950,-86.308418,34.366516,1870
G0100970,-88.206947,30.787621,1870
G0100990,-87.365425,31.570807,1870
G0101010,-86.207909,32.220161,1870
G0101030,-86.852684,34.446651,1870
G0101050,-87.299187,32.639988,1870
G0101070,-88.088676,33.280888,1870
G0101090,-85.945236,31.804434,1870
G0101110,-85.45919,33.293949,1870
G0101130,-85.194374,32.291035,1870
G0101150,-86.312386,33.715748,1870
G0101155,-88.096901,33.779205,1870
G0101170,-86.680443,33.279686,1870
G0101190,-88.198792,32.591011,1870
G0101210,-86.16201,33.37458,1870
G0101230,-85.79792,32.862675,1870
G0101250,-87.523682,33.290211,1870
G0101270,-87.25766,33.819538,1870
G0101290,-88.208138,31.405529,1870
G0101310,-87.308205,31.98925,1870
G0101330,-87.260078,34.14769,1870
G0450155,-113.94855,35.085449,1870
G0450177,-114.64553,36.304115,1870
G0450195,-111.08759,32.292137,1870
G0450255,-111.16411,35.038181,1870
G0450275,-113.93985,33.203777,1870
G0500010,-91.428101,34.258301,1870
G0500030,-91.767937,33.191181,1870
G0500070,-94.256706,36.339252,1870
G0500090,-93.091499,36.308582,1870
G0500110,-92.157303,33.598289,1870
G0500130,-92.503136,33.558048,1870
G0500150,-93.53759,36.34021,1870
G0500170,-91.297577,33.33757,1870
G0500190,-93.193504,34.071819,1870
G0500270,-93.25457,33.262905,1870
G0500290,-92.502357,35.243404,1870
G0500310,-90.63279,35.830772,1870
G0500330,-94.270554,35.579079,1870
G0500350,-90.329063,35.162777,1870
G0500370,-90.756042,35.30051,1870
G0500390,-92.612671,33.970226,1870
G0500410,-91.243324,33.894039,1870
G0500430,-91.738365,33.667652,1870
G0500470,-93.892967,35.488369,1870
G0500490,-91.975945,36.34922,1870
G0500530,-92.423592,34.290085,1870
G0500550,-90.42926,36.214989,1870
G0500570,-93.634048,33.75425,1870
G0500590,-92.928207,34.393879,1870
G0500630,-91.639191,35.754784,1870
G0500650,-92.067177,36.010979,1870
G0500670,-91.214577,35.599251,1870
G0500690,-91.976906,34.226604,1870
G0500710,-93.499619,35.480869,1870
G0500730,-93.775406,33.275112,1870
G0500750,-91.106934,36.04084,1870
G0500810,-94.230873,33.7015,1870
G0500870,-93.725052,36.004337,1870
G0500890,-92.664299,36.299782,1870
G0500930,-90.054001,35.763927,1870
G0500950,-91.128128,34.66843,1870
G0500970,-93.516167,34.562119,1870
G0501010,-93.222298,35.922432,1870
G0501030,-92.968697,33.613091,1870
G0501050,-92.899277,34.987331,1870
G0501070,-90.775337,34.531128,1870
