gisjoin_1810,centroid_x,centroid_y,decade
G0900010,-73.389023,41.273098,1810
G0900030,-72.732841,41.806408,1810
G0900050,-73.245316,41.792496,1810
G0900070,-72.536087,41.464191,1810
G0900090,-72.932335,41.410847,1810
G0900110,-72.102722,41.468399,1810
G0900130,-72.35244,41.874775,1810
G0900150,-72.030586,41.79047,1810
G1000010,-75.570091,39.082642,1810
G1000030,-75.649185,39.570881,1810
G1000050,-75.398026,38.661518,1810
G1100005,-77.058899,38.822849,1810
G1100017,-77.070053,38.908642,1810
G1100055,-77.101181,38.878716,1810
G1100075,-77.061134,38.947796,1810
G1100115,-76.991798,38.892597,1810
G1300090,-83.266068,33.075371,1810
G1300290,-81.417458,31.997692,1810
G1300310,-81.786949,32.431339,1810
G1300330,-81.994949,33.03167,1810
G1300390,-81.854729,30.843939,1810
G1300510,-81.140846,32.031372,1810
G1300590,-83.405632,33.886925,1810
G1300730,-82.333435,33.531147,1810
G1301030,-81.341339,32.367359,1810
G1301050,-82.914848,34.150414,1810
G1301190,-83.26474,34.388988,1810
G1301270,-81.547096,31.236267,1810
G1301330,-83.151749,33.578472,1810
G1301410,-82.996376,33.283718,1810
G1301535,-84.046852,32.603275,1810
G1301570,-83.611771,34.103889,1810
G1301630,-82.420166,33.0644,1810
G1301690,-83.562973,33.013676,1810
G1301750,-82.983742,32.442215,1810
G1301790,-81.681488,31.913773,1810
G1301810,-82.452888,33.794395,1810
G1301910,-81.508682,31.564247,1810
G1302090,-82.418571,32.518169,1810
G1302110,-83.483704,33.597458,1810
G1302210,-83.08931,33.889736,1810
G1302350,-83.266853,32.302979,1810
G1302370,-83.374214,33.319988,1810
G1302435,-83.685471,33.338444,1810
G1302450,-82.073563,33.359638,1810
G1302510,-81.630371,32.753704,1810
G1302670,-82.242798,32.071594,1810
G1302710,-82.899361,32.022053,1810
G1302890,-83.434258,32.674484,1810
G1303010,-82.64016,33.376926,1810
G1303030,-82.810349,32.936848,1810
G1303050,-81.839706,31.371042,1810
G1303170,-82.759758,33.751274,1810
G1303190,-83.171486,32.803139,1810
G1750115,-88.761353,38.199402,1810
G1750135,-90.294342,44.059151,1810
G1850035,-85.427269,39.10405,1810
G1850075,-84.9468,39.299915,1810
G1850095,-86.186081,38.396099,1810
G1850113,-86.181137,40.493107,1810
G1850115,-87.081573,38.69809,1810
G2100010,-85.237106,37.077465,1810
G2100090,-85.847023,36.937798,1810
G2100150,-84.728516,38.955265,1810
G2100170,-84.206894,38.210419,1810
G2100230,-84.092262,38.677498,1810
G2100270,-86.479027,37.821915,1810
G2100290,-85.661514,37.969074,1810
G2100310,-86.681702,37.204529,1810
G2100330,-88.283432,36.823532,1810
G2100370,-84.45813,38.939091,1810
G2100450,-84.911102,37.333408,1810
G2100470,-87.518806,36.871769,1810
G2100490,-84.135773,37.964745,1810
G2100510,-83.478622,37.272705,1810
G2100570,-85.341011,36.760685,1810
G2100650,-83.959557,37.634048,1810
G2100670,-84.458694,38.042259,1810
G2100690,-83.60479,38.31765,1810
G2100710,-82.798027,37.653034,1810
G2100730,-84.882072,38.22628,1810
G2100770,-85.039185,38.660007,1810
G2100790,-84.537636,37.639553,1810
G2100850,-86.343292,37.424995,1810
G2100870,-85.443916,37.312374,1810
G2100890,-82.942734,38.339489,1810
G2100930,-85.948242,37.6301,1810
G2100970,-84.337112,38.44228,1810
G2101010,-87.726265,37.697464,1810
G2101030,-85.196358,38.47139,1810
G2101070,-87.564583,37.350334,1810
G2101110,-85.634598,38.218994,1810
G2101130,-84.58091,37.872017,1810
G2101210,-83.794312,36.864414,1810
G2101350,-83.378159,38.531635,1810
G2101370,-84.668411,37.468559,1810
G2101390,-88.680733,37.021725,1810
G2101410,-86.860947,36.84,1810
G2101510,-84.266937,37.705322,1810
G2101610,-83.826012,38.594887,1810
G2101670,-84.877495,37.750416,1810
G2101730,-83.705772,37.929173,1810
G2101770,-87.16362,37.262417,1810
G2101790,-85.451225,37.826569,1810
G2101810,-84.014763,38.399902,1810
G2101830,-86.970024,37.591949,1810
G2101910,-84.501373,38.665924,1810
G2101990,-84.54702,37.014832,1810
G2102030,-84.297134,37.358234,1810
G2102090,-84.601555,38.317635,1810
G2102110,-85.201355,38.189663,1810
G2102270,-86.340492,36.932854,1810
G2102290,-85.209999,37.674316,1810
G2102310,-84.80751,36.789433,1810
G2102390,-84.743477,38.042336,1810
G2250005,-91.61264,35.022816,1810
