gisjoin_2000,centroid_x,centroid_y,decade
G0100010,-86.642784,32.534931,2000
G0100030,-87.723816,30.735128,2000
G0100050,-85.393196,31.869604,2000
G0100070,-87.126442,32.998646,2000
G0100090,-86.56739,33.980888,2000
G0100110,-85.716072,32.100487,2000
G0100130,-86.68029,31.752422,2000
G0100150,-85.82605,33.77142,2000
G0100170,-85.392044,32.914371,2000
G0100190,-85.603798,34.175945,2000
G0100210,-86.718819,32.847851,2000
G0100230,-88.263199,32.019611,2000
G0100250,-87.830803,31.676649,2000
G0100270,-85.860542,33.269085,2000
G0100290,-85.518768,33.674557,2000
G0100310,-85.98819,31.40263,2000
G0100330,-87.804909,34.700439,2000
G0100350,-86.993652,31.429285,2000
G0100370,-86.247658,32.936226,2000
G0100390,-86.451233,31.24848,2000
G0100410,-86.313545,31.731497,2000
G0100430,-86.867622,34.131962,2000
G0100450,-85.611023,31.431824,2000
G0100470,-87.106506,32.32584,2000
G0100490,-85.804131,34.459782,2000
G0100510,-86.149162,32.596619,2000
G0100530,-87.161552,31.126156,2000
G0100550,-86.034805,34.045246,2000
G0100570,-87.738861,33.721203,2000
G0100590,-87.843811,34.441669,2000
G0100610,-85.838974,31.095016,2000
G0100630,-87.952232,32.853138,2000
G0100650,-87.62912,32.762676,2000
G0100670,-85.241402,31.514687,2000
G0100690,-85.302521,31.153177,2000
G0100710,-85.99929,34.77943,2000
G0100730,-86.896492,33.554317,2000
G0100750,-88.096901,33.779205,2000
G0100770,-87.654373,34.901527,2000
G0100790,-87.311043,34.521969,2000
G0100810,-85.355629,32.601177,2000
G0100830,-86.981339,34.810081,2000
G0100850,-86.650101,32.154743,2000
G0100870,-85.692627,32.386002,2000
G0100890,-86.550201,34.763115,2000
G0100910,-87.789497,32.247643,2000
G0100930,-87.887138,34.136547,2000
G0100950,-86.306625,34.366974,2000
G0100970,-88.207176,30.789749,2000
G0100990,-87.365425,31.570807,2000
G0101010,-86.207611,32.220222,2000
G0101030,-86.852921,34.453472,2000
G0101050,-87.29422,32.638512,2000
G0101070,-88.088676,33.280888,2000
G0101090,-85.940887,31.802389,2000
G0101110,-85.459068,33.293785,2000
G0101130,-85.184921,32.288445,2000
G0101150,-86.314697,33.715694,2000
G0101170,-86.660652,33.264275,2000
G0101190,-88.198792,32.591011,2000
G0101210,-86.165909,33.380043,2000
G0101230,-85.797501,32.862404,2000
G0101250,-87.525032,33.289551,2000
G0101270,-87.297333,33.803352,2000
G0101290,-88.207878,31.407604,2000
G0101310,-87.308205,31.98925,2000
G0101330,-87.373688,34.149227,2000
G0200130,-161.99579,55.360485,2000
G0200160,-166.61412,53.644196,2000
G0200200,-149.11858,61.153194,2000
G0200500,-159.74208,60.92469,2000
G0200600,-156.70119,58.742435,2000
G0200680,-150.00897,63.673435,2000
G0200700,-158.20642,59.805592,2000
G0200900,-146.56291,64.808456,2000
G0201000,-135.5045,59.120686,2000
G0201100,-134.12953,58.391079,2000
G0201220,-151.91602,61.072056,2000
G0201300,-131.37854,55.566944,2000
G0201500,-153.54718,57.434868,2000
G0201640,-156.17934,58.646805,2000
G0201700,-149.5752,62.319038,2000
G0201800,-163.97015,64.894249,2000
G0201850,-153.44237,69.30732,2000
G0201880,-159.70627,67.062172,2000
G0202010,-131.71249,55.971928,2000
G0202200,-135.30119,57.237514,2000
G0202320,-137.28783,58.726849,2000
G0202400,-143.20679,63.876991,2000
G0202610,-144.50488,61.627228,2000
G0202700,-163.36501,62.15163,2000
G0202800,-132.71341,56.602047,2000
G0202820,-140.17297,59.845711,2000
G0202900,-151.38997,65.509399,2000
G0400010,-109.48885,35.395622,2000
G0400030,-109.75113,31.879553,2000
G0400050,-111.7705,35.83873,2000
G0400070,-110.81171,33.799702,2000
G0400090,-109.88742,32.932709,2000
G0400110,-109.2401,33.215355,2000
G0400120,-113.98134,33.729244,2000
G0400130,-112.49123,33.348843,2000
G0400150,-113.75819,35.704391,2000
G0400170,-110.32141,35.39962,2000
G0400190,-111.78994,32.097385,2000
G0400210,-111.34475,32.904305,2000
G0400230,-110.84657,31.526003,2000
G0400250,-112.55387,34.599888,2000
G0400270,-113.90556,32.769409,2000
G0500010,-91.374908,34.290787,2000
G0500030,-91.767937,33.191181,2000
G0500050,-92.336983,36.287197,2000
G0500070,-94.257332,36.339184,2000
G0500090,-93.091499,36.308582,2000
G0500110,-92.162277,33.46587,2000
G0500130,-92.503136,33.558048,2000
G0500150,-93.5382,36.341022,2000
G0500170,-91.293983,33.267212,2000
G0500190,-93.176392,34.050999,2000
G0500210,-90.417381,36.368408,2000
G0500230,-92.026756,35.538101,2000
G0500250,-92.185165,33.898346,2000
G0500270,-93.227333,33.214306,2000
G0500290,-92.701324,35.262196,2000
G0500310,-90.63279,35.830772,2000
G0500330,-94.243011,35.588821,2000
G0500350,-90.308868,35.207905,2000
G0500370,-90.771255,35.295746,2000
G0500390,-92.654503,33.969814,2000
G0500410,-91.253944,33.833328,2000
G0500430,-91.720032,33.589451,2000
G0500450,-92.332039,35.146976,2000
