sample,spec,se_type,term,year,estimate,std.error,conf.low,conf.high,statistic,p.value,vcov_repair_required,vcov_repaired
main_1972_start,minimal_full_panel,cluster_cz,es_1972,1972,1.5348213288016914e-4,0.0018991704930670197,-0.003568823634032365,0.003875787899792703,0.08081535251335274,0.9356112255039766,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_1976,1976,-0.007392134206754636,0.003993565061260287,-0.01521937789674229,4.3510948323301907e-4,-1.8510113378300217,0.06457670533408412,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_1980,1980,-0.007256911167998781,0.0038489764009984463,-0.014800766291300331,2.869439553027679e-4,-1.885413266269,0.05977589898556725,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,es_1984,1984,-6.256487718885523e-4,0.0013396316095423595,-0.0032512784791430003,0.001999980935365895,-0.46703046377226376,0.6406191820847257,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_cz,es_1972,1972,0.002049430621082248,0.0025063237001973705,-0.002862873564903761,0.006961734807068257,0.8177038827510018,0.41379642800021,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_cz,es_1976,1976,-0.005056451387250513,0.0029287204045408462,-0.010796637900938147,6.837351264371207e-4,-1.7265053295667,0.08468489628352757,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_cz,es_1980,1980,-4.7589303889915757e-4,0.0026109461262369283,-0.005593253411897904,0.00464146733409959,-0.18226842527197093,0.8554233106137529,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_cz,es_1984,1984,3.7220158536613096e-4,0.0011359466068372682,-0.0018542128523953948,0.0025986160231276567,0.3276576408836892,0.7432656516010276,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_cz,es_1972,1972,0.0019506835101045846,0.002418492050794501,-0.0027894738063490507,0.006690840826558219,0.8065701557562548,0.4201801379244976,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_cz,es_1976,1976,-0.0037726793449929944,0.002898138825050687,-0.009452927064289567,0.0019075683743035787,-1.3017593610019742,0.19341441290560846,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_cz,es_1980,1980,-0.0013191447652900555,0.0022548964759980376,-0.005738660647112494,0.003100371116532383,-0.5850134493230738,0.558721703862002,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_cz,es_1984,1984,-2.935787515038981e-4,0.0011448221079496587,-0.0025373888517904544,0.001950231348782658,-0.25644049801736324,0.7976838731790674,FALSE,FALSE
