czone,exposure_1990_2000,exposure_2000_2007,instrument_1990_2000,instrument_2000_2007
16600,1.1085326894394136,3.5980478773786984,0.768079289740054,2.68273302530017
16701,2.177368484174222,0.670669484775388,1.8839331905227632,3.176673374072977
16702,0.5720585745795029,0.7906339680767515,0.6107223665088081,1.3603313352739224
16703,0.7403446091379825,1.5281191323419259,0.6177975639144349,2.0281751522395552
16801,0.30629863734850105,1.4070441920105483,0.2980871418139862,3.2203207435988803
16802,0.16954200500522,1.6248570968768459,1.3970791403620175,0.26219281230130576
16901,0.26043919503272916,0.8074887608010175,0.29547769109612676,1.3130927975622673
16902,0.23103974677889186,5.707777679395869,0.44014356227427875,-0.7233335528906133
17000,0.023016100661747727,0.16612047504295396,0.011041648330068673,0.05815569946595442
17100,0.4496222869852147,2.0077022784470846,0.6351387428655624,2.999117805596305
17200,1.5439986407393609,2.95085425417223,2.0110072353461583,2.8566750264921104
17300,3.5197608439597317,2.8824928822498617,1.6024613982698386,4.145195097077453
17400,1.4268845527942373,1.9326229964263855,1.8675911062242068,3.6498843076016234
17501,0.7390648974049756,4.119861007613232,1.2455354481052996,2.549572786536426
17502,1.2049233482570345,3.2639785953905283,1.1009783358048892,1.8868787455963445
17600,1.0813661310627622,2.157804430387291,0.9929013731269976,3.220162419828282
17700,1.2528775152626028,3.421756327773117,1.0795265207795954,2.6039101763363806
17800,1.9778127221937611,3.0516223976079817,1.423710684631734,3.9895720241261023
17900,6.272013311889509,7.2902600301119245,5.265690623633779,6.2416213340883235
18000,2.2411472953501916,1.8270819266562834,2.0150149054281705,2.356779884927247
18100,1.2873323165979729,3.953386635749366,0.9583871663981807,3.4396599902371072
18201,2.4700700949667542,4.953613107830801,1.3991068319190232,5.0537477861097155
18202,1.8682253494256704,8.642054323742911,1.6698532264800963,6.8753152829538555
18300,0.657632956386212,1.6122423595747852,1.004600732391988,2.2087450773760584
18400,0.9971001502353349,2.5184152686833223,0.5718377241308619,1.2753004585395533
18500,4.284336526368498,4.855733005718374,1.763013688551652,4.995876885010999
18600,0.4664644289467851,1.3110639235661958,0.7138727315709031,1.2627274470573575
18700,2.796548972426041,3.3990590692191147,2.407739611731367,3.371710833275241
18800,1.6831732542896507,2.229581052507536,1.5507225025328755,3.141123314045371
18900,2.494960896202928,4.207330330625346,1.7068824047839652,3.9457859002792772
19000,1.1019759092376442,3.45179714871122,2.3634369441143774,3.7093810277259913
19100,2.029693618715664,4.086097917696057,1.8689395189397284,4.668259114619308
19200,1.8040725841849405,2.8559186319044594,1.2743286134724767,3.118324905244352
19300,1.9407970340684317,3.1784073676323934,2.3189358819458463,11.484523192485453
19400,0.7794886493465405,1.5993539908786756,1.108815436678225,1.4391241034519686
19500,0.6231093585582236,0.8566071709775456,1.1865452208719012,2.11705704807888
19600,1.3163126781819905,1.9515051227922229,1.333740660983869,2.620278357540075
19700,0.7780435824479169,1.61153643296827,0.8515433786797656,1.9090272518387306
19800,0.5395954751676326,1.0279899684891896,0.4000398099093477,1.3095584448945048
19901,0.4263273717803364,1.7563540265318727,1.7575418303374242,0.8693153840515525
19902,0.3942021735163653,3.2844737126591133,1.2322271433216625,0.9557287179300847
19903,0.4320580347577163,0.986647581282004,2.4093638192660034,0.3990488882749028
20001,2.788786651701823,2.19196393247296,2.814720089044003,2.1383452367603524
20002,0.529991636506699,1.9431187452011047,2.0752867124220287,0.661484679163275
20003,1.270960342735424,2.246131317194186,1.8420836788741863,2.695879591907048
