czone,year,REG_VOTERS,BALLOTS_CAST,CVAP,PRES_DEM_VOTES,PRES_REP_VOTES,SEN_DEM_VOTES,SEN_REP_VOTES,PARTISAN_INDEX_DEM_NUM,PARTISAN_INDEX_REP_NUM,pop1990,reg_voters_pct,voter_turnout_pct,reg_voter_turnout_pct,pres_rep_ratio,pres_dem_ratio,partisan_index_dem,partisan_index_rep
3203,2018,52457,26463,54026.9990234,0,0,24751,18760,26147.04323101048,20422.95668485735,80366,0.9709404732489397,0.48981065908432986,0.5044703280782356,NA,NA,0.48396253176464155,0.37801390145715524
3203,2020,51154,34464,54026.9990234,20195,13429,20403,12988,31375.659948544653,22651.33969233205,80366,0.9468229019687794,0.6379032821177624,0.6737303045705125,0.3993873423744944,0.6006126576255056,0.5807403801006109,0.41925963132842853
3203,2022,48591,18765,54026.9990234,0,0,1198,1470,31001.18380848122,23025.815832395485,80366,0.8993836577699683,0.3473263431099063,0.38618262641229856,NA,NA,0.57380910227966,0.4261909091493795
3300,2000,0,0,0,279455,258357,0,0,0,0,1328455,NA,NA,NA,0.4803853391147836,0.5196146608852164,NA,NA
3300,2002,0,0,0,0,0,134348,73332.5,0,0,1014004,NA,NA,NA,NA,NA,NA,NA
3300,2004,915476,605052,952788,295670,302668,189681.5,119400,0,0,1328455,0.9608391373526954,0.6350331868159549,0.6609151960291695,0.5058478652534186,0.4941521347465814,0,0
3300,2006,915476,267060,936532,0,0,0,0,479463.05677457305,457068.9411426634,1328455,0.9775170522737077,0.2851584355900279,0.2917170958058977,NA,NA,0.511955872062645,0.4880441257134443
3300,2008,873718,546299,904020,246660,283831,183201,76949.5,451465.3604836904,452554.63596149406,1328455,0.9664808300701312,0.6042996836353178,0.6252578062944795,0.5350345246196448,0.46496547538035515,0.4993975359877994,0.5006024600799696
3300,2010,857769.7923590578,364825.6907540028,903997.7116036111,0,0,100208.26603535512,69513.28225738135,438119.5252911785,465878.18383295665,1328455,0.9488627917403141,0.40356926358456663,0.4253188839288114,NA,NA,0.4846467194192269,0.515353277837983
3300,2012,834192.2630464624,553269.3221793359,903997.7116036111,267084.7243193266,270788.34370704583,0,0,440396.4621234751,463601.2593563871,1328455,0.9227813879823655,0.6120251357692992,0.6632395752015265,0.5034428377324309,0.4965571622675689,0.4871654612291564,0.5128345496959278
3300,2014,827883.0550335286,415121.38294512685,963552.0148273315,0,0,130004.60683757284,48199.15900869686,487454.4400346767,476097.57953300374,1328455,0.8591991322667569,0.4308240515894895,0.5014251474543283,NA,NA,0.5058932289421122,0.49410677597754843
3300,2016,860462.637525272,581611.0183753689,963552.0148273315,277012.7693535284,274934.2114301315,1439877.4190083856,776192.1970270482,483748.8161188035,479803.2014200813,1328455,0.893011092586908,0.6036114391599229,0.6759282658083883,0.49811706740342543,0.5018829325965745,0.50204743353216,0.49795256928196246
3300,2018,859517.7505424438,442635.4128598033,1020921.0931935024,0,0,0.9093237287,3.7314356023,1.2886741715057775,5.288110756345003,1328455,0.8419041944307574,0.43356476402619243,0.5149811188663119,NA,NA,1.2622661830550756e-6,5.179744831996247e-6
3300,2020,897425.6677590602,628363.3817217845,1021004.1086943942,315510.349761836,295928.9889653879,271599.2194707971,302188.8922709469,515695.7582046287,505308.35085815407,1328455,0.8789638162246383,0.6154366827429345,0.7001843208818124,0.48398748693761773,0.5160125130623823,0.5050868589197678,0.4949131414410423
3300,2022,883557.1128188244,400683.05479956383,1021004.1086943942,0,0,182991.99436661898,204120.89391372874,506325.00481231697,514679.1051152489,1328455,0.8653805653619457,0.39244019822009923,0.45348857361496325,NA,NA,0.4959088807779417,0.5040911204298612
3400,2000,0,0,0,44114,55602,0,0,0,0,263681,NA,NA,NA,0.5576035942075495,0.44239640579245054,NA,NA
3400,2002,0,0,0,0,0,27647,26839,0,0,205595,NA,NA,NA,NA,NA,NA,NA
3400,2004,167736,112516,198523,43233,66935,36975,44427,0,0,263681,0.8449197322224629,0.5667655636878347,0.6707921972623647,0.6075720717449713,0.3924279282550287,0,0
3400,2006,167736,59679,201822,0,0,0,0,90832.94119333898,110989.05393520686,263681,0.8311086006480959,0.29570116241044087,0.35579124338245816,NA,NA,0.45006461730306396,0.5499353585595568
3400,2008,169415,113413,208420,35342,74461,42804,40848,91000.91907665506,117419.07917007562,263681,0.8128538527972363,0.5441560310910661,0.6694389516866865,0.678132655756218,0.32186734424378205,0.43662277649292325,0.5633772150948835
3400,2010,169673.35270638813,75846.61271642405,208448.582162044,0,0,19374.734560263198,36916.21895593205,81770.83054876156,126677.74878184385,263681,0.8139818028336948,0.3638624543747787,0.44701546534341835,NA,NA,0.3922829778961723,0.6077170085204368
3400,2012,171812.7417933931,117394.68095648235,208448.582162044,35908.9343422217,78075.30162412365,0,0,74243.27447192377,134205.3084917054,263681,0.8242451928016911,0.5631829189666636,0.6832710992858194,0.684965784629867,0.315034215370133,0.35617068584428385,0.6438293180011976
3400,2014,169308.54498825283,85880.2272155042,210659.309852254,0,0,23104.393928826546,28507.8418808734,79382.28061366774,131277.02976102234,263681,0.8037078689140179,0.4076735430099735,0.5072409500740961,NA,NA,0.37682778259048955,0.6231722198895152
3400,2016,172322.17514147126,120485.28099992994,210659.309852254,31076.774507434347,84946.4690779698,192308.58799540694,469454.31720859,72632.28618521814,138027.02366703586,263681,0.8180135749154855,0.5719437753993989,0.6991861662668498,0.7321504420400133,0.26784955795998655,0.3447855508316192,0.6552144491683808
3400,2018,171258.24434113325,86490.97464606029,210677.0005502787,0,0,0,0,0,0,263681,0.8128948290217468,0.4105382857177092,0.5050324729113591,NA,NA,0,0
3400,2020,175275.15392890087,127143.49930741041,210558.0699939673,31741.02857986408,92406.99369456568,25748.15905796738,90340.85217767081,49980.14915250293,160577.91923331143,263681,0.8324314234734517,0.6038405429488084,0.7253937392574493,0.7443291645057349,0.255670835494265,0.23736990538493682,0.7626300869774887
3400,2022,169733.6389038632,80877.53134598235,210558.0699939673,0,0,16546.39216848121,61420.02131780143,47221.05618994317,163337.01501521384,263681,0.8061131967477012,0.38411033758192964,0.47649677381742356,NA,NA,0.2242661902785113,0.7757338154737722
3500,2000,0,0,0,145094,174991,0,0,0,0,709562,NA,NA,NA,0.5467016573722605,0.4532983426277395,NA,NA
3500,2002,0,0,0,0,0,38113,48070,0,0,245498,NA,NA,NA,NA,NA,NA,NA
3500,2004,529916,368882,618218,149874,212533,52592,80840,0,0,709562,0.8571668893497116,0.5966859586747717,0.6961141011028162,0.5864483853788696,0.4135516146211304,0,0
3500,2006,529916,156147,638222,0,0,0,0,280641.8852112421,357580.1136053005,709562,0.8303004283775864,0.24465938184518868,0.29466368254591296,NA,NA,0.4397245554231005,0.5602754427225958
3500,2008,569422,410533,678230,167342,232976,68571,86090,298923.4921613333,379306.5149864519,709562,0.8395706471256064,0.6053005617563364,0.7209644165487108,0.5819773280242208,0.41802267197577925,0.4407405926622729,0.559259417876608
3500,2010,573406.9965183357,277682.99827573635,678229.9959085751,0,0,31379,69861,288174.16660210496,390055.8403659486,709562,0.8454462350197063,0.4094230570025803,0.48426859100394143,NA,NA,0.4248915092822739,0.5751085070241096
3500,2012,596817.996394447,422982.99744207936,678229.9959085751,175722.99868116807,235174.998835024,0,0,292722.2989425193,385507.69945000915,709562,0.8799640239959213,0.6236571664387093,0.7087302996850698,0.5723439886702212,0.4276560113297789,0.43159739425912685,0.5684026094032787
3500,2014,593040.9964221509,311586.9980816669,708869.9958446331,0,0,39814,62023,307828.1503688019,401041.84227640193,709562,0.8366005048859917,0.43955450210641883,0.5254054946647676,NA,NA,0.434251911032034,0.5657480844545443
3500,2016,615700.9962927283,428163.99747718725,708869.9958446331,171438.9986892804,236077.99892714128,419571,842856,308551.09544896486,400318.9086735523,709562,0.8685668739006339,0.6040091977189994,0.6954089729515742,0.5793083486283225,0.42069165137167747,0.4352717666958381,0.564728244981739
3500,2018,610480.9963694259,325524.9980537039,753818.4799419104,0,0,0,0,0,0,709562,0.8098514597525784,0.43183472774346027,0.5332270783032139,NA,NA,0,0
3500,2020,640389.5619495377,463860.22162636346,753835.8988211177,193440.26309682924,257517.6427922502,167307.06038538745,265548.7621655625,308672.463636709,445163.4364197064,709562,0.8495079140579634,0.61533315453903,0.7243406969567617,0.5710458546780438,0.4289541453219562,0.40946904242611004,0.5905309592125725
3500,2022,625314.1167923757,308255.1326532382,753835.8988211177,0,0,115061.59438576277,183129.11207421613,299676.44814255065,454159.4566309739,709562,0.8295096025146452,0.40891543257000806,0.49296045679325157,NA,NA,0.397535390144192,0.6024646177519654
3600,2000,0,0,0,27698,40944,0,0,0,0,188241,NA,NA,NA,0.5964861163719006,0.4035138836280994,NA,NA
3600,2002,0,0,0,0,0,21960,29905,0,0,188241,NA,NA,NA,NA,NA,NA,NA
3600,2004,119497,77911,138620,27857,48705,32896,38102,0,0,188241,0.8620473236185254,0.5620473236185255,0.6519912633789969,0.6361510932316292,0.36384890676837073,0,0
3600,2006,119497,36814,140600,0,0,0,0,58259.2022842118,82340.79724544672,188241,0.8499075391180654,0.26183499288762446,0.30807467969907193,NA,NA,0.41436132492327027,0.5856386717314845
3600,2008,121911,83826,144560,27928,53753,36950,41727,59866.50956571308,84693.48612606477,188241,0.8433245711123409,0.5798699501936913,0.6875999704702611,0.6580844994551976,0.34191550054480235,0.41412914752153485,0.5858708226761536
3600,2010,121401,50847,144560,0,0,15379,30427,55663.446362017334,88896.55363798267,188241,0.8397966242390703,0.35173630326508026,0.4188351002051054,NA,NA,0.3850542775457757,0.6149457224542243
3600,2012,123645,84913,144560,27544,54945,0,0,51696.76252015369,92863.2396608636,188241,0.855319590481461,0.5873893193137798,0.6867483521371669,0.6660888118415789,0.33391118815842113,0.35761457194350915,0.6423854431437714
3600,2014,122097,66269,144875,0,0,18922,25820.5,54046.32598869091,90828.67180168322,188241,0.8427748058671268,0.45742191544434857,0.5427569882961907,NA,NA,0.3730548817165895,0.6269451030314631
3600,2016,124219,83181,144875,24538,55389,197199,371637,51161.16087451433,93713.84058207308,188241,0.8574219154443485,0.5741570319240725,0.6696318598604079,0.6929948578077496,0.30700514219225045,0.3531400232925925,0.6468599867615054
3600,2018,122295,60487,145111.0566406,0,0,0,0,0,0,188241,0.8427683102252569,0.4168324688711322,0.4945991250664377,NA,NA,0,0
3600,2020,123646,86626,145111.0566406,25611,58492,20952,58287,40921.50966911315,104189.54446352931,188241,0.8520784209175527,0.5969634706371733,0.7005968652443265,0.6954805417167045,0.30451945828329546,0.2820013210327895,0.7179986616841888
3600,2022,118432,58000,145111.0566406,0,0,14154,41716,38713.92923924478,106397.12887881612,188241,0.8161473201406241,0.39969387131988143,0.48973250472845176,NA,NA,0.26678828020065,0.7332117299809374
3700,2000,0,0,0,53043,68315,0,0,0,0,321386,NA,NA,NA,0.5629212742464444,0.4370787257535556,NA,NA
3700,2002,0,0,0,0,0,37484,41322,0,0,290664,NA,NA,NA,NA,NA,NA,NA
3700,2004,220118,135863,244641,50468,82962,59019,56116,0,0,321386,0.8997592390482381,0.5553566246050335,0.6172280322372545,0.6217642209398186,0.37823577906018135,0,0
3700,2006,211371,74541,246689,0,0,0,0,109638.28364116004,137050.72262266197,321386,0.8568318814377617,0.3021658849806842,0.352654810735626,NA,NA,0.4444392885015548,0.5555607368900193
3700,2008,212473,140120,250785,44276,91813,58969,58493,108177.25851237706,142607.7428242561,321386,0.8472316924855953,0.5587256016109416,0.6594720270340232,0.6746540866638744,0.3253459133361256,0.4313545806662163,0.5686454246635808
3700,2010,212342,86326,250785,0,0,22512,48159,95966.48744403766,154818.5087239826,321386,0.8467093326953367,0.3442231393424647,0.40654227613943544,NA,NA,0.3826643836116102,0.6173356011084499
3700,2012,215440,139773,250785,40869,94881,0,0,84175.10165318601,166609.8935177962,321386,0.859062543613055,0.5573419462886536,0.648779242480505,0.698939226519337,0.30106077348066296,0.33564647667598146,0.6643535040684101
3700,2014,212196,106603,258865,0,0,29841,44751,89911.00799478444,168953.9913570898,321386,0.8197168408243679,0.41180924420064513,0.5023798752097117,NA,NA,0.3473277885955399,0.6526722089007391
3700,2016,218884,143929,258865,36863,100798,260010,641893,81173.76846373481,177691.22593611316,321386,0.845552701214919,0.5560002317810442,0.6575583414045796,0.7322190017506773,0.2677809982493226,0.313575680233847,0.6864242981326683
3700,2018,215672,100377,267852.75976559997,0,0,0,0,0,0,321386,0.8051886424046414,0.37474693218707433,0.46541507474312843,NA,NA,0,0
3700,2020,221058.48645327607,145976.33760673204,267846.75155094906,37061.549105562895,105410.89011042514,30903.6534923833,104325.05297038595,66401.8108731718,201444.93968212773,321386,0.8253170336143761,0.5449994698889034,0.6603516560201649,0.7398686418965732,0.2601313581034268,0.24790971138786064,0.7520902848949036
3700,2022,215048.98625103084,96008.5731302283,267846.75155094906,0,0,19901.78151938775,72929.86259098665,62351.748393233865,205495.00777243465,321386,0.8028806957926642,0.35844591197876,0.44644978246098604,NA,NA,0.2327888915291679,0.7672111256997864
3800,2000,0,0,0,90231,124736,0,0,0,0,496579,NA,NA,NA,0.5802565044867352,0.41974349551326484,NA,NA
3800,2002,0,0,0,0,0,46043,66050,0,0,372270,NA,NA,NA,NA,NA,NA,NA
3800,2004,365969,249701,401061,95902,146663,91412,84246,0,0,496579,0.9125020882110203,0.6226010507129838,0.68230095991737,0.6046338094943623,0.39536619050563765,0,0
3800,2006,365969,155063,408374,0,0,0,0,177523.0086158451,230850.98889205614,496579,0.8961613618888568,0.3797083066013017,0.42370528651333855,NA,NA,0.43470693191987025,0.5652930619776385
3800,2008,377993,265520,423000,93471,165365,87334,98206,180249.7482341539,242750.25507657943,496579,0.8936004728132387,0.6277068557919622,0.7024468707092459,0.638879444899473,0.361120555100527,0.42612233625095486,0.5738776715758379
3800,2010,382524,177097,423000,0,0,38103,82293,171539.97985213413,251460.01670987252,496579,0.9043120567375886,0.41866903073286055,0.4629696437347722,NA,NA,0.40553186726272844,0.5944681246096277
3800,2012,392546,269453,423000,90600,172034,0,0,155729.8449812804,267270.1473718923,496579,0.9280047281323877,0.6370047281323877,0.6864240114534348,0.6550332401745395,0.34496675982546054,0.3681556618942799,0.6318443200281142
3800,2014,391853,206505,440720,0,0,46354,71490,165778.61141174176,274941.3872996092,496579,0.8891200762388818,0.4685628063169359,0.5269960929226011,NA,NA,0.3761540465868165,0.6238459504892203
3800,2016,401863,274477,440720,83602,179527,400482,1013775,153044.4686423247,287675.5359652599,496579,0.9118329097839898,0.622792249047014,0.6830113745231584,0.682277514071045,0.317722485928955,0.34726009403322905,0.6527399164214465
3800,2018,398548,201179,447470.16210950003,0,0,0,0,0,0,496579,0.8906694428990143,0.4495919885508917,0.5047798508586168,NA,NA,0,0
3800,2020,408481.0362256922,289648.24750477506,447494.6611962597,91137.43384655647,190735.43414624213,75120.66835409869,189842.12193200234,135870.20323744116,311624.45126310684,496579,0.9128176750393517,0.6472663757160284,0.7090861553355927,0.6766718467955388,0.3233281532044613,0.30362418821763765,0.6963757968196995
3800,2022,400678.9064884491,189568.6960442682,447494.6611962597,0,0,48124.23740299569,132813.10926445614,127765.15941352186,319729.5089421592,496579,0.8953825402460422,0.4236222517996214,0.47311873166882856,NA,NA,0.28551214236159866,0.714487873637299
3901,2000,0,0,0,37384,60595,0,0,0,0,247645,NA,NA,NA,0.6184488512844589,0.3815511487155411,NA,NA
3901,2002,0,0,0,0,0,26270,46733,0,0,247645,NA,NA,NA,NA,NA,NA,NA
3901,2004,170426,111245,185461,37735,71598,41045,61715,0,0,247645,0.9189317430618836,0.5998296137732462,0.6527466466384237,0.6548617526272946,0.34513824737270543,0,0
3901,2006,170426,43098,186549,0,0,0,0,69282.73541826414,117266.26371448972,247645,0.9135723053996537,0.23102777286396603,0.25288394963209837,NA,NA,0.37139162053007063,0.6286083748210375
3901,2008,171489,115628,188725,41096,72343,48435,59568,71552.37172841743,117172.62538760278,247645,0.9086713471983044,0.6126798251424029,0.6742589903725603,0.6377260025211788,0.3622739974788212,0.37913562977039306,0.6208643549482198
3901,2010,168367.75,68453.25,184877.5,0,0,21801.75,40098.75,69768.0953034755,115109.4046965245,247645,0.9106989763492042,0.37026274154507716,0.40656984487825015,NA,NA,0.3773747227406012,0.6226252772593989
3901,2012,171450.25,113221,184877.5,42085.25,69418.5,0,0,70120.51649816427,114756.98299228882,247645,0.9273721788752012,0.6124109207448175,0.6603723237498924,0.6225665056107978,0.37743349438920215,0.3792809644124584,0.620719032831409
3901,2014,169222.5,83393.75,186652.5,0,0,29847.5,35655,74265.29924548726,112387.19778418244,247645,0.9066179129666091,0.4467861400195551,0.4928053302604559,NA,NA,0.39788001363757386,0.6021199704487347
3901,2016,171906.75,112881.25,186652.5,37935.75,71259.25,322119,478038.75,72777.1456538883,113875.35139441588,247645,0.920998915096235,0.6047668796292576,0.6566423366156361,0.6525871147946335,0.34741288520536656,0.38990715717115126,0.6100928270149925
3901,2018,168932.25,81199.75,190262.4228516,0,0,0,0,0,0,247645,0.8878907745843382,0.42677765153518415,0.48066458595087674,NA,NA,0,0
3901,2020,172220.86975058,114908.48179312999,190223.81400332093,39326.13515807,73059.85619145,32214.61543228,73805.3840109,62824.579752928454,127399.2378009094,247645,0.9053591457669614,0.60406990783564,0.6672157791302933,0.6500797413819497,0.34992025861805026,0.33026663923283367,0.6697333794321108
3901,2022,167494.36368727998,73842.32121029,190223.81400332093,0,0,19642.16529275,51572.92590803,58128.662082655756,132095.14891266738,247645,0.8805120671397949,0.388186524369661,0.4408645137943696,NA,NA,0.30558036272809114,0.6944196214589686
3902,2000,0,0,0,3195,4500,0,0,0,0,21802,NA,NA,NA,0.5847953216374269,0.4152046783625731,NA,NA
3902,2004,14189,8517,15142,3211,5097,0,0,0,0,21802,0.9370624752344472,0.5624752344472329,0.6002537176686166,0.6135050553683197,0.3864949446316803,0,0
3902,2006,14189,3798,14863,0,0,0,0,5948.1485434767455,8914.851013571068,21802,0.9546524927672745,0.25553387606808853,0.2676721403904433,NA,NA,0.40019838144901737,0.5998015887486421
3902,2008,13224,8619,14305,3145,5299,0,0,5332.442275583584,8972.557724416416,21802,0.9244320167773505,0.6025166025865082,0.6517695099818511,0.6275461866414022,0.37245381335859784,0.37276772286498316,0.6272322771350168
3902,2010,16605.25,7149.75,18152.5,0,0,461.25,861.25,6808.2740050554585,11344.225994944542,21802,0.9147638066382041,0.3938713675802231,0.430571656554403,NA,NA,0.37505985429309785,0.6249401457069022
3902,2012,16639.75,10691,18152.5,4177.75,6597.5,0,0,6610.580030902953,11541.919557303334,21802,0.9166643712987191,0.5889546894367167,0.6424976336783906,0.6122827776617712,0.3877172223382288,0.364169124412778,0.6358308529019878
3902,2014,16346.5,8466.25,18387.5,0,0,679.5,797,6890.217483043345,11497.282096147752,21802,0.8890006798096532,0.46043507817811014,0.517924326308384,NA,NA,0.3747229086631323,0.6252770684512714
3902,2016,16314.25,10241.75,18387.5,3342.25,6600.75,6660,10365.25,6687.0475740732245,11700.452592372196,21802,0.8872467709041468,0.556995241332427,0.6277793953139127,0.6638589962787891,0.3361410037212109,0.36367355943294216,0.6363264496191541
3902,2018,16058.75,7664.25,17046.7509766,0,0,0,0,0,0,21802,0.9420416841921241,0.4496018045034319,0.47726317428193354,NA,NA,0,0
3902,2020,16041.5,10762,17046.7509766,3416.25,7048.75,2730.25,7044,5546.768885354755,11499.982092682827,21802,0.9410297611562518,0.6313226499743528,0.6708848923105695,0.6735547061634019,0.3264452938365982,0.32538569331884887,0.6746143067654828
3902,2022,15513,7312.5,17046.7509766,0,0,1827.5,5101.75,5221.590847732863,11825.159902972937,21802,0.9100267858253239,0.4289673739023839,0.47137884355057047,NA,NA,0.30631003262149586,0.6936899541270523
4001,2000,0,0,0,5809,6556,0,0,0,0,35334,NA,NA,NA,0.530206227254347,0.46979377274565304,NA,NA
4001,2002,0,0,0,0,0,5181,4510,0,0,35334,NA,NA,NA,NA,NA,NA,NA
4001,2004,21897,13100,24971,5675,7333,7267,5342,0,0,35334,0.8768972007528734,0.5246085459132593,0.5982554687856784,0.563730012300123,0.436269987699877,0,0
4001,2006,21897,6101,24754,0,0,0,0,12411.946837245729,12342.053162754273,35334,0.8845843096065282,0.24646521774258706,0.27862264237110107,NA,NA,0.5014117652599874,0.4985882347400126
4001,2008,21220,12623,24320,4687,7546,8916,0,14007.233384847379,10312.766789049627,35334,0.8725328947368421,0.5190378289473684,0.5948633364750235,0.6168560451238453,0.38314395487615466,0.5759553201006323,0.42404468704973797
4001,2010,20856.403120479998,9393.17850332,24315.0171434,0,0,3154.31939388,5313.001720759999,12725.892319735853,11589.124649915644,35334,0.8577581088048379,0.38631181906732304,0.4503738467778437,NA,NA,0.5233758316798116,0.47662416117446016
4001,2012,17226.37323188,12448.5192462,24315.0171434,4728.99830492,7501.53716652,0,0,11762.859331234078,12552.15781216592,35334,0.7084664234569902,0.5119683516068995,0.7226430705194602,0.6133449499441077,0.38665505005589235,0.4837693209040963,0.5162306790959036
4001,2014,18307.53633824,10652.94110244,24030.2050146,0,0,0,0,11620.986238593685,12409.218776006315,35334,0.7618551871328985,0.4433146157499533,0.5818882948323632,NA,NA,0.4835991299921552,0.5164008700078448
4001,2016,18764.34419724,3689.53888728,24030.2050146,4171.1187132800005,7212.4987383200005,12083.74128864,23166.14866608,8915.47066182804,15114.734352771959,35334,0.7808649233678768,0.15353755346816025,0.196624984518387,0.6335858323582599,0.36641416764174006,0.37101101120074836,0.6289889887992516
4001,2018,18543.3578606,6288,23027.058016484174,0,0,0,0,0,0,35334,0.8052855839128704,0.27307005504127646,0.33909716067985873,NA,NA,0,0
4001,2020,17561.23729939157,8459.9998848594,23027.05385722724,14609.13137292584,29021.99265814,0,0,7716.25571613206,15310.79882735614,35334,0.7626350035169533,0.36739393312376156,0.48174281462232205,0.6651672012271795,0.33483279877282046,0.3350952216455709,0.664904808156807
4001,2022,16219.618521166129,7360.97424013518,23027.05385722724,0,0,4766.91957359056,10913.810068042061,7348.91954527445,15678.134846814253,35334,0.7043722840851158,0.3196663492331597,0.4538315269578827,NA,NA,0.3191428478362605,0.6808571753912641
4002,2000,0,0,0,86931,100896,0,0,0,0,481136,NA,NA,NA,0.5371751665096073,0.4628248334903928,NA,NA
4002,2002,0,0,0,0,0,66464,61906,0,0,446403,NA,NA,NA,NA,NA,NA,NA
4002,2004,321156,216026,371270,91706,120697,85520,96820,0,0,481136,0.8650200662590567,0.5818568696635872,0.672651297188905,0.5682452696054199,0.4317547303945801,0,0
4002,2006,321156,120648,376340,0,0,0,0,178014.12517234136,198325.8809093842,481136,0.853366636552054,0.3205824520380507,0.37566789971228937,NA,NA,0.4730140967538432,0.5269859194063459
4002,2008,327215,223185,386480,96268,122175,102933,88279,185356.6213761261,201123.3801887913,481136,0.8466544193748706,0.5774813703167047,0.6820744770258087,0.5592992222227309,0.4407007777772691,0.4796021045749485,0.5203978994742064
4002,2010,325862.71502996545,146082.00036785647,383647.8579543455,0,0,51654.00016859161,72501.00006567084,171689.28628891768,211958.56725466708,481136,0.8493797326733502,0.38077105694472657,0.4482930805827944,NA,NA,0.44751790666676644,0.5524820818363343
4002,2012,335309.14362388774,228040.00051237614,383647.8579543455,99258.71463407757,123999.57158278767,0,0,171363.2120154094,212284.65085609435,481136,0.8740023870113458,0.5943992538582429,0.68008882205779,0.5554085972976558,0.44459140270234426,0.4466679754948659,0.5533320373219872
4002,2014,328733.715041489,164288.2860918045,387132.85789316957,0,0,63209.50019165923,58070.500031372954,177895.7669108774,209237.09291803665,481136,0.8491496093369683,0.4243718473959664,0.4997609876159795,NA,NA,0.4595212296858776,0.5404787753143295
4002,2016,334975.5721855306,222189.85761361022,387132.85789316957,91739.14317300801,121637.42870806754,742032.0019620511,784294.0003193377,175088.02672563156,212044.83960465417,481136,0.865272904006428,0.5739369652650981,0.6633016735039636,0.5700599069323393,0.4299400930676606,0.45226857693889577,0.5477314448549562
4002,2018,325921.42929707345,161747.0003832701,379869.9724803516,0,0,0,0,0,0,481136,0.8579815539748445,0.42579569879437185,0.49627605258149393,NA,NA,0,0
4002,2020,333367.00194718386,227438.14425713939,379869.974210946,95959.42898552753,125167.28666754504,85614.7146484094,126257.42952368935,159297.726241393,220572.24852817535,481136,0.8775818690056864,0.5987263003072743,0.6822455219883249,0.5660432584903986,0.43395674150960134,0.41934803236892104,0.5806519691016409
4002,2022,321395.00190610066,144852.28655314675,379869.974210946,0,0,50455.143053104635,87258.57204671596,148983.44341317148,230886.52982637324,481136,0.8460658217951874,0.38132070547041624,0.45069862846052305,NA,NA,0.39219589208816835,0.6078041053546375
4003,2000,0,0,0,11600,17621,0,0,0,0,73719,NA,NA,NA,0.6030252215872147,0.39697477841278533,NA,NA
4003,2002,0,0,0,0,0,9342,12919,0,0,73719,NA,NA,NA,NA,NA,NA,NA
4003,2004,48352,32533,57803,11823,20195,12783,16804,0,0,73719,0.8364963756206425,0.5628254588862169,0.6728366975512905,0.6307389593353738,0.36926104066462617,0,0
4003,2006,48352,14392,58387,0,0,0,0,23748.478949041048,34638.52002704133,73719,0.8281295493859935,0.24649322623186667,0.29765056254136335,NA,NA,0.40674257881105463,0.5932574036522057
4003,2008,47591,33888,59555,12770,20498,14932,16501,24882.271597682316,34672.727347316264,73719,0.7991100663252456,0.5690202333976996,0.7120674077031371,0.6161476493928099,0.3838523506071901,0.41780323394647495,0.5821967483387838
4003,2010,47507,20561,59555,0,0,6146,12488,23126.228470506376,36428.77258449858,73719,0.7976996054067669,0.34524389220048696,0.4327993769339255,NA,NA,0.3883171601126081,0.6116828576021927
4003,2012,47859,33359,59555,12180,20412,0,0,22608.846742657388,36946.15433007522,73719,0.8036101083032491,0.5601376878515658,0.6970266825466475,0.6262886597938144,0.37371134020618557,0.3796296993142035,0.6203703186982658
4003,2014,46963,25261,60255,0,0,8763,10934,23901.247110365766,36353.752889634234,73719,0.7794041988216746,0.41923491826404446,0.5378915316312842,NA,NA,0.39666827832322243,0.6033317216767776
4003,2016,47708,32811,60255,10890,20538,95526,136682,23133.874464333094,37121.1241069435,73719,0.7917683179819102,0.5445357231764999,0.68774628993041,0.6534936998854525,0.3465063001145475,0.38393285975160724,0.6160671165371089
4003,2018,46014,23525,61554.788086,0,0,0,0,0,0,73719,0.7475291757273617,0.38217985523940934,0.5112574433867954,NA,NA,0,0
4003,2020,46877.17809353589,33464.9731850437,61580.65449244035,11250.89201949753,21332.73092194655,9133.92226345439,21613.980617358062,20142.954431953887,41437.699738142284,73719,0.7612322161871556,0.5434332171502313,0.7138862565120647,0.6547071502847773,0.3452928497152226,0.32709873901107434,0.6729012557544217
4003,2022,45447.64743330735,22660.38572927097,61580.65449244035,0,0,6202.97544937638,15690.07147302504,18936.652154322717,42644.0041715525,73719,0.7380182592714488,0.3679789686556963,0.4986041524486873,NA,NA,0.3075097579004683,0.692490271872435
4004,2000,0,0,0,2846,5754,0,0,0,0,22646,NA,NA,NA,0.6690697674418604,0.3309302325581395,NA,NA
4004,2002,0,0,0,0,0,2184,3243,0,0,22646,NA,NA,NA,NA,NA,NA,NA
4004,2004,15206,9622,17575,2743,6711,3241,5363,0,0,22646,0.8652062588904694,0.5474822190611665,0.6327765355780612,0.7098582610535223,0.29014173894647766,0,0
4004,2006,15206,4026,17760,0,0,0,0,6315.314140319904,11444.685859680098,22646,0.8561936936936937,0.22668918918918918,0.26476390898329605,NA,NA,0.3555920124054,0.6444079875946
4004,2008,14745,9836,18130,2245,7226,3480,5338,6355.708084106332,11774.291915893667,22646,0.8132928847214561,0.5425261996690568,0.6670735842658528,0.7629606166191532,0.2370393833808468,0.3505630493164,0.6494369506836
4004,2010,14952,5961,18130,0,0,1105,4247,5171.4113667601,12958.588092922388,22646,0.8247104247104247,0.32879205736348593,0.3986757624398074,NA,NA,0.28524056077,0.7147594094276
