czone,lon,lat,pop1990,counties_in_cz
19300,-74.15365059719217,41.64710908447654,801690,4
19400,-73.73336674253574,40.78174551746073,10890583,9
19500,-74.25520614049904,40.10604453878176,986327,2
19600,-74.32903794578772,40.76365921832098,5358601,13
19700,-75.15761808156283,39.95597547221117,5379644,12
19800,-75.69331124949493,39.576269282729356,513293,2
19901,-75.5160726678029,38.654549491032945,357029,5
19902,-75.99637529968126,38.86413333825878,139615,5
19903,-75.72087455631758,37.645188791841655,44764,2
20001,-68.7687102622598,45.04199974550847,281530,5
20002,-67.637245,45.038254,35308,1
20003,-68.59877,46.658932,86936,1
20100,-70.19491979843593,44.24549300422247,659567,8
20200,-73.02926555609152,44.2950148472022,291889,6
20301,-71.81574604915605,44.66094851681485,93132,4
20302,-72.2832801845182,43.85262578072656,248653,5
20401,-71.39578723074813,41.775172298498,1509789,6
20402,-70.074158,41.278374,6012,1
20403,-70.658211,41.395393,11639,1
20500,-71.24183233202604,42.34723816875525,4680127,7
20600,-71.32094212929981,43.161642605338045,1055369,7
20700,-72.42342230024438,42.945858237133976,111709,2
20800,-72.63448504550574,42.22637673688574,672970,3
20901,-72.8777382947024,41.53769834539243,3287116,8
20902,-73.18321675814654,42.50668825832064,175197,2
21001,-90.72994887411522,46.16288987483394,45915,3
21002,-88.60957774701225,46.87369870051662,45101,3
21003,-89.69474642251733,46.450013325206456,33059,3
21004,-89.40622067148654,45.80555431878202,58162,3
21101,-91.5911452693896,45.58839349812609,83782,4
21102,-92.42121064901686,45.57113408901519,47857,2
21201,-94.34284589931887,44.86428382927337,67242,3
21202,-95.09872765634036,44.567163760385945,34927,2
21301,-94.2159835480368,44.18472750764103,144025,5
21302,-93.32809649461686,44.1887801374616,97991,3
21400,-94.26922270917643,45.58603800954239,209591,4
21501,-93.27865275350727,45.00006835311862,2496889,12
21502,-92.94884351042094,46.05480135642576,34066,2
21600,-93.8988445862748,46.9325442097496,119328,4
21701,-92.4530452870922,44.07990720324268,203412,5
21702,-93.03240285194123,43.6725346501526,70445,2
21801,-93.40830757398973,43.15647256283025,79484,4
21802,-92.36359788331457,43.2123393513769,71937,5
21900,-92.86090064865827,41.870951149502844,109523,4
22001,-92.27928701787539,42.55683595006864,217058,6
22002,-93.24858782474226,42.51387600334887,30458,2
22100,-91.43562302642313,41.57632021031791,184611,5
22200,-91.63534734930971,42.05717151543482,225270,4
22300,-92.52217918063714,41.13655009982334,139246,8
22400,-87.88611663255706,43.89521229983505,184298,2
22500,-88.60346664823314,44.1407875701531,489344,7
22601,-87.94085391258704,44.568123102276274,269388,4
22602,-88.86072448606157,44.95541969084423,60552,3
22700,-89.8915234808473,44.722238930556735,343633,7
22800,-91.46762378103531,44.60892758134676,283822,8
22900,-90.91501202296544,43.85393864665678,200301,5
23000,-90.3555094946649,42.83981175489836,111619,4
23100,-89.52244694487959,43.16203822148721,509140,6
23200,-90.94361459684735,42.570941964911285,159168,5
23301,-88.05780905883677,39.49461762729224,97830,4
23302,-88.45442724777102,38.984574286687945,97130,5
23400,-88.79089274447153,40.547704747504014,184997,3
23500,-88.50662386016572,39.982616881331026,375709,7
23600,-91.32886057412593,40.73809168934807,137543,6
23700,-90.37355732262354,40.69113633922551,148898,4
23801,-90.52497805661821,41.50154032240415,374685,5
23802,-90.5438781774898,41.974938050711366,70990,2
23900,-89.45877231302045,40.87194504664181,516618,8
24000,-88.39832607978366,42.673218021864884,517725,4
24100,-88.11805737141222,43.06890572118522,1576491,6
24200,-87.85270368430125,41.04310898261992,127042,2
24300,-87.91475363352842,41.8686319923009,7332926,8
24400,-89.25567807198397,42.14694827678325,567043,8
24500,-91.8765540618529,37.81005007138635,104894,5
24600,-90.42364223549934,37.77584770294455,123822,6
24701,-90.42378359073268,38.59145255218064,2221983,11
24702,-91.72096505361333,39.126670118098076,34954,2
24801,-90.33650804947165,39.743065074837446,84129,6
24802,-89.5784403288037,39.78559893206315,254766,4
24900,-89.88918113731184,38.9405897701311,368497,6
25000,-91.28928384211827,39.81987232465915,146027,6
25101,-92.435324589804,36.34295592113547,51785,3
25102,-91.79564241329037,36.89672359084492,80043,5
25103,-93.19121031968683,36.220648518876686,62458,4
25104,-92.21472649439738,35.624714672871235,43194,3
25105,-91.61627818337598,35.91688914788671,56665,3
25200,-87.69616888509688,37.48365864528622,148734,7
25300,-88.86864234170298,36.481769954634665,111076,5
25401,-88.63052038515801,37.05211700779995,131411,7
25402,-88.272278,36.621052,30735,1
25500,-89.07638503700299,38.47559163728683,135989,5
25601,-89.23004125652007,37.78914466822891,262229,9
25602,-88.44857067494632,37.72341007568113,38649,3
25701,-89.68563365871299,37.07972289472009,175893,6
25702,-90.54342466410768,36.790265217640844,68126,4
25800,-90.03465669950603,35.95162861335489,112558,3
25900,-90.6852706957521,35.9696607787841,177546,6
26001,-95.61745948884933,48.77416801245943,19102,2
26002,-92.37138293612973,47.3244882052209,279645,4
26003,-90.535591,47.902554,3868,1
26004,-93.783409,48.245319,16299,1
26101,-92.38229390956046,39.601220744373315,55761,4
26102,-93.3722039463807,39.39318683185641,48863,3
26103,-93.04954576974055,39.72845892770823,23087,2
26104,-93.56615965285083,40.19446856827267,14259,2
26105,-93.06902419640508,40.33011593809732,11405,2
26106,-93.11651759561579,40.82916799290496,29880,3
26107,-92.4812501926437,40.247478540493745,38117,4
26201,-100.87838598786591,47.01467573518225,106477,5
26202,-101.63969,46.358273,3549,1
26203,-99.7793856809711,46.26746269866644,11698,3
26204,-99.780113,46.980179,3332,1
26301,-98.81567334254188,48.14674911013216,24289,3
26302,-98.8909445588405,47.567935012835306,6934,2
26303,-99.7094304120983,48.753214892249524,16399,2
26304,-101.3934930819889,48.30411399301772,75620,4
26305,-99.89377561267607,47.84161287446418,13064,3
26401,-103.98881008196722,45.550256236128625,3172,2
26402,-104.41743,46.334007,3103,1
26403,-103.5084535864979,46.18001217699311,4503,2
26404,-102.48665569045588,45.9804598710075,10551,3
26405,-105.54852,48.78381,2266,1
26406,-105.15003876233521,48.18320856790961,13275,2
26407,-104.50465,48.721195,4732,1
26408,-107.14744169153857,48.32438607715266,13402,2
26409,-104.66562059746954,47.184679446266784,12804,3
26410,-102.67834586115585,46.89739222182859,27945,3
26411,-103.6107281252073,47.8955781473466,24120,3
26412,-103.37412103995561,48.443878632704404,27030,3
26501,-96.88017690916337,44.30959359972369,37639,3
26502,-97.24322177022138,44.02201366603965,13822,2
26503,-96.83761208429623,43.55881246842567,166686,5
26504,-97.1893499629751,44.895191766866134,36597,4
26601,-96.58133982662133,45.39560756354602,19120,3
26602,-97.30383496889952,45.57409471972764,21736,3
26603,-101.1229216302162,45.899627531297135,7956,2
26604,-100.03654541728763,45.51315055663189,8052,2
26605,-98.51320116593368,45.46362631778285,53889,5
26701,-95.2498789498879,47.43865358972801,90557,5
26702,-97.6506170025495,48.612023240568334,34909,4
26703,-96.17243878306272,48.14700680249097,28824,3
26704,-97.14019336336605,47.8341802011928,114353,4
26801,-96.94950446353546,46.85076198677615,186935,5
26802,-97.96216212613862,46.233087609941485,16577,3
26803,-98.6250063805671,46.895764729468,40169,3
26804,-98.237099,47.457222,3303,1
26901,-95.66010797207815,46.08941613344172,107013,5
26902,-94.63018654425977,46.14713605616976,66121,3
27001,-98.76603228061288,42.50123269777805,16382,3
27002,-98.88717840876444,41.65639878425311,10999,4
27003,-99.75178935794183,42.49625569574944,6705,3
27004,-99.57928635243833,43.27892077220549,12283,2
27005,-97.54189713717776,42.83846978444116,46006,4
27006,-98.14888355934254,43.717360262837715,26465,4
27007,-98.319396492891,44.373643170374315,20678,2
27008,-98.22294736733053,43.28925952069634,21139,3
27009,-99.35724479939351,43.83541096976659,10882,3
27010,-99.14198545576407,44.54769086327078,5968,2
27011,-100.10375881393499,44.41954906288775,18859,3
27012,-99.957344,45.064453,3190,1
27101,-95.42733135398039,45.07054051105964,83321,5
27102,-96.05855543918346,44.195199334423585,51976,4
27201,-96.03563562032497,43.14507661484494,57299,3
27202,-95.5073002282559,43.76274340014007,61396,5
27301,-94.78502150161933,43.190415937008126,61754,4
27302,-94.38103076781408,43.607441563088294,51420,3
27401,-95.31802644447691,42.60364597432057,54752,4
27402,-94.14551546491202,42.52368882294503,102471,6
27501,-93.64522868488515,41.71367899329064,524193,8
27502,-94.02444294142836,40.91293184920247,34795,4
27503,-95.06507293046062,41.535099419926034,35692,3
27504,-94.94543824152726,42.036563923636585,48243,3
27601,-103.04492715948032,44.13553229502759,145322,6
27602,-101.09957540100736,45.10611521813251,7743,2
27603,-101.58554664397425,43.9840080550138,5435,2
27604,-100.68964,43.960423,1324,1
27605,-100.72691361902946,43.27239752559825,10489,2
27701,-103.44985025348485,42.04281683106061,66000,6
27702,-104.45796745734576,41.29233312099972,86744,3
27703,-104.59642909445365,42.10586826488937,20518,2
27704,-102.35981731493604,43.030474902507805,19858,3
27801,-97.62230326810626,42.004331872831,54691,4
27802,-97.49183562303853,41.522672748623975,58502,5
27901,-98.4229620948156,40.48814471479758,41027,3
27902,-97.59093870032348,40.84738986572815,27206,3
27903,-98.39241751132379,40.935154136678534,71884,4
28001,-96.235261226013,42.43697045002181,174136,7
28002,-96.57485218992014,41.96319276750531,24921,3
28101,-96.74907035523982,40.713935612469314,273359,5
28102,-95.99802252628302,40.39472056281282,40159,5
28201,-95.11745170674642,40.840132004842125,49152,5
28202,-96.09880872976285,41.28299814226771,720297,9
28301,-102.8608332568549,40.42522491529193,35522,4
28302,-101.85816607417941,41.06634499567484,16878,4
28303,-102.33544,41.619415,2460,1
28304,-101.20960072020166,42.372788428159886,8331,4
28305,-99.78961269353437,41.451655403160345,13796,3
28306,-100.74351485559355,41.069554551809496,33932,3
28401,-104.6136032499476,38.80424412906344,443681,4
28402,-103.51397,38.988018,4529,1
28501,-102.56046,37.31921,4556,1
28502,-104.18363321747586,38.11982623916968,165577,5
28503,-104.31885143976938,37.427935102154336,19774,2
28504,-102.62367359020045,39.07221058868597,11225,3
28601,-100.74225257373737,39.78495522276094,7425,2
28602,-99.903419,39.784363,5947,1
28603,-99.1025661546109,39.78479647651697,11668,2
28604,-100.86073461420543,39.19517337324704,17613,4
28605,-101.72909273122214,39.26091946061507,8747,2
28606,-101.71200552274678,39.95886979072962,5825,2
28607,-100.86550494776333,40.268627726184825,21058,4
28608,-99.04230432811414,40.78507456554937,51732,4
28609,-99.7469551389879,40.603907580538966,44047,6
28701,-106.19407,38.746902,12684,1
28702,-107.04839966591173,39.52562671627662,83451,5
28703,-106.11837,40.102619,7966,1
28704,-105.75456558916117,41.60552794234924,32402,2
28800,-104.94039869339444,40.59685477381316,339896,3
28900,-104.83921857248642,39.73429445301489,1875828,10
29001,-98.82684385495944,37.50285332252027,19236,3
29002,-99.271896,37.191292,2313,1
29003,-99.96332118620174,37.691993999385915,37454,4
29004,-98.90965277012275,38.34441270010614,49931,5
29005,-98.11128049240435,38.06703219682102,79585,3
29006,-99.25609310108437,38.91475329334186,37533,3
29007,-99.531489985598,39.349963601127115,9582,2
29008,-100.12012731367042,38.48016071535581,6408,2
29101,-97.76095754964147,39.643358913219345,21756,3
29102,-97.80551823428065,40.176324967232915,12421,2
29103,-98.43467775907209,39.37595872220381,12070,2
29104,-97.68486566585308,38.83371495768759,58588,3
29201,-95.78202654621303,39.805704209696856,21574,2
29202,-96.73553121706252,39.783810621844715,18778,2
29203,-96.77249300651877,39.16767369927179,148034,6
29204,-95.61618558039754,39.00063383410317,292055,6
29301,-97.41855307353799,37.66210059672775,495499,5
29302,-97.45206076180041,38.23377538626658,71184,3
29303,-96.65975980055624,37.33973747104541,52496,4
29401,-95.33029227902618,38.24616425130275,48551,4
29402,-96.10536897528002,38.40624261247481,46157,3
29403,-95.66537946261774,37.07825780430181,147891,6
29501,-95.09515115766946,39.26859790092617,81303,2
29502,-94.49982025243382,39.00051214617128,1567702,12
29503,-94.66282564236897,39.72355719976994,148656,7
29504,-93.46977591138477,38.4875204397856,77797,4
29505,-95.05541702343749,40.32993661960227,35200,3
29506,-94.2122998138199,40.316784184040095,17757,3
29601,-92.28925880883251,38.80653046064244,257549,7
29602,-92.68573101925702,38.18481944404021,63769,3
29700,-93.16507430806061,37.30366970175856,361945,9
29800,-93.56402574304349,36.820039460799435,102422,4
29901,-94.55505947173508,37.18387971202592,237379,6
29902,-94.15225223010322,37.678426068183185,49895,4
30000,-93.3856556597339,35.366772847796994,117317,5
30100,-94.65351312097926,35.185307641601426,291240,8
30200,-95.22369922340837,35.69441930850452,137327,4
30300,-94.27909307066764,36.198245346479325,267534,5
30401,-97.01454020760282,36.124700975011024,72552,2
30402,-95.99267027624123,36.20110167496814,820055,9
30403,-96.05049557594555,35.603121139922145,48041,2
30501,-99.40431310633352,36.44330880494625,27536,3
30502,-98.10967033341424,36.375815587716836,103019,7
30601,-106.34243656824673,31.87578815621169,730035,3
30602,-105.68787959842237,32.82881053001699,64147,2
30603,-107.1925,33.130463,9912,1
30604,-108.19917725765306,32.449148276824374,51744,3
30605,-104.5174,31.447144,3407,1
30701,-104.39272407838129,32.95606301232458,106454,2
30702,-104.65760778401999,34.68025324656679,6408,2
30801,-103.08213758564402,32.87555951154616,91892,4
30802,-101.8595330338699,33.590980156058976,270417,6
30901,-103.29855796545107,34.433564646178674,68772,3
30902,-102.43377266487215,34.202694312888546,31206,3
30903,-101.96230139782654,35.17257663098403,210999,5
30904,-101.06632095199829,35.62028632167867,60977,5
30905,-100.26985096487516,35.236313749365216,9452,2
30906,-100.84104348098623,34.69850046082323,9572,3
30907,-100.77983,34.074097,1532,1
30908,-101.72558791738953,34.14373344938695,51301,3
31001,-100.86113889580594,37.994585390422166,43371,4
31002,-101.38581801375517,37.433938720220084,14540,3
31003,-101.19300170552897,38.481846817126566,9821,3
31004,-100.7025317809258,37.107776231275636,29013,3
31005,-100.89546660577295,36.277964130746724,18119,3
31006,-101.70576123301865,36.75562041687773,26058,4
31007,-102.13229584903561,35.92716956717359,26960,3
31101,-96.95766784910944,28.874971944106214,149963,6
31102,-96.73178366617287,29.754497852695046,38478,2
31103,-97.492523,29.456734,17205,1
31201,-97.7183305624173,30.349649830985168,887999,8
31202,-98.35249011218957,30.760245386935992,34308,2
31301,-98.4942935684414,29.44937722067416,1418118,10
31302,-97.78035278079277,28.579188989757917,37590,2
31303,-99.22032070935188,30.144020759138822,53508,2
31304,-99.22612,30.717718,3423,1
31401,-102.31273213749024,31.885519819274784,253938,6
31402,-103.33975692891246,31.510027387798406,37700,4
31403,-102.43840834693115,30.76843992070602,18753,2
31404,-103.73201560414736,29.98598654732391,17264,3
31501,-99.75881099229919,28.66135034419119,22595,2
